Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Stewart, Dave",rhp-s,36,Type A,OAK,TOR,2,"$8,500,000 ",1993-94,,,"$4,250,000",Tony Attanasio,Labatt Brewing,Pat Gillick,
"Cone, David",rhp-s,30,Type A,TOR,KCA,3,"$8,000,000 ",1993-95,,,"$2,666,667",Steve Fehr,Ewing Kauffman,Herk Robinson,
"Darling, Ron",rhp-s,32,Type B,OAK,OAK,3,"$7,500,000 ",1993-95,,,"$2,500,000",Steve Kaufman,Walter Haas Jr.,Sandy Alderson,
"Santiago, Benito",c,28,Type A,SDN,FLA,2,"$7,200,000 ",1993-94,,,"$3,600,000",Boras Corp.,Wayne Huizenga,Dave Dombrowski,
"Gagne, Greg",ss,31,Type A,MIN,KCA,3,"$7,000,000 ",1993-95,,,"$2,333,333",Michael Moye,Ewing Kauffman,Herk Robinson,
"Owen, Spike",ss,32,Type A,MON,NYA,3,"$7,000,000 ",1993-95,,,"$2,333,333",,Geo Steinbrenner,Gene Michael,
"Myers, Randy",lhp,30,Type B,SDN,CHN,3,"$6,000,000 ",1993-95,,,"$200,000",David Fishof,Tribune Co.,Larry Himes,
"Winfield, Dave",rf,41,Type A,TOR,MIN,2,"$5,200,000 ",1993-94,,,"$2,600,000",Jeff Klein,Carl Pohlad,Andy MacPhail,
"Gullickson, Bill",rhp-s,34,Type A,DET,DET,2,"$4,600,000 ",1993-94,,,"$2,300,000",Doug Baldwin,Mike Ilitch,Jerry Walker,
"Smith, Ozzie",ss,38,Type A,SLN,SLN,1,"$4,200,000 ",1993,,,"$4,200,000",Dennis Gilbert,Anheuser-Busch,Dal Maxvill,
"Howe, Steve",lhp,35,Type A,NYA,NYA,2,"$4,200,000 ",1993-94,,,"$2,100,000",Richard Moss,Geo Steinbrenner,Gene Michael,
"Yount, Robin",cf,37,Type A,MIL,MIL,1,"$3,530,000 ",1993,,,"$3,530,000",Larry Yount,Bud Selig,Sal Bando,
"Lee, Manuel",ss,28,Type B,TOR,TEX,2,"$3,400,000 ",1993-94,,,"$1,700,000",John Davimos,GWBush / ERose,Tom Grieve,
"Maldonado, Candy",of,32,Type A,TOR,CHN,2,"$3,400,000 ",1993-94,,,"$1,700,000",Reich Katz Landis,Tribune Co.,Larry Himes,
"Plesac, Dan",lhp,31,Type A,MIL,CHN,2,"$3,200,000 ",1993-94,,,"$1,600,000",Tom Selakovich,Tribune Co.,Larry Himes,
"McDowell, Roger",rhp,32,Type B,LAN,LAN,2,"$3,000,000 ",1993-94,,,"$1,500,000",Ron Shapiro,Peter O'Malley,Fred Claire,
"Snyder, Cory",rf,30,,SFN,LAN,2,"$3,000,000 ",1993-94,,,"$1,500,000",Jeff Moorad,Peter O'Malley,Fred Claire,
"Thompson, Milt",of,34,Type B,SLN,PHI,2,"$2,750,000 ",1993-94,,,"$1,375,000",David Sloane,Bill Giles,Lee Thomas,
"Bankhead, Scott",rhp-s,29,,CIN,BOS,2,"$2,600,000 ",1993-94,,,"$1,300,000",Ron Shapiro,JRY Trust,Lou Gorman,
"Krueger, Bill",lhp,36,Type B,MON,DET,2,"$2,500,000 ",1993-94,,,"$1,250,000",Doug Baldwin,Mike Ilitch,Jerry Walker,
"Incaviglia, Pete",of,30,Type B,HOU,PHI,2,"$2,300,000 ",1993-94,,,"$1,150,000",Tony Attanasio,Bill Giles,Lee Thomas,
"Davis, Chili",of,34,Type A,MIN,CAL,1,"$2,250,000 ",1993,,,"$2,250,000",Reich Katz Landis,Gene Autry,Dan O'Brien,
"Martinez, Dave",of,28,Type B,CIN,SFN,2,"$2,200,000 ",1993-94,,,"$1,100,000",Ron Shapiro,Lurie / Magowan,Bob Quinn Sr.,
"Sutcliffe, Rick",rhp-s,37,Type B,BAL,BAL,1,"$2,000,000 ",1993,,,"$2,000,000",Barry Axelrod,Eli Jacobs,Roland Hemond,
"Davis, Storm",rhp-s,31,Type C,BAL,OAK,2,"$1,800,000 ",1993-94,,,"$900,000",Ron Shapiro,Walter Haas Jr.,Sandy Alderson,
"Ojeda, Bob",lhp-s,35,Type C,LAN,CLE,1,"$1,700,000 ",1993,,,"$1,700,000",Ron Shapiro,Richard Jacobs,John Hart,
"Felder, Mike",of,31,Type C,SFN,SEA,2,"$1,700,000 ",1993-94,,,"$850,000",Eric Goldschmidt,Nintendo/America,Woody Woodward,
"Reynolds, Harold",2b,32,Type B,SEA,BAL,1,"$1,650,000 ",1993,,,"$1,650,000",Jim Krivacs,Eli Jacobs,Roland Hemond,
"Trammell, Alan",ss,35,Type A,DET,DET,1,"$1,600,000 ",1993,,,"$1,600,000",John Boggs,Mike Ilitch,Jerry Walker,
"Magadan, Dave",1b,30,Type B,NYN,FLA,2,"$1,600,000 ",1993-94,,,"$800,000",David Fishof,Wayne Huizenga,Dave Dombrowski,
"Tanana, Frank",lhp-s,39,Type B,DET,NYN,1,"$1,500,000 ",1993,,,"$1,500,000",Tony Attanasio,Wilpon/Doubleday,Al Harazin,
"Hatcher, Billy",of,32,,BOS,BOS,2,"$1,400,000 ",1993-94,,,"$700,000",Jim Turner,JRY Trust,Lou Gorman,
"Wilson, Willie",of,37,,OAK,CHN,2,"$1,400,000 ",1993-94,,,"$700,000",Jack Sands,Tribune Co.,Larry Himes,
"Pena, Alejandro",rhp,34,Type A,ATL,PIT,1,"$1,350,000 ",1993,,,"$1,350,000",Reich Katz Landis,Pittsburgh Assocs.,Ted Simmons,
"Melvin, Bob",c,31,Type B,KCA,BOS,2,"$1,350,000 ",1993-94,,,"$675,000",Doug Baldwin,JRY Trust,Lou Gorman,
"Downs, Kelly",rhp,32,Type B,OAK,OAK,2,"$1,300,000 ",1993-94,,,"$650,000",,Walter Haas Jr.,Sandy Alderson,
"Gubicza, Mark",rhp-s,30,Type C,KCA,KCA,1,"$1,290,000 ",1993,,,"$1,290,000",Ron Shapiro,Ewing Kauffman,Herk Robinson,
"Plunk, Eric",rhp,29,Type C,CLE,CLE,2,"$1,250,000 ",1993-94,,,"$625,000",,Richard Jacobs,John Hart,
"Lefferts, Craig",lhp,35,Type A,BAL,TEX,1,"$1,200,000 ",1993,,,"$1,200,000",Steve Comte,GWBush / ERose,Tom Grieve,
"Fletcher, Scott",2b,34,Type C,MIL,BOS,2,"$1,200,000 ",1993-94,,,"$600,000",Richie Bry,JRY Trust,Lou Gorman,
"Webster, Mitch",of,34,,LAN,LAN,2,"$1,200,000 ",1993-94,,,"$600,000",,Peter O'Malley,Fred Claire,
"Baines, Harold",of,34,Type A,OAK,OAK,1,"$1,100,000 ",1993,,,"$1,100,000",Jack Sands,Walter Haas Jr.,Sandy Alderson,
"Brunansky, Tom",rf,32,Type B,BOS,MIL,1,"$1,100,000 ",1993,,,"$1,100,000",Nick Lampros,Bud Selig,Sal Bando,
"Davis, Eric",of,31,Type A,LAN,LAN,1,"$1,000,000 ",1993,,,"$1,000,000",Eric Goldschmidt,Peter O'Malley,Fred Claire,
"Deshaires, Jim",lhp,33,,SDN,MIN,1,"$1,000,000 ",1993,,,"$1,000,000",,Carl Pohlad,Andy MacPhail,
"Smith, Lonnie",of,37,Type A,ATL,PIT,1,"$1,000,000 ",1993,,,"$1,000,000",Richard Moss,Pittsburgh Assocs.,Ted Simmons,
"Coles, Darnell",3b,31,,CIN,TOR,2,"$1,000,000 ",1993-94,,,"$500,000",Jim Turner,Labatt Brewing,Pat Gillick,
"Redus, Gary",1b,36,,PIT,TEX,2,"$1,000,000 ",1993-94,,,"$500,000",Bronner/Gilhooley,GWBush / ERose,Tom Grieve,
"Cotto, Henry",of,32,Type B,SEA,SEA,1,"$900,000 ",1993,,,"$900,000",,Nintendo/America,Woody Woodward,
"Orosco, Jesse",lhp,36,Type B,MIL,MIL,1,"$900,000 ",1993,,,"$900,000",Alan Meersand,Bud Selig,Sal Bando,
"Candelaria, John",lhp,39,Type C,PIT,PIT,1,"$760,000 ",1993,,,"$760,000",Reich Katz Landis,Pittsburgh Assocs.,Ted Simmons,
"Honeycutt, Rick",lhp,39,Type B,OAK,OAK,1,"$725,000 ",1993,,,"$725,000",George Kalafatis,Walter Haas Jr.,Sandy Alderson,
"Eichhorn, Mark",rhp,32,Type A,TOR,TOR,1,"$700,000 ",1993,,,"$700,000",Jim Neader,Labatt Brewing,Pat Gillick,
"Murphy, Rob",lhp,33,,HOU,SLN,1,"$650,000 ",1993,,,"$650,000",Kim Stratos,Anheuser-Busch,Dal Maxvill,
"Orsulak, Joe",of,31,Type B,BAL,NYN,1,"$650,000 ",1993,,,"$650,000",Ron Shapiro,Wilpon/Doubleday,Al Harazin,
"Eisenreich, Jim",of,34,Type B,KCA,PHI,1,"$600,000 ",1993,,,"$600,000",Ron Simon,Bill Giles,Lee Thomas,
"Galarraga, Andres",1b,32,,SLN,COL,1,"$600,000 ",1993,,,"$600,000",Bronner/Gilhooley,Jerry McMorris,Bob Gebhard,
"Boston, Daryl",of,30,Type B,NYN,COL,1,"$550,000 ",1993,,,"$550,000",Stephen Zucker,Jerry McMorris,Bob Gebhard,
"Bass, Kevin",of,34,Type B,NYN,HOU,1,"$500,000 ",1993,,,"$500,000",Reich Katz Landis,Drayton McLane,Bill Wood,
"James, Chris",of,30,Type C,SFN,HOU,1,"$500,000 ",1993,,,"$500,000",Hendricks Sports,Drayton McLane,Bill Wood,
"Russell, Jeff",rhp,31,Type A,OAK,BOS,1,"$500,000 ",1993,,,"$500,000",Hendricks Sports,JRY Trust,Lou Gorman,
"Sanderson, Scott",rhp,36,Type B,NYA,CAL,1,"$500,000 ",1993,,,"$500,000",Richard Moss,Gene Autry,Dan O'Brien,
"Uribe, Jose",ss,34,Type B,SFN,HOU,1,"$400,000 ",1993,,,"$400,000",Ray Negron,Drayton McLane,Bill Wood,
"Scioscia, Mike",c,34,Type A,LAN,SDN,1,"$300,000 ",1993,,,"$300,000",Richie Phillips,Tom Werner,Joe McIlvaine,
"Stieb, Dave",rhp-s,35,,TOR,CHA,1,"$300,000 ",1993,,,"$300,000",Bob LaMonte,Jerry Reinsdorf,Ron Schueler,
"Lake, Steve",c,36,,PHI,CHN,1,"$275,000 ",1993,,,"$275,000",John Woods,Tribune Co.,Larry Himes,
"Anderson, Dave",ss,32,Type C,LAN,SFN,1,"$250,000 ",1993,,,"$250,000",,Lurie / Magowan,Bob Quinn Sr.,
"Ruffin, Bruce",rhp,29,,MIL,COL,1,"$225,000 ",1993,,,"$225,000",,Jerry McMorris,Bob Gebhard,
"Seitzer, Kevin",3b,31,Type A,MIL,OAK,1,"$109,000 ",1993,,,"$109,000",Bronner/Gilhooley,Walter Haas Jr.,Sandy Alderson,
"Andersen, Larry",rhp,40,Type A,SDN,PHI,0,$1 ,1993,,,,Hendricks Sports,Bill Giles,Lee Thomas,"$700,000 in majors"
"Backman, Wally",2b,33,,PHI,ATL,0,$1 ,1993,,,,,Ted Turner,John Schuerholz,
"Bielecki, Mike",rhp,33,,ATL,CLE,0,$1 ,1993,,,,,Richard Jacobs,John Hart,$350000 in majors
"Blyleven, Bert",rhp-s,42,,CAL,MIN,0,$1 ,1993,,,,Richard Moss,Carl Pohlad,Andy MacPhail,"$350,000 in majors"
"Brooks, Hubie",of,36,Type C,CAL,KCA,0,$1 ,1993,,,,Jim Turner,Ewing Kauffman,Herk Robinson,"$250,000 in majors"
"Burke, Tim",rhp,34,Type A,NYA,CIN,0,$1 ,1993,,,,Reich Katz Landis,Marge Schott,Jim Bowden,"$400,000 in majors"
"Bush, Randy",of,34,Type C,MIN,MIN,0,$1 ,1993,,,,Bronner/Gilhooley,Carl Pohlad,Andy MacPhail,"$250,000 in majors"
"Cox, Danny",rhp-s,33,,PIT,TOR,0,$1 ,1993,,,,Eric Goldschmidt,Labatt Brewing,Pat Gillick,"$625,000 in majors"
"DiPino, Frank",lhp,36,Type C,SLN,KCA,0,$1 ,1993,,,,Bronner/Gilhooley,Ewing Kauffman,Herk Robinson,
"Gedman, Rich",c,33,,SLN,OAK,0,$1 ,1993,,,,Jack Sands,Walter Haas Jr.,Sandy Alderson,
"Gonzales, Rene",3b,32,,CAL,CAL,0,$1 ,1993,,,,Dennis Gilbert,Gene Autry,Dan O'Brien,"$750,000 in majors"
"Gossage, Rich",rhp,41,Type B,OAK,OAK,0,$1 ,1993,,,,Tony Attanasio,Walter Haas Jr.,Sandy Alderson,"$325,000 in majors"
"Griffin, Alfredo",ss,35,,TOR,TOR,0,$1 ,1993,,,,Hendricks Sports,Labatt Brewing,Pat Gillick,"$500,000 in majors"
"Guetterman, Lee",lhp,34,,NYN,LAN,0,$1 ,1993,,,,,Peter O'Malley,Fred Claire,"$600,000 in majors"
"Hough, Charlie",rhp-s,45,,CHA,FLA,0,$1 ,1993,,,,Tony Attanasio,Wayne Huizenga,Dave Dombrowski,"$800,000 in majors"
"Howell, Jay",rhp,37,Type A,LAN,ATL,0,$1 ,1993,,,,Richard Moss,Ted Turner,John Schuerholz,$1M in majors
"Howell, Ken",rhp,32,,PHI,PHI,0,$1 ,1993,,,,,Bill Giles,Lee Thomas,"$275,000 in majors"
"Javier, Stan",of,29,,PHI,CAL,0,$1 ,1993,,,,,Gene Autry,Dan O'Brien,"$600,000 in majors"
"McClure, Bob",lhp,41,,SLN,FLA,0,$1 ,1993,,,,Alan Meersand,Wayne Huizenga,Dave Dombrowski,"$200,000 in majors"
"Murphy, Dale",of,37,Type B,PHI,PHI,0,$1 ,1993,,,,Bruce Church,Bill Giles,Lee Thomas,"$275,000 in majors"
"Ortiz, Junior",c,33,,CLE,CLE,0,$1 ,1993,,,,Ray Negron,Richard Jacobs,John Hart,"$335,000 in majors"
"Parrish, Lance",c,37,Type A,SEA,LAN,0,$1 ,1993,,,,Reich Katz Landis,Peter O'Malley,Fred Claire,"$600,000 in majors"
"Pettis, Gary",cf,35,,DET,OAK,0,$1 ,1993,,,,Reynolds Sports,Walter Haas Jr.,Sandy Alderson,"$300,000 in majors"
"Quirk, Jamie",c,38,,OAK,CIN,0,$1 ,1993,,,,,Marge Schott,Jim Bowden,
"Reardon, Jeff",rhp,37,Type B,ATL,CIN,0,$1 ,1993,,,,Hendricks Sports,Marge Schott,Jim Bowden,"$500,000 in majors"
"Reed, Jeff",c,30,Type B,CIN,SFN,0,$1 ,1993,,,,,Lurie / Magowan,Bob Quinn Sr.,"$325,000 in majors"
"Robinson, Jeff D.",rhp,32,,CHN,CHN,0,$1 ,1993,,,,,Tribune Co.,Larry Himes,
"Russell, John",c,32,,TEX,TEX,0,$1 ,1993,,,,,GWBush / ERose,Tom Grieve,"$170,000 in majors"
"Schofield, Dick",ss,30,Type A,NYN,TOR,0,$1 ,1993,,,,Dan Grigsby,Labatt Brewing,Pat Gillick,
"Smith, Bryn",rhp,37,Type C,SLN,COL,0,$1 ,1993,,,,Bronner/Gilhooley,Jerry McMorris,Bob Gebhard,"$250,000 in majors"
"Smith, Dave",rhp,38,,CHN,CHN,0,$1 ,1993,,,,Hendricks Sports,Tribune Co.,Larry Himes,"$250,000 in majors"
"Sveum, Dale",ss,29,,CHA,OAK,0,$1 ,1993,,,,,Walter Haas Jr.,Sandy Alderson,"$175,000 in majors"
"Terry, Scott",rhp,33,,SLN,PHI,0,$1 ,1993,,,,,Bill Giles,Lee Thomas,"$250,000 in majors"
"Wilkerson, Curtis",ss,32,,KCA,KCA,0,$1 ,1993,,,,,Ewing Kauffman,Herk Robinson,"$400,000 in majors"
"Young, Curt",rhp,33,,NYA,OAK,0,$1 ,1993,,,,,Walter Haas Jr.,Sandy Alderson,"$325,000 in majors"
,,,,,,,,,,,,,,,
"Barfield, Jesse",of,33,,NYA,NPB,1,,,,,,,,,signed by Yomiuri Giants
"Braggs, Glenn",of,30,,CIN,NPB,2,,,,,,,,,signed by Taijo Whales
"Hall, Mell",of,32,Type A,NYA,NPB,2,,,,,,Dennis Gilbert,,,signed by Lotte Marines
"Jacoby, Brook",3b,33,Type C,CLE,NPB,1,,,,,,,,,signed by Chunichi Dragons of Japan
,,,,,,,,,,,,,,,
REMAINING FREE AGENTS (25),,,,,,,,,,,,,,,
"Bergman, Dave",1b,40,,DET,dnp,,,1993,,,,,,,
"Carter, Gary",c,39,Type B,MON,dnp,,,1993,,,,Richard Moss,,,
"Clements, Pat",lhp,31,,BAL,dnp,,,1993,,,,Nick Lampros,,,
"Downing, Brian",of,42,,TEX,dnp,,,1993,,,,Reich Katz Landis,,,
"Fitzgerald, Mike",c,32,Type C,CAL,dnp,,,1993,,,,Reich Katz Landis,,,
"Flanagan, Mike",lhp,41,,BAL,dnp,,,1993,,,,Jerry Kapstein,,,
"Gantner, Jim",2b,40,,MIL,dnp,,,1993,,,,Ron Simon,,,
"Garrelts, Scott",rhp,31,,SFN,dnp,,,1993,,,,,,,
"Grant, Mark",rhp,29,,SEA,dnp,,,1993,,,,Tom Selakovich,,,
"Guerrero, Pedro",of,37,,SLN,dnp,,,1993,,,,Tony Attanasio,,,
"Jones, Barry",rhp,30,,NYN,dnp,,,1993,,,,,,,
"King, Eric",rhp,29,,DET,dnp,,,1993,,,,Hendricks Sports,,,
"Lyons, Steve",of,33,,BOS,dnp,,,1993,,,,,,,
"Mulliniks, Rance",3b,37,,TOR,dnp,,,1993,,,,Hendricks Sports,,,
"Newman, Al",2b,33,,TEX,dnp,,,1993,,,,,,,
"Nunez, Ed",rhp,30,,TEX,dnp,,,1993,,,,,,,
"Oberkfell, Ken",3b,37,,CAL,dnp,,,1993,,,,,,,
"Pagliarulo, Mike",3b,33,Type C,MIN,dnp,,,1993,,,,Alan Nero,,,
"Perez, Pascual",rhp,36,,NYA,dnp,,,1993,,,,Reich Katz Landis,,,
"Randolph, Willie",2b,38,Type A,NYN,dnp,,,1993,,,,Ron Shapiro,,,
"Ready, Randy",2b,33,,OAK,dnp,,,1993,,,,Brian David,,,
"Salazar, Luis",3b,37,,CHN,dnp,,,1993,,,,Reich Katz Landis,,,
"Tabler, Pat",of,35,,TOR,dnp,,,1993,,,,,,,
"Terrell, Walt",rhp,35,Type C,DET,dnp,,,1993,,,,Alan Meersand,,,
"Winningham, Herm",of,31,,BOS,dnp,,,1993,,,,Steve Freyer,,,
