Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Mueller, Bill",3b,32,Type B,SFN,BOS,2,"$4,500,000 ",2003-04,,,"$2,250,000",Ron Shapiro,John Henry,Theo Epstein,
"Grissom, Marquis",of,36,,LAN,SFN,1,"$4,250,000 ",2003,,,"$4,250,000",Eric Goldschmidt,Peter Magowan,Brian Sabean,
"Boehringer, Brian",rhp,34,Type B,PIT,PIT,2,"$3,800,000 ",2003-04,,,"$1,900,000",,Kevin McClatchy,Dave Littlefield,
"McGriff, Fred",1b,39,Type A,CHN,LAN,1,"$3,750,000 ",2003,,,"$3,750,000",Jim Krivacs,Fox Ent Group,Dan Evans,
"Colbrunn, Greg",inf,33,Type B,ARI,SEA,2,"$3,500,000 ",2003-04,,,"$1,750,000",,Nintendo/America,Pat Gillick,
"Lieber, Jon",rhp,33,Type A,CHN,NYA,2,"$3,500,000 ",2003-04,,,"$1,750,000",Rex Gary,Geo Steinbrenner,Brian Cashman,
"Estes, Shawn",lhp,30,Type B,CIN,CHN,1,"$3,000,000 ",2003,,,"$3,000,000",Dave Meier,Tribune Co.,Jim Hendry,
"Adams, Terry",rhp,30,Type A,PHI,PHI,1,"$2,900,000 ",2003,,,"$2,900,000",Hendricks Sports,Bill Giles,Ed Wade,aceepted arbitration
"Valdes, Ismael",rhp-s,29,Type B,SEA,TEX,1,"$2,500,000 ",2003,,,"$2,500,000",,Tom Hicks,John Hart,
"Grace, Mark",1b,39,Type B,ARI,ARI,1,"$2,000,000 ",2003,,,"$2,000,000",Barry Axelrod,Jerry Colangelo,Joe Garagiola Jr.,
"Plesac, Dan",lhp,41,Type A,PHI,PHI,1,"$2,000,000 ",2003,,,"$2,000,000",Tom Selakovich,Bill Giles,Ed Wade,
"Rogers, Kenny",lhp-s,38,Type B,TEX,MIN,1,"$2,000,000 ",2003,,,"$2,000,000",,Carl Pohlad,Terry Ryan,
"Veres, Dave",rhp,36,Type A,SLN,CHN,1,"$2,000,000 ",2003,,,"$2,000,000",,Tribune Co.,Jim Hendry,
"Guthrie, Mark",lhp,37,Type A,NYN,CHN,1,"$1,900,000 ",2003,,,"$1,900,000",Rick Thurman,Tribune Co.,Jim Hendry,
"Timlin, Mike",rhp,37,Type A,PHI,BOS,1,"$1,850,000 ",2003,,,"$1,850,000",ACES,John Henry,Theo Epstein,
"Anderson, Brian",lhp,31,,ARI,CLE,1,"$1,500,000 ",2003,,,"$1,500,000",,Larry Dolan,Mark Shapiro,
"Fassero, Jeff",lhp,40,Type A,SLN,SLN,1,"$1,500,000 ",2003,,,"$1,500,000",ACES,Bill DeWitt Jr.,Walt Jocketty,
"Hollandsworth, Todd",of,30,Type B,TEX,FLA,1,"$1,500,000 ",2003,,,"$1,500,000",,Jeffrey Loria,Larry Beinfest,
"Lopez, Albie",rhp,31,,ATL,KCA,1,"$1,500,000 ",2003,,,"$1,500,000",Eric Goldschmidt,David Glass,Allard Baird,
"Zeile, Todd",3b,37,Type B,COL,NYA,1,"$1,500,000 ",2003,,,"$1,500,000",ACES,Geo Steinbrenner,Brian Cashman,
"Gordon, Tom",rhp,35,Type A,HOU,CHA,1,"$1,400,000 ",2003,,,"$1,400,000",Beverly Hills SC,Jerry Reinsdorf,Ken Williams,
"Hansen, Dave",1b,34,,LAN,SDN,1,"$1,300,000 ",2003,,,"$1,300,000",,John Moores,Kevin Towers,
"Sanchez, Rey",ss,35,Type C,BOS,NYN,1,"$1,300,000 ",2003,,,"$1,300,000",Boras Corp.,Fred Wilpon,Steve Phillips,
"Loretta, Mark",3b,31,Type B,HOU,SDN,2,"$1,250,000 ",2003-04,,,"$625,000",RMG Baseball,John Moores,Kevin Towers,
"Cruz, Deivi",ss,30,Type B,SDN,BAL,1,"$1,200,000 ",2003,,,"$1,200,000",,Peter Angelos,Beattie/Flanagan,
"Lofton, Kenny",of,36,Type A,SFN,PIT,1,"$1,025,000 ",2003,,,"$1,025,000",Casey Close,Kevin McClatchy,Dave Littlefield,
"Bere, Jason",rhp-s,32,Type C,CHN,CLE,1,"$1,000,000 ",2003,,,"$1,000,000",,Larry Dolan,Mark Shapiro,
"Bordick, Mike",ss,37,Type B,BAL,TOR,1,"$1,000,000 ",2003,,,"$1,000,000",,Edward Rogers,J.P. Ricciardi,
"Glanville, Doug",of,32,,PHI,TEX,1,"$1,000,000 ",2003,,,"$1,000,000",Arn Tellem,Tom Hicks,John Hart,
"Hernandez, Jose A.",ss,33,Type A,MIL,COL,1,"$1,000,000 ",2003,,,"$1,000,000",Boras Corp.,Jerry McMorris,Dan O'Dowd,
"Houston, Tyler",3b,32,Type B,LAN,PHI,1,"$1,000,000 ",2003,,,"$1,000,000",Jeff Moorad,Bill Giles,Ed Wade,
"Reynolds, Shane",rhp,35,Type B,HOU,HOU,1,"$1,000,000 ",2003,,,"$1,000,000",Tommy Tanzer,Drayton McLane,Gerry Hunsicker,
"Sanders, Reggie",of,35,Type A,SFN,PIT,1,"$1,000,000 ",2003,,,"$1,000,000",Eric Goldschmidt,Kevin McClatchy,Dave Littlefield,
"Reed, Steve",rhp,38,Type A,NYN,COL,1,"$900,000 ",2003,,,"$900,000",,Jerry McMorris,Dan O'Dowd,
"Stairs, Matt",of,35,Type B,MIL,PIT,1,"$900,000 ",2003,,,"$900,000",RMG Baseball,Kevin McClatchy,Dave Littlefield,
"Hamilton, Joey",rhp,32,,CIN,SLN,1,"$850,000 ",2003,,,"$850,000",Boras Corp.,Bill DeWitt Jr.,Walt Jocketty,
"Mabry, John",inf,32,,OAK,SEA,1,"$850,000 ",2003,,,"$850,000",Dale Reichley,Nintendo/America,Pat Gillick,
"Pratt, Todd",c,36,,PHI,PHI,1,"$850,000 ",2003,,,"$850,000",,Bill Giles,Ed Wade,
"Castillo, Frank",rhp,34,Type B,BOS,BOS,1,"$800,000 ",2003,,,"$800,000",,John Henry,Theo Epstein,
"Myers, Greg",c,37,Type B,OAK,TOR,1,"$800,000 ",2003,,,"$800,000",,Edward Rogers,J.P. Ricciardi,
"Orosco, Jesse",lhp,46,Type C,LAN,SDN,1,"$800,000 ",2003,,,"$800,000",Alan Meersand,John Moores,Kevin Towers,
"Banks, Willie",rhp,34,Type C,BOS,BOS,1,"$750,000 ",2003,,,"$750,000",,John Henry,Theo Epstein,
"D'Amico, Jeff C.",rhp,27,,NYN,PIT,1,"$750,000 ",2003,,,"$750,000",Hendricks Sports,Kevin McClatchy,Dave Littlefield,
"Mlicki, Dave",rhp,35,,HOU,MIL,1,"$750,000 ",2003,,,"$750,000",,Wendy Selig-Prieb,Doug Melvin,
"O'Leary, Troy",of,33,Type C,MON,CHN,1,"$750,000 ",2003,,,"$750,000",,Tribune Co.,Jim Hendry,
"Tavarez, Julian",rhp,30,Type B,FLA,PIT,1,"$750,000 ",2003,,,"$750,000",Boras Corp.,Kevin McClatchy,Dave Littlefield,
"White, Rick",rhp,34,Type A,SLN,CHA,1,"$750,000 ",2003,,,"$750,000",Dan Horwits,Jerry Reinsdorf,Ken Williams,
"Widger, Chris",c,32,,NYA,NYA,1,"$750,000 ",2003,,,"$750,000",Ron Shapiro,Geo Steinbrenner,Brian Cashman,
"Girardi, Joe",c,38,Type C,CHN,SLN,1,"$725,000 ",2003,,,"$725,000",Alan Nero,Bill DeWitt Jr.,Walt Jocketty,
"Alomar Jr., Sandy",c,37,Type B,COL,CHA,1,"$700,000 ",2003,,,"$700,000",,Jerry Reinsdorf,Ken Williams,
"Holmes, Darren",rhp,37,Type B,ATL,ATL,1,"$700,000 ",2003,,,"$700,000",,Time Warner,John Schuerholz,
"Palmeiro, Orlando",of,34,,ANA,SLN,1,"$700,000 ",2003,,,"$700,000",,Bill DeWitt Jr.,Walt Jocketty,
"Cordero, Wil",of,31,,MON,MON,1,"$600,000 ",2003,,,"$600,000",Jeff Moorad,MLB,Omar Minaya,
"Hernandez, Roberto",rhp,38,Type B,KCA,ATL,1,"$600,000 ",2003,,,"$600,000",Hendricks Sports,Time Warner,John Schuerholz,
"Fetters, Mike",rhp,38,Type C,ARI,MIN,1,"$500,000 ",2003,,,"$500,000",Dennis Gilbert,Carl Pohlad,Terry Ryan,
"Moehler, Brian",rhp,31,,CIN,HOU,1,"$500,000 ",2003,,,"$500,000",Lonnie Cooper,Drayton McLane,Gerry Hunsicker,
"Mulholland, Terry",lhp,40,,CLE,CLE,1,"$500,000 ",2003,,,"$500,000",Joe Bick,Larry Dolan,Mark Shapiro,
"Acevedo, Juan",rhp,33,Type A,DET,NYA,0,$1 ,2003,,,,,Geo Steinbrenner,Brian Cashman,"$900,000 in majors"
"Andrews, Shane",inf,31,,BOS,MIN,0,$1 ,2003,,,,Tommy Tanzer,Carl Pohlad,Terry Ryan,"$325,000 in majors"
"Baerga, Carlos",inf,34,,BOS,ARI,0,$1 ,2003,,,,Boras Corp.,Jerry Colangelo,Joe Garagiola Jr.,"$500,000 in majors"
"Baldwin, James",rhp,31,Type B,SEA,KCA,0,$1 ,2003,,,,Rex Gary,David Glass,Allard Baird,"$575,000 in majors"
"Bell, Jay",ss,37,Type B,ARI,NYN,0,$1 ,2003,,,,Boras Corp.,Fred Wilpon,Steve Phillips,"$550,000 in majors"
"Borbon, Pedro",lhp,35,Type B,HOU,LAN,0,$1 ,2003,,,,,Fox Ent Group,Dan Evans,"$750,000 in majors"
"Borders, Pat",c,40,,SEA,SEA,0,$1 ,2003,,,,Joe Maenza,Nintendo/America,Pat Gillick,"$500,000 in majors"
"Bottalico, Ricky",rhp,33,Type B,PHI,ARI,0,$1 ,2003,,,,Gregg Clifton,Jerry Colangelo,Joe Garagiola Jr.,"$500,000 in majors"
"Bragg, Darren",of,33,,ATL,ATL,0,$1 ,2003,,,,,Time Warner,John Schuerholz,"$450,000 in majors"
"Burba, Dave",rhp,36,Type C,CLE,CLE,0,$1 ,2003,,,,Myles Shoda,Larry Dolan,Mark Shapiro,$1.5M in majors
"Charlton, Norm",lhp,40,Type B,SEA,SEA,0,$1 ,2003,,,,Hendricks Sports,Nintendo/America,Pat Gillick,"$500,000 in majors"
"Clark, Tony",1b,31,,BOS,NYN,0,$1 ,2003,,,,John Boggs,Fred Wilpon,Steve Phillips,"$550,000 in majors"
"Coomer, Ron",3b,36,,NYA,LAN,0,$1 ,2003,,,,Jack Sands,Fox Ent Group,Dan Evans,"$650,000 in majors"
"DiFelice, Mike",c,34,,SLN,KCA,0,$1 ,2003,,,,,David Glass,Allard Baird,"$625,000 in majors"
"Donnels, Chris",inf,37,,ARI,ARI,0,$1 ,2003,,,,,Jerry Colangelo,Joe Garagiola Jr.,"$425,000 in majors"
"Fabergas, Jorge",c,33,,MIL,TBA,0,$1 ,2003,,,,Boras Corp.,Vince Naimoli,Chuck LaMar,"$350,000 in majors"
"Flaherty, John",c,35,Type B,TBA,NYA,0,$1 ,2003,,,,,Geo Steinbrenner,Brian Cashman,"$750,000 in majors"
"Franco, Julio",1b,44,,ATL,ATL,0,$1 ,2003,,,,,Time Warner,John Schuerholz,"$600,000 in majors"
"Galarrago, Andres",1b,42,,MON,SFN,0,$1 ,2003,,,,Bronner/Gilhooley,Peter Magowan,Brian Sabean,"$500,000 in majors"
"Gant, Ron",of,38,Type B,SDN,OAK,0,$1 ,2003,,,,,Schott / Hofmann,Billy Beane,
"Goodwin, Tom",of,34,,SFN,CHN,0,$1 ,2003,,,,,Tribune Co.,Jim Hendry,"$635,000 in majors"
"Harnish, Pete",rhp,36,,COL,CIN,0,$1 ,2003,,,,Gregg Clifton,Carl Lindner,Jim Bowden,"$400,000 in majors"
"Harris, Lenny",of,38,,MIL,CHN,0,$1 ,2003,,,,Eric Goldschmidt,Tribune Co.,Jim Hendry,"$800,000 in majors"
"Haselman, Bill",c,37,Type B,TEX,DET,0,$1 ,2003,,,,Dennis Gilbert,Mike Ilitch,Dave Dombrowski,"$550,000 in majors"
"Helling, Rick",rhp,32,Type A,ARI,BAL,0,$1 ,2003,,,,Jeff Moorad,Peter Angelos,Beattie/Flanagan,$1M in majors
"Heredia, Felix",lhp,28,,TOR,CIN,0,$1 ,2003,,,,Martin Arburua,Carl Lindner,Jim Bowden,
"Hermanson, Dustin",rhp,30,Type C,BOS,SLN,0,$1 ,2003,,,,Casey Close,Bill DeWitt Jr.,Walt Jocketty,"$900,000 in majors"
"Hollins, Dave",1b,37,,PHI,PHI,0,$1 ,2003,,,,Tommy Tanzer,Bill Giles,Ed Wade,
"Jackson, Mike",rhp,38,Type B,MIN,ARI,0,$1 ,2003,,,,,Jerry Colangelo,Joe Garagiola Jr.,"$500,000 in majors"
"Kreuter, Chad",c,38,Type C,HOU,TEX,0,$1 ,2003,,,,Boras Corp.,Tom Hicks,John Hart,"$750,000 in majors"
"Lloyd, Graeme",lhp,36,Type B,FLA,NYN,0,$1 ,2003,,,,,Fred Wilpon,Steve Phillips,"$650,000 in majors"
"Loaiza, Esteban",rhp-s,31,Type B,TOR,CHA,0,$1 ,2003,,,,John Boggs,Jerry Reinsdorf,Ken Williams,"$500,000 in majors"
"Lockhart, Keith",2b-3b,38,,ATL,SDN,0,$1 ,2003,,,,,John Moores,Kevin Towers,"$500,000 in majors"
"Mahomes, Pat",rhp,32,,CHN,PIT,0,$1 ,2003,,,,,Kevin McClatchy,Dave Littlefield,"$400,000 in majors"
"Mercker, Kent",lhp,35,,COL,CIN,0,$1 ,2003,,,,Casey Close,Carl Lindner,Jim Bowden,"$550,000 in majors"
"Nagy, Charles",rhp,36,,CLE,SDN,0,$1 ,2003,,,,Bronner/Gilhooley,John Moores,Kevin Towers,"$500,000 in majors"
"Ochoa, Alex",of,31,Type B,ANA,SLN,0,$1 ,2003,,,,,Bill DeWitt Jr.,Walt Jocketty,"$600,000 in majors"
"Offerman, Jose",1b,34,,SEA,MON,0,$1 ,2003,,,,,MLB,Omar Minaya,
"Osik, Keith",c,34,,PIT,MIL,0,$1 ,2003,,,,,Wendy Selig-Prieb,Doug Melvin,"$455,000 in majors"
"Parris, Steve",rhp,35,,TOR,TBA,0,$1 ,2003,,,,,Vince Naimoli,Chuck LaMar,"$400,000 in majors"
"Perez, Eduardo",c,33,,CLE,MIL,0,$1 ,2003,,,,,Wendy Selig-Prieb,Doug Melvin,"$500,000 in majors"
"Person, Robert",rhp,33,Type A,PHI,BOS,0,$1 ,2003,,,,,John Henry,Theo Epstein,"$300,000 in majors"
"Reboulet, Jeff",2b,39,,LAN,BAL,0,$1 ,2003,,,,,Peter Angelos,Beattie/Flanagan,"$600,000 in majors"
"Reynoso, Armando",rhp,37,,ARI,ARI,0,$1 ,2003,,,,,Jerry Colangelo,Joe Garagiola Jr.,"$650,000 in majors"
"Rijo, Jose",rhp-s,38,,CIN,CIN,0,$1 ,2003,,,,Reich Katz Landis,Carl Lindner,Jim Bowden,"$500,000 in majors"
"Rodriguez, Rich",lhp,40,,TEX,ANA,0,$1 ,2003,,,,Dennis Gilbert,Disney Co.,Bill Stoneman,"$500,000 in majors"
"Seanez, Rudy",rhp,34,Type C,TEX,TEX,0,$1 ,2003,,,,Alan Nero,Tom Hicks,John Hart,"$750,000 im majors"
"Shumpert, Terry",2b,36,,COL,LAN,0,$1 ,2003,,,,,Fox Ent Group,Dan Evans,"$600,000 in majors"
"Sierra, Ruben",of,37,Type C,SEA,TEX,0,$1 ,2003,,,,,Tom Hicks,John Hart,"$600,000 in majors"
"Stevens, Lee",1b,35,,CLE,TBA,0,$1 ,2003,,,,Dennis Gilbert,Vince Naimoli,Chuck LaMar,"$400,000 in majors"
"Surhoff, B.J.",of,38,Type B,ATL,BAL,0,$1 ,2003,,,,Octagon,Peter Angelos,Beattie/Flanagan,$1M in majors
"Valentin, John",ss,36,,NYN,BAL,0,$1 ,2003,,,,Jeff Moorad,Peter Angelos,Beattie/Flanagan,"$500,000 in majors"
"Vander Wal, John",of,37,Type B,NYA,MIL,0,$1 ,2003,,,,Tommy Tanzer,Wendy Selig-Prieb,Doug Melvin,"$550,000 in majors"
"Villone, Ron",lhp,33,Type C,PIT,ARI,0,$1 ,2003,,,,Boras Corp.,Jerry Colangelo,Joe Garagiola Jr.,"$500,000 in majors"
"Walbeck, Matt",c,33,,DET,DET,0,$1 ,2003,,,,,Mike Ilitch,Dave Dombrowski,"$400,000 in majors"
"Wells, Bob",rhp,36,Type B,MIN,TBA,0,$1 ,2003,,,,,Vince Naimoli,Chuck LaMar,"$400,000 in majors"
"Wright, Jamey",rhp,28,Type B,LAN,SEA,0,$1 ,2003,,,,Casey Close,Nintendo/America,Pat Gillick,"$400,000 in majors"
,,,,,,,,,,,,,,,
Remaining Free Agents (18),,,,,,,,,,,,,,,
"Alicea, Luis",2b,37,,KCA,dnp,,,,,,,,,,
"Arias, Alex",3b,35,,NYA,dnp,,,,,,,,,,
"Benes, Andy",rhp-s,35,Type C,SLN,dnp,,,,,,,Boras Corp.,,,
"Benjamin, Mike",3b,37,,PIT,dnp,,,,,,,,,,
"Brocail, Doug",rhp,36,,HOU,dnp,,,,,,,Meister Sports,,,
"Cook, Dennis",lhp,40,Type C,ANA,dnp,,,,,,,,,,
"Dunston, Shawon",of,40,,SFN,dnp,,,,,,,Eric Goldschmidt,,,
"Finley, Chuck",lhp,40,Type B,SLN,dnp,,,,,,,Hendricks Sports,,,
"Henderson, Rickey",of,44,,BOS,LAN,,,,,,,,,,
"Justice, David",of,37,Type B,OAK,dnp,,,,,,,Eric Goldschmidt,,,
"Knoblauch, Chuck",of,34,,KCA,dnp,,,,,,,,,,
"Lampkin, Tom",c,39,,SDN,dnp,,,,,,,,,,
"Lankford, Ray",of,36,Type B,SDN,dnp,,,,,,,Jeff Moorad,,,
"Lewis, Darren",of,35,,PIT,dnp,,,,,,,Bronner/Gilhooley,,,
"Martinez, Dave",of,38,,ATL,dnp,,,,,,,Ron Shapiro,,,
"Morgan, Mike",rhp,43,,ARI,dnp,,,,,,,,,,
"Raines, Tim",of,43,,FLA,dnp,,,,,,,,,,
"Velarde, Randy",2b,40,Type B,OAK,dnp,,,,,,,Reich Katz Landis,,,
