Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Murray, Eddie",1b,38,Type A,NYN,CLE,1,"$3,000,000 ",1994,,,"$3,000,000",Ron Shapiro,Richard Jacobs,John Hart,
"Polonia, Luis",of,30,Type C,CAL,NYA,2,"$3,000,000 ",1994-95,,,"$1,500,000",Elliott Vallin,Geo Steinbrenner,Gene Michael,
"Weiss, Walt",ss,30,Type B,FLA,COL,2,"$2,200,000 ",1994-95,,,"$1,100,000",Bronner/Gilhooley,Jerry McMorris,Bob Gebhard,
"Johnson, Howard",3b,33,Type B,NYN,COL,1,"$2,100,000 ",1994,,,"$2,100,000",Jim Krivacs,Jerry McMorris,Bob Gebhard,
"Sabo, Chris",3b,32,Type B,CIN,BAL,1,"$2,000,000 ",1994,,,"$2,000,000",Bronner/Gilhooley,Peter Angelos,Roland Hemond,
"Baines, Harold",of,35,Type A,BAL,BAL,1,"$1,800,000 ",1994,,,"$1,800,000",Jack Sands,Peter Angelos,Roland Hemond,
"Gibson, Kirk",of,37,,DET,DET,1,"$1,500,000 ",1994,,,"$1,500,000",Doug Baldwin,Mike Ilitch,Joe Klein,
"Roberts, Bip",2b,30,Type A,CIN,SDN,1,"$1,500,000 ",1994,,,"$1,500,000",Boras Corp.,Tom Werner,Randy Smith,
"Smith, Lee",rhp-c,36,Type A,NYA,BAL,1,"$1,500,000 ",1994,,,"$1,500,000",Bronner/Gilhooley,Peter Angelos,Roland Hemond,
"Eisenreich, Jim",of,35,Type B,PHI,PHI,1,"$1,400,000 ",1994,,,"$1,400,000",Ron Simon,Bill Giles,Lee Thomas,
"Valle, Dave",cf,33,Type A,SEA,BOS,1,"$1,200,000 ",1994,,,"$1,200,000",,JRY Trust,Gorman/Duquette,
"Javier, Stan",of,30,,CAL,OAK,2,"$1,200,000 ",1994-95,,,"$600,000",,Walter Haas Jr.,Sandy Alderson,
"Seitzer, Kevin",3b,32,Type A,MIL,MIL,2,"$1,200,000 ",1994,,,"$600,000",Bronner/Gilhooley,Bud Selig,Sal Bando,
"O'Brien, Charlie",c,34,Type C,NYN,ATL,2,"$1,100,000 ",1994-95,,,"$550,000",Dennis Gilbert,Ted Turner,John Schuerholz,
"Franco, Julio",inf,35,Type B,TEX,CHA,1,"$1,000,000 ",1994,,,"$1,000,000",Chuck Berry,Jerry Reinsdorf,Ron Schueler,
"Jackson, Bo",of,31,,CHA,CAL,1,"$1,000,000 ",1994,,,"$1,000,000",Arn Tellem,Gene Autry,WHerzog/BBavasi,
"Honeycutt, Rick",lhp,40,Type B,OAK,TEX,1,"$900,000 ",1994,,,"$900,000",George Kalafatis,GWBush / ERose,Tom Grieve,
"Aldrete, Mike",of,33,,OAK,OAK,2,"$860,000 ",1994-95,,,"$430,000",Ray Anderson,Walter Haas Jr.,Sandy Alderson,
"Howell, Jay",rhp,38,Type A,ATL,TEX,1,"$805,000 ",1994,,,"$805,000",Richard Moss,GWBush / ERose,Tom Grieve,
"Cox, Danny",rhp-s,34,Type B,TOR,TOR,1,"$800,000 ",1994,,,"$800,000",Eric Goldschmidt,Labatt Brewing,Pat Gillick,
"Davis, Storm",rhp,32,Type B,DET,DET,1,"$800,000 ",1994,,,"$800,000",Ron Shapiro,Mike Ilitch,Joe Klein,
"Hough, Charlie",rhp,46,Type C,FLA,FLA,1,"$800,000 ",1994,,,"$800,000",Tony Attanasio,Wayne Huizenga,Dave Dombrowski,
"Henderson, Dave",of,35,,OAK,KCA,1,"$750,000 ",1994,,,"$750,000",Richie Bry,Gtr KC Foundation,Herk Robinson,
"Browne, Jerry",2b,28,Type B,OAK,FLA,1,"$650,000 ",1994,,,"$650,000",Boras Corp.,Wayne Huizenga,Dave Dombrowski,
"Perry, Gerald",1b,33,,SLN,SLN,1,"$650,000 ",1994,,,"$650,000",Jim Turner,Anheuser-Busch,Dal Maxvill,
"Deshaies, Jim",lhp,34,,SFN,MIN,1,"$575,000 ",1994,,,"$575,000",,Carl Pohlad,Andy MacPhail,
"Gubicza, Mark",rhp-s,31,Type B,KCA,KCA,1,"$550,000 ",1994,,,"$550,000",Ron Shapiro,Gtr KC Foundation,Herk Robinson,
"Hulett, Tim",2b,34,Type C,BAL,BAL,1,"$550,000 ",1994,,,"$550,000",,Peter Angelos,Roland Hemond,
"Eichhorn, Mark",rhp,33,Type A,TOR,BAL,1,"$500,000 ",1994,,,"$500,000",Jim Neader,Peter Angelos,Roland Hemond,
"Power, Ted",rhp,39,Type A,SEA,SEA,1,"$500,000 ",1994,,,"$500,000",Jim Turner,Nintendo/America,Woody Woodward,
"Thigpen, Bobby",rhp,30,,PHI,SEA,1,"$450,000 ",1994,,,"$450,000",Alan Nero,Nintendo/America,Woody Woodward,
"Nunez, Ed",rhp,31,Type C,OAK,OAK,0,"$430,000 ",1994,,,"$430,000",,Walter Haas Jr.,Sandy Alderson,
"Rivera, Luis",ss,30,,BOS,NYN,1,"$425,000 ",1994,,,"$425,000",,Wilpon/Doubleday,Joe McIlvaine,
"Bass, Kevin",of,35,Type B,HOU,HOU,1,"$400,000 ",1994,,,"$400,000",Reich Katz Landis,Drayton McLane,Bob Watson,
"Lefferts, Craig",lhp,36,Type B,TEX,CAL,1,"$400,000 ",1994,,,"$400,000",Steve Comte,Gene Autry,WHerzog/BBavasi,
"Bream, Sid",1b,33,Type C,ATL,HOU,1,"$300,000 ",1994,,,"$300,000",Michael Moye,Drayton McLane,Bob Watson,
"Anderson, Larry",rhp,41,Type A,PHI,PHI,0,$1 ,1994,,,,,Bill Giles,Lee Thomas,"$350,000 in majors"
"Boston, Daryl",of,31,Type B,COL,NYA,0,$1 ,1994,,,,Stephen Zucker,Geo Steinbrenner,Gene Michael,"$400,000 in majors"
"Brooks, Hubie",of,37,,KCA,KCA,0,$1 ,1994,,,,Jim Turner,Gtr KC Foundation,Herk Robinson,"$350,000 in majors"
"Cadaret, Greg",lhp,32,,KCA,TOR,0,$1 ,1994,,,,,Labatt Brewing,Pat Gillick,"$550,000 in majors"
"Cotto, Henry",of,33,,FLA,BAL,0,$1 ,1994,,,,,Peter Angelos,Roland Hemond,"$400,000 in majors"
"Dopson, John",rhp,30,,BOS,CAL,0,$1 ,1994,,,,Ron Shapiro,Gene Autry,WHerzog/BBavasi,"$400,000 in majors"
"Farr, Steve",rhp,37,Type A,NYA,CLE,0,$1 ,1994,,,,Richard Moss,Richard Jacobs,John Hart,"$900,000 in majors"
"Gaetti, Gary",3b,35,Type C,KCA,KCA,0,$1 ,1994,,,,Bronner/Gilhooley,Gtr KC Foundation,Herk Robinson,"$109,000 in majors"
"Gonzales, Rene",3b,33,Type B,CAL,BAL,0,$1 ,1994,,,,Dennis Gilbert,Peter Angelos,Roland Hemond,"$350,000 in majors"
"Harper, Brian",c,34,Type A,MIN,MIL,0,$1 ,1994,,,,Nick Lampros,Bud Selig,Sal Bando,$1 million in majors
"Hurst, Bruce",lhp,36,Type C,COL,TEX,0,$1 ,1994,,,,Nick Lampros,GWBush / ERose,Tom Grieve,"$600,000 in majors"
"Ojeda, Bob",lhp,36,,CLE,NYA,0,$1 ,1994,,,,Ron Shapiro,Geo Steinbrenner,Gene Michael,"$350,000 in majors"
"Ortiz, Junior",cf,34,,CLE,CLE,0,$1 ,1994,,,,Ray Negron,Richard Jacobs,John Hart,"$350,000 in majors"
"Pena, Tony",c,37,Type B,BOS,CLE,0,$1 ,1994,,,,Reich Katz Landis,Richard Jacobs,John Hart,"$400,000 in majors"
"Rasmussen, Dennis",lhp,35,,KCA,SFN,0,$1 ,1994,,,,Jerry Kapstein,Peter Magowan,Bob Quinn Sr.,"$125,000 in majors"
"Ready, Randy",2b,34,,MON,MON,0,$1 ,1994,,,,Brian David,Claude Brochu,Duquette/Malone,"$350,000 in majors"
"Reed, Jody",2b,31,Type A,LAN,MIL,0,$1 ,1994,,,,J.D. Dowell,Bud Selig,Sal Bando,"$350,000 in majors"
"Reynolds, Harold",2b,33,Type A,BAL,SDN,0,$1 ,1994,,,,Jim Krivacs,Tom Werner,Randy Smith,"$230,000 in majors"
"Samuel, Juan",2b,33,,CIN,DET,0,$1 ,1994,,,,Jim Turner,Mike Ilitch,Joe Klein,"$300,000 in majors"
"Smith, Lonnie",lf,38,Type B,BAL,BAL,0,$1 ,1994,,,,Richard Moss,Peter Angelos,Roland Hemond,"$750,000 in majors"
"Sutcliffe, Rick",rhp-s,38,Type B,BAL,SLN,0,$1 ,1994,,,,Barry Axelrod,Anheuser-Busch,Dal Maxvill,"$250,000 in majors"
"Treadway, Jeff",2b,31,,CLE,LAN,0,$1 ,1994,,,,,Peter O'Malley,Fred Claire,"$500,000 in majors"
,,,,,,,,,,,,,,,
Remaining Free Agents (22),,,,,,,,,,,,,,,
"Calderon, Ivan",of,32,,CHA,dnp,,,1994,,,,Jaime Torres,,,
"DeLeon, Jose",rhp,33,Type B,CHA,dnp,,,1994,,,,Reich Katz Landis,,,
"Fernandez, Tony",ss,32,Type A,TOR,dnp,,,1994,,,,Reich Katz Landis,,,
"Gossage, Rich",rhp,42,,OAK,dnp,,,1994,,,,Tony Attanasio,,,
"Griffin, Alfredo",ss,36,,TOR,dnp,,,1994,,,,Hendricks Sports,,,
"Guetterman, Lee",lhp,35,,SLN,dnp,,,1994,,,,,,,
"Lancaster, Les",rhp,32,,SLN,dnp,,,1994,,,,Tommy Tanzer,,,
"Leary, Tim",rhp-s,35,,SEA,dnp,,,1994,,,,Dennis Gilbert,,,
"Leibrandt, Charlie",lhp-s,37,Type A,TEX,dnp,,,1994,,,,Steve Fehr,,,
"Lyons, Steve",inf,34,,BOS,dnp,,,1994,,,,,,,
"Petralli, Geno",c,34,,TEX,dnp,,,1994,,,,,,,
"Reardon, Jeff",rhp,38,Type A,CIN,dnp,,,1994,,,,Hendricks Sports,,,
"Riles, Ernest",3b,33,,BOS,dnp,,,1994,,,,,,,
"Sanderson, Scott",rhp,37,Type B,SFN,dnp,,,1994,,,,Richard Moss,,,
"Tanana, Frank",lhp,40,,NYA,dnp,,,1994,,,,Tony Attanasio,,,
"Teufel, Tim",2b,35,Type C,SDN,dnp,,,1994,,,,Tony Attanasio,,,
"Thon, Dickie",ss,36,Type C,MIL,dnp,,,1994,,,,Reich Katz Landis,,,
"Uribe, Jose",ss,35,,HOU,dnp,,,1994,,,,Ray Negron,,,
"Valenzuela, Fernando",lhp-s,33,,BAL,dnp,,,1994,,,,Richard Moss,,,
"Walk, Bob",rhp-s,37,Type B,PIT,dnp,,,1994,,,,Gary Walker,,,
"Witt, Mike",rhp,33,,NYA,dnp,,,1994,,,,Nick Lampros,,,
"Yount, Robin",of,38,Type B,MIL,dnp,,,1994,,,,Larry Yount,,,
