Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Guerrero, Vladimir",dh,36,Type A,TEX,BAL,1,"$8,000,000 ",2011,,,"$8,000,000",SFX,Peter Angelos,Andy MacPhail,
"Correia, Kevin",rhp,30,Type B,SDN,PIT,2,"$8,000,000 ",2011-12,,,"$4,000,000",Barry Axelrod,Bob Nutting,Neal Huntington,
"Feliciano, Pedro",lhp,34,Type B,NYN,NYA,2,"$8,000,000 ",2011-12,club,,"$4,000,000",MDR Sports,Hal Steinbrenner,Brian Cashman,
"Pierzynski, A.J.",c,34,Type A,CHA,CHA,2,"$8,000,000 ",2011-12,,,"$4,000,000",Steve Hilliard,Jerry Reinsdorf,Ken Williams,
"Wigginton, Ty",1b,33,,BAL,COL,2,"$8,000,000 ",2011-12,club,,"$4,000,000",ACES,Monfort brothers,Dan O'Dowd,
"Lee, Derrek",1b,35,Type A,ATL,BAL,1,"$7,250,000 ",2011,,,"$7,250,000",Casey Close,Peter Angelos,Andy MacPhail,
"Vazquez, Javier",rhp,34,Type B,NYA,FLA,1,"$7,000,000 ",2011,,,"$7,000,000",ACES,Jeffrey Loria,L Beinfest / M Hill,
"Olivo, Miguel",c,32,Type B,TOR,SEA,2,"$7,000,000 ",2011-12,club,,"$3,500,000",Myles Kahn,Nintendo/America,Jack Zduriencik,
"Tejada, Miguel",ss-3b,37,Type A,SDN,SFN,1,"$6,500,000 ",2011,,,"$6,500,000",SFX,Bill Neukom,Brian Sabean,
"Torrealba, Yorvit",c,32,Type B,SDN,TEX,2,"$6,250,000 ",2011-12,,,"$3,125,000",MDR Sports,RDavis/BSimpson,Jon Daniels,
"Contreras, Jose",rhp,39,,PHI,PHI,2,"$5,500,000 ",2011-12,club,,"$2,750,000",Jaime Torres,Bill Giles,Ruben Amaro Jr.,
"Damon, Johnny",lf,37,Type B,DET,TBA,1,"$5,250,000 ",2011,,,"$5,250,000",Boras Corp.,Stuart Sternberg,Andrew Friedman,
"Garland, Jon",rhp,31,Type B,SDN,LAN,1,"$5,000,000 ",2011,club,,"$5,000,000",Craig Landis,Frank McCourt,Ned Colletti,
"Overbay, Lyle",1b,34,,TOR,PIT,1,"$5,000,000 ",2011,,,"$5,000,000",Steve Hilliard,Bob Nutting,Neal Huntington,
"Matsui, Hideki",dh,37,Type B,ANA,OAK,1,"$4,250,000 ",2011,,,"$4,250,000",Arn Tellum,Lewis Wolff,Billy Beane,
"Rhodes, Arthur",lhp,41,Type A,CIN,TEX,1,"$4,100,000 ",2011,vesting,,"$4,100,000",Dan Horwits,RDavis/BSimpson,Jon Daniels,
"Francisco, Frank",rhp,31,Type A,TEX,TOR,1,"$4,000,000 ",2011,,,"$4,000,000",,,,acquired by Toronto in trade after being offered salary arbitration by Texas
"Harang, Aaron",rhp,33,,CIN,SDN,1,"$4,000,000 ",2011,mutual,,"$4,000,000",ACES,John Moores,Jed Hoyer,
"Ohman, Will",lhp,33,,FLA,CHA,2,"$4,000,000 ",2011-13,,,"$2,000,000",Dan Horwits,Jerry Reinsdorf,Ken Williams,
"Rauch, Jon",rhp,32,Type B,MIN,TOR,1,"$3,750,000 ",2011,club,,"$3,750,000",,,,
"Dotel, Octavio",rhp,37,Type B,COL,TOR,1,"$3,500,000 ",2011,club,,"$3,500,000",Dan Horwits,,,
"Frasor, Jason",rhp,33,Type A,TOR,TOR,1,"$3,500,000 ",2011,club,,"$3,500,000",,,,
"Barajas, Rod",c,35,Type B,LAN,LAN,1,"$3,250,000 ",2011,,,"$3,250,000",Dan Lozano,Frank McCourt,Ned Colletti,
"Farnsworth, Kyle",rhp,35,,ATL,TBA,1,"$3,250,000 ",2011,,,"$3,250,000",Meister Sports,Stuart Sternberg,Andrew Friedman,
"Hall, Bill",2b,31,,BOS,HOU,1,"$3,250,000 ",2011,mutual,,"$3,250,000",Gaylord Sports,Drayton McLane,Ed Wade,
"Hawpe, Brad",of,32,Type B,TB,SDN,1,"$3,000,000 ",2011,mutual,,"$3,000,000",Dan Horwits,John Moores,Jed Hoyer,
"Hernandez, Ramon",c,35,Type A,CIN,CIN,1,"$3,000,000 ",2011,,,"$3,000,000",Eric Goldschmidt,Bob Castellini,Walt Jocketty,
"Penny, Brad",rhp,33,,SLN,DET,1,"$3,000,000 ",2011,,,"$3,000,000",Brian Peters,Mike Ilitch,Dave Dombrowski,
"Thome, Jim",dh,40,,MIN,MIN,1,"$3,000,000 ",2011,,,"$3,000,000",SFX,Jim Pohlad,Bill Smith,
"Uehara, Koji",rhp,36,Type B,BAL,BAL,1,"$3,000,000 ",2011,vesting,,"$3,000,000",,Peter Angelos,Andy MacPhail,
"Webb, Brandon",rhp,32,,ARI,TEX,1,"$3,000,000 ",2011,,,"$3,000,000",Jonathan Maurer,RDavis/BSimpson,Jon Daniels,
"Wheeler, Dan",rhp,33,Type A,TBA,BOS,1,"$3,000,000 ",2011,club,,"$3,000,000",,John Henry,Theo Epstein,
"Blum, Geoff",inf,38,,HOU,ARI,2,"$2,700,000 ",2011-12,,,"$1,350,000",Arn Tellum,Ken Kendrick,Kevin Towers,
"Qualls, Chad",rhp,32,Type B,TB,SDN,1,"$2,550,000 ",2011,club,,"$2,550,000",Matt Sosnick,John Moores,Jed Hoyer,
"Choate, Randy",lhp,35,Type B,TBA,FLA,2,"$2,500,000 ",2011-12,,,"$1,250,000",ACES,Jeffrey Loria,L Beinfest / M Hill,
"Renteria, Edgar",ss,34,,SFN,CIN,1,"$2,100,000 ",2011,,,"$2,100,000",Meister Sports,Bob Castellini,Walt Jocketty,
"Ramirez, Manmy",dh-lf,39,Type A,CHA,TBA,1,"$2,000,020 ",2011,,,"$2,000,020",Boras Corp.,Stuart Sternberg,Andrew Friedman,
"Chen, Bruce",lhp,34,,KCA,KCA,1,"$2,000,000 ",2011,,,"$20,000,000",Boras Corp.,David Glass,Dayton Moore,
"Cairo, Miguel",3b,37,,CIN,CIN,1,"$2,000,000 ",2011,,,"$2,000,000",ACES,Bob Castellini,Walt Jocketty,
"Francis, Jeff",lhp-s,30,,COL,KCA,1,"$2,000,000 ",2011,,,"$2,000,000",Jim Lindell,David Glass,Dayton Moore,
"Hairston, Jerry",of,35,,SDN,WAS,1,"$2,000,000 ",2011,,,"$2,000,000",,Ted Lerner,Mike Rizzo,
"Jones, Andruw",of,34,,CHA,NYA,1,"$2,000,000 ",2011,,,"$2,000,000",Boras Corp.,Hal Steinbrenner,Brian Cashman,
"Mora, Melvin",3b,39,,COL,ARI,1,"$2,000,000 ",2011,,,"$2,000,000",Lon Babby,Ken Kendrick,Kevin Towers,
"Padilla, Vicente",rhp,33,Type B,LAN,LAN,1,"$2,000,000 ",2011,,,"$2,000,000",Wasserman,Frank McCourt,Ned Colletti,
"Varitek, Jason",c,39,Type B,BOS,BOS,1,"$2,000,000 ",2011,,,"$2,000,000",Boras Corp.,John Henry,Theo Epstein,
"Heilman, Aaron",rhp,32,Type B,ARI,ARI,1,"$2,000,000 ",2011,,,"$200,000",Mark Rodgers,Ken Kendrick,Kevin Towers,
"Nady, Xavier",of-1b,32,,CHN,ARI,1,"$1,750,000 ",2011,,,"$1,750,000",Boras Corp.,Ken Kendrick,Kevin Towers,
"Ankiel, Rick",of,31,,ATL,WAS,1,"$1,500,000 ",2011,,,"$1,500,000",Boras Corp.,Ted Lerner,Mike Rizzo,
"Capuano, Chris",lhp,32,,MIL,NYN,1,"$1,500,000 ",2011,,,"$1,500,000",,Fred Wilpon,Sandy Alderson,
"Izturis, Cesar",ss,31,,BAL,BAL,1,"$1,500,000 ",2011,,,"$1,500,000",,Peter Angelos,Andy MacPhail,
"Wood, Kerry",rhp,34,Type B,NYA,CHN,1,"$1,500,000 ",2011,,,"$1,500,000",SFX,Ricketts family,Jim Hendry,
"Hinske, Eric",of,33,,ATL,ATL,1,"$1,450,000 ",2011,club,,"$1,450,000",,Liberty Media,Frank Wren,
"Counsell, Craig",inf,40,,MIL,MIL,1,"$1,400,000 ",2011,,,"$1,400,000",Meister Sports,Mark Attanasio,Doug Melvin,
"Romero, J.C.",lhp,35,,PHI,PHI,1,"$1,350,000 ",2011,,,"$1,350,000",Dan Lozano,Bill Giles,Ruben Amaro Jr.,
"Kearns, Austin",of,31,,NYA,CLE,1,"$1,300,000 ",2011,,,"$1,300,000",Hendricks Sports,Larry Dolan,Shapiro/Antonetti,
"Blanco, Henry",c,39,,NYN,ARI,1,"$1,250,000 ",2011,mutual,,"$1,250,000",Steve Schneider,Ken Kendrick,Kevin Towers,
"Young, Chris",rhp,32,,SDN,NYN,1,"$1,100,000 ",2011,,,"$1,100,000",Lon Babby,Fred Wilpon,Sandy Alderson,
"Bloomquist, Willie",of,33,,CIN,ARI,1,"$1,050,000 ",2011,mutual,,"$1,050,000",Boras Corp.,Ken Kendrick,Kevin Towers,
"Bedard, Erik",lhp-s,32,,SEA,SEA,1,"$1,000,000 ",2011,,,"$1,000,000",SFX,Nintendo/America,Jack Zduriencik,
"Branyan, Russell",1b,35,,SEA,ARI,1,"$1,000,000 ",2011,,,"$1,000,000",ACES,Ken Kendrick,Kevin Towers,
"Burrell, Pat",of,34,,SFN,SFN,1,"$1,000,000 ",2011,,,"$1,000,000",Greg Genske,Bill Neukom,Brian Sabean,
"Cabrera, Orlando",ss,36,Type B,CIN,CLE,1,"$1,000,000 ",2011,,,"$1,000,000",Dan Lozano,Larry Dolan,Shapiro/Antonetti,
"Laird, Gerald",c,31,Type B,DET,SLN,1,"$1,000,000 ",2011,,,"$1,000,000",Boras Corp.,Bill DeWitt Jr.,John Mozeliak,
"Thames, Marcus",of,34,,NYA,LAN,1,"$1,000,000 ",2011,,,"$1,000,000",,Frank McCourt,Ned Colletti,
"Patterson, Corey",of,31,,BAL,TOR,1,"$900,000 ",2011,,,"$900,000",Boras Corp.,,,
"Reyes, Dennys",lhp,34,,SLN,BOS,1,"$900,000 ",2011,,,"$900,000",Oscar Suarez,John Henry,Theo Epstein,
"Cantu, Jorge",inf,29,,TEX,SDN,1,"$850,000 ",2011,,,"$850,000",Wasserman,John Moores,Jed Hoyer,
"Treanor, Matt",c,35,,TEX,TEX,1,"$850,000 ",2011,,,"$850,000",,RDavis/BSimpson,Jon Daniels,
"Durbin, Chad",rhp,33,Type B,PHI,CLE,1,"$800,000 ",2011,,,"$800,000",,Larry Dolan,Shapiro/Antonetti,
"Kotsay, Mark",of,35,,CHA,MIL,1,"$800,000 ",2011,,,"$800,000",Greg Genske,Mark Attanasio,Doug Melvin,
"Batista, Miguel",rhp,40,,WAS,SLN,1,"$750,000 ",2011,,,"$750,000",Martin Arburua,Bill DeWitt Jr.,John Mozeliak,
"Punto, Nick",3b,33,,MIN,SLN,1,"$750,000 ",2011,,,"$750,000",Jeff Caufield,Bill DeWitt Jr.,John Mozeliak,
"Duchscherer, Justin",rhp,33,,TEX,BAL,1,"$700,000 ",2011,,,"$700,000",Damon Lapa,Peter Angelos,Andy MacPhail,
"Bard, Josh",c,33,,SEA,SEA,0,$1 ,2011,,,,Octagon,Nintendo/America,Jack Zduriencik,"$750,000 in majors"
"Beimel, Joe",lhp,34,,COL,PIT,0,$1 ,2011,,,,Joe Sroba,Bob Nutting,Neal Huntington,"$1,750,000 in majors"
"Bush, David",rhp,31,,MIL,TEX,0,$1 ,2011,,,,Rex Gary,RDavis/BSimpson,Jon Daniels,
"Chavez, Eric",3b,33,,OAK,NYA,0,$1 ,2011,,,,ABC Mgmt,Hal Steinbrenner,Brian Cashman,"$1,500,000 in majors"
"Davis, Doug",lhp,35,,MIL,CHN,0,$1 ,2011,,,,,Ricketts family,Jim Hendry,"$900,000 in majors"
"Edmonds, Jim",of,41,,CIN,SLN,0,$1 ,2011,,,,Paul Cohen,Bill DeWitt Jr.,John Mozeliak,"$1,000,000 in majors"
"Feliz, Pedro",3b,36,,SLN,KCA,0,$1 ,2011,,,,ACES,David Glass,Dayton Moore,
"Garcia, Freddy",rhp,34,,CHA,NYA,0,$1 ,2011,,,,Peter Greenberg,Hal Steinbrenner,Brian Cashman,"$1,500,000 in majors"
"Giambi, Jason",1b,40,,COL,COL,0,$1 ,2011,,,,SFX,Monfort brothers,Dan O'Dowd,"$1,000,000 in majors"
"Harris, Willie",of,33,,WAS,NYN,0,$1 ,2011,,,,Daryl Buford,Fred Wilpon,Sandy Alderson,"$800,000 in majors"
"Hendrickson, Mark",lhp,37,,BAL,BAL,0,$1 ,2011,,,,Joe Urbon,Peter Angelos,Andy MacPhail,"$900,000 in majors"
"Johnson, Nick",1b,32,,NYA,CLE,0,$1 ,2011,,,,Rex Gary,Larry Dolan,Shapiro/Antonetti,
"Johnson, Reed",of,34,,LAN,CHN,0,$1 ,2011,,,,,Ricketts family,Jim Hendry,"$900,000 in majors"
"Kennedy, Adam",2b,35,,WAS,SEA,0,$1 ,2011,,,,Paul Cohen,Nintendo/America,Jack Zduriencik,"$750,000 in majors"
"Lopez, Felipe",3b,31,Type B,BOS,TBA,0,$1 ,2011,,,,Beverly Hills SC,Stuart Sternberg,Andrew Friedman,"$1,000,000 in majors"
"Lopez, Rodrigo",rhp,35,,ARI,ATL,0,$1 ,2011,,,,,Liberty Media,Frank Wren,
"Lugo, Julio",2b,35,,BAL,ATL,0,$1 ,2011,,,,Dan Lozano,Liberty Media,Frank Wren,
"Mahay, Ron",lhp,40,,MIN,LAN,0,$1 ,2011,,,,,Frank McCourt,Ned Colletti,
"Miles, Aaron",2b,34,,SLN,LAN,0,$1 ,2011,,,,,Frank McCourt,Ned Colletti,"$500,000 in majors"
"Millwood, Kevin",rhp-s,36,Type B,BAL,NYA,0,$1 ,2011,,,,Boras Corp.,Hal Steinbrenner,Brian Cashman,"$1,500,000 in majors"
"Mota, Guillermo",rhp,37,,SFN,SFN,0,$1 ,2011,,,,Adam Katz,Bill Neukom,Brian Sabean,"$925,000 in majors"
"Podsednik, Scott",of,35,Type B,LAN,TOR,0,$1 ,2011,,,,Ryan Gleichowski,,,"$1,000,000 in majors"
"Stairs, Matt",of,43,,SDN,WAS,0,$1 ,2011,,,,RMG Baseball,Ted Lerner,Mike Rizzo,"$850,000 in majors"
"Suppan, Jeff",rhp,36,,SLN,SFN,0,$1 ,2011,,,,,Bill DeWitt Jr.,John Mozeliak,"$1,000,000 in majors"
"Winn, Randy",of,37,,SLN,BAL,0,$1 ,2011,,,,Craig Landis,Peter Angelos,Andy MacPhail,"$900,000 in majors"
"Wright, Jamey",rhp,36,,SEA,SEA,0,$1 ,2011,,,,Casey Close,Nintendo/America,Jack Zduriencik,"$900,000 in majors"
"Zaun, Gregg",c,40,,MIL,SDN,0,$1 ,2011,,,,West Coast Sports,John Moores,Jed Hoyer,"$800,000 in majors"
,,,,,,,,,,,,,,,
"Park, Chan Ho",rhp,38,,PIT,NPB,,,,,,,,,,signed by Orix of Japan
,,,,,,,,,,,,,,,
REMAINING FREE AGENTS,,,,,,,,,,,,,,,
"Ausmas, Brad",c,42,,LAN,dnp,,,,,,,,,,
"Baldelli, Rocco",dh,29,,TBA,dnp,,,,,,,,,,
"Benson, Kris",rhp,36,,ARI,dnp,,,,,,,,,,
"Bonderman, Jeremy",rhp,28,,DET,dnp,,,,,,,,,,
"Dessens, Elmer",rhp,40,,NYN,dnp,,,,,,,,,,
"Ecksein, David",2b,36,Type B,SDN,dnp,,,,,,,,,,
"Escobar, Kelvim",rhp,35,,NYN,dnp,,,,,,,,,,
"Flores, Randy",lhp,35,,MIN,dnp,,,,,,,,,,
"Glaus, Troy",1b,34,,ATL,dnp,,,,,,,,,,
"Guillen, Jose",of,35,,SFN,dnp,,,,,,,,,,
"Guzman, Cristian",ss,33,,TEX,dnp,,,,,,,,,,
"Hampton, Mike",lhp,38,,ARI,dnp,,,,,,,,,,
"Hoffman, Trevor",rhp,43,Type B,MIL,dnp,,,,,,,,,,
"Kapler, Gabe",of,35,,TBA,dnp,,,,,,,,,,
"LaRue, Jason",c,37,,SLN,dnp,,,,,,,,,,
"Lincoln, Mike",rhp,36,,CIN,dnp,,,,,,,,,,
"Lowell, Mike",3b,37,Type B,BOS,dnp,,,,,,,,,,
"MacDougal, Mike",rhp,34,,SLN,dnp,,,,,,,,,,
"Mench, Kevin",of,33,,WAS,dnp,,,,,,,,,,
"Moehler, Brian",rhp,39,,HOU,dnp,,,,,,,,,,
"Molina, Bengie",c,36,Type A,TEX,dnp,,,,,,,,,,
"Moeller, Chad",c,36,,NYA,dnp,,,,,,,,,,
"Payton, Jay",of,38,,COL,dnp,,,,,,,,,,
"Pettitte, Andy",lhp,39,Type A,NYA,dnp,,,,,,,,,,
"Seay, Bobby",lhp,33,,DET,dnp,,,,,,,,,,
"Sheets, Ben",rhp,32,,OAK,dnp,,,,,,,,,,
"Shields, Scot",rhp,35,,ANA,dnp,,,,,,,,,,
"Sosa, Jorge",rhp,33,,FLA,dnp,,,,,,,,,,
"Springer, Russ",rhp,42,,CIN,dnp,,,,,,,,,,
"Sweeney, Mike",1b,37,,PHI,dnp,,,,,,,,,,
"Tatis, Fernando",3b-of,36,,NYN,dnp,,,,,,,,,,
"Tracy, Chad",3b,31,,FLA,dnp,,,,,,,,,,
"Weaver, Jeff",rhp,34,,LAN,dnp,,,,,,,,,,
"Woodward, Chris",ss,35,,SEA,dnp,,,,,,,,,,
