Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Sanders, Reggie",of,38,Type B,SLN,KCA,2,"$10,000,000 ",2006-07,,,"$5,000,000",Eric Goldschmidt,David Glass,Allard Baird,
"Mueller, Bill",3b,35,Type A,BOS,LAN,2,"$9,500,000 ",2006-07,,,"$475,000",Dave Meier,Frank McCourt,Ned Colletti,
"Tomko, Brett",rhp,33,Type B,SFN,LAN,2,"$8,700,000 ",2006-07,club,,"$4,350,000",Joe Longo,Frank McCourt,Ned Colletti,
"Weaver, Jeff",rhp-s,29,Type A,ANA,ANA,1,"$8,325,000 ",2006,,,"$8,325,000",Boras Corp.,Arturo Moreno,Bill Stoneman,
"Elarton, Scott",rhp-s,30,Type C,CLE,KCA,2,"$8,000,000 ",2006-07,,,"$4,000,000",,David Glass,Allard Baird,
"Ausmus, Brad",c,37,Type A,HOU,HOU,2,"$7,500,000 ",2006-07,,,"$3,750,000",,Drayton McLane,Tim Purpura,
"Burnitz, Jeromy",of,37,Type A,CHN,PIT,1,"$6,700,000 ",2006,mutual,,"$6,700,000",Howard Simon,Kevin McClatchy,Dave Littlefield,
"Tavares, Julian",rhp,33,Type A,SLN,BOS,2,"$6,700,000 ",2006,club,,"$3,350,000",Boras Corp.,John Henry,Theo Epstein,
"Carrasco, Hector",rhp,36,Type B,WAS,ANA,2,"$6,100,000 ",2006-07,club,,"$3,050,000",,Arturo Moreno,Bill Stoneman,
"Garciaparra, Nomar",ss,32,Type B,CHN,LAN,1,"$6,000,000 ",2006,,,"$6,000,000",Arn Tellem,Frank McCourt,Ned Colletti,
"Moyer, Jamie",lhp-s,43,Type B,SEA,SEA,1,"$5,500,000 ",2006,,,"$5,500,000",Jamie Moyer,Nintendo/America,Bill Bavasi,
"Wickman, Bob",rhp,37,Type A,CLE,CLE,1,"$5,000,000 ",2006,,,"$5,000,000",,Larry Dolan,Mark Shapiro,
"Molina, Bengie",c,31,Type A,ANA,TOR,1,"$5,000,000 ",2006,club,,"$5,000,000",Alan Nero,Edward Rogers,J.P. Ricciardi,
"Wilson, Preston",of,31,Type B,WAS,HOU,1,"$4,500,000 ",2006,,,"$4,500,000",,Drayton McLane,Tim Purpura,
"Johnson, Jason",rhp,32,Type B,DET,CLE,1,"$4,000,000 ",2006,mutual,,"$4,000,000",CSMG,Larry Dolan,Mark Shapiro,
"Grudzielanek, Mark",2b,36,Type A,SLN,KCA,1,"$4,000,000 ",2006,player,,"$4,000,000",ACES,David Glass,Allard Baird,
"Randa, Joe",3b,36,Type A,SDN,PIT,1,"$4,000,000 ",2006,,,"$4,000,000",Ron Shapiro,Kevin McClatchy,Dave Littlefield,
"Everett, Carl",dh,35,Type B,CHA,SEA,1,"$4,000,000 ",2006,club,,"$4,000,000",Reynolds Sports,Nintendo/America,Bill Bavasi,
"Lawton, Matt",of,34,Type A,NYA,SEA,1,"$4,000,000 ",2006,,,"$4,000,000",,Nintendo/America,Bill Bavasi,
"Worrell, Tim",rhp,38,Type A,ARI,SFN,2,"$4,000,000 ",2006-07,,,"$2,000,000",Paul Cohen,Peter Magowan,Brian Sabean,
"Lofton, Kenny",of,39,Type B,PHI,LAN,1,"$3,850,000 ",2006,,,"$3,850,000",Casey Close,Frank McCourt,Ned Colletti,
"Dessens, Elmer",rhp,35,Type B,LAN,KCA,2,"$3,400,000 ",2006-07,,,"$1,700,000",Oscar Suarez,David Glass,Allard Baird,
"Nunez, Abraham",3b,30,Type C,SLN,PHI,2,"$3,350,000 ",2006-07,,,"$1,675,000",Dave Stewart,Bill Giles,Pat Gillick,
"White, Rondell",of,34,Type A,DET,MIN,1,"$3,250,000 ",2006,vesting,,"$3,250,000",ACES,Carl Pohlad,Terry Ryan,
"Gonzalez, Alex",ss,33,Type B,FLA,BOS,1,"$3,000,000 ",2006,,,"$3,000,000",Eric Goldschmidt,John Henry,Theo Epstein,
"Rodriguez, Felix",rhp,33,Type B,NYA,WAS,1,"$3,000,000 ",2006,,,"$3,000,000",Fern Cuza,MLB,Jim Bowden,
"Rincon, Ricardo",lhp,36,,OAK,SLN,2,"$2,900,000 ",2006-07,,,"$1,450,000",Dave Stewart,Bill DeWitt Jr.,Walt Jocketty,
"Hernandez, Roberto",rhp,41,Type B,NYN,PIT,1,"$2,750,000 ",2006,,,"$2,750,000",Hendricks Sports,Kevin McClatchy,Dave Littlefield,
"Mesa, Jose",rhp,40,Type B,PIT,COL,1,"$2,515,000 ",2006,club,,"$2,515,000",Mitch Frankel,Monfort brothers,Dan O'Dowd,
"Myers, Mike",lhp,37,Type B,BOS,NYA,2,"$2,400,000 ",2006-07,,,"$1,200,000",,Geo Steinbrenner,Brian Cashman,
"Franco, Julio",1b,47,Type B,ATL,NYN,2,"$2,200,000 ",2006-07,,,"$1,100,000",Chuck Berry,Fred Wilpon,Omar Minaya,
"Millar, Kevin",1b,34,Type A,BOS,BAL,1,"$2,100,000 ",2006,,,"$2,100,000",ACES,Peter Angelos,Mike Flanagan,
"Seanez, Rudy",rhp,37,Type A,SDN,BOS,1,"$2,100,000 ",2006,club,,"$2,100,000",CSMG,John Henry,Theo Epstein,
"Armas, Tony Jr.",rhp-s,28,,WAS,WAS,1,"$2,100,000 ",2006,,,"$2,100,000",,MLB,Jim Bowden,
"Graffanino, Tony",2b,34,Type A,BOS,BOS,1,"$2,050,000 ",2006,,,"$2,050,000",,John Henry,Theo Epstein,
"Snow, J.T.",1b,38,Type B,SFN,BOS,1,"$2,000,000 ",2006,,,"$2,000,000",Dan Horwits,John Henry,Theo Epstein,
"Dotel, Octavio",rhp,32,Type A,OAK,NYA,1,"$2,000,000 ",2006,,,"$2,000,000",Dan Horwits,Geo Steinbrenner,Brian Cashman,
"Piazza, Mike",c,37,Type A,NYN,SDN,1,"$2,000,000 ",2006,mutual,,"$2,000,000",Dan Lozano,John Moores,Kevin Towers,
"Seanz, Olmedo",1b,35,,LAN,LAN,2,"$2,000,000 ",2006-07,,,"$1,000,000",,Frank McCourt,Ned Colletti,
"Palmeiro, Orlando",of,37,,HOU,HOU,2,"$1,900,000 ",2006-07,,,"$900,000",,Drayton McLane,Tim Purpura,
"Mientkiewicz, Doug",1b,32,,NYN,KCA,1,"$1,850,000 ",2006,,,"$1,850,000",SFX,David Glass,Allard Baird,
"Anderson, Marlon",2b,32,,NYN,WAS,2,"$1,850,000 ",2006-07,,,"$925,000",,MLB,Jim Bowden,
"Perez, Eduardo",1b,36,,TBA,CLE,1,"$1,825,000 ",2006,club,,"$1,825,000",,Larry Dolan,Mark Shapiro,
"Sweeney, Mark",1b,36,Type C,SDN,SFN,2,"$1,800,000 ",2006,,,"$1,800,000",Barry Axelrod,Peter Magowan,Brian Sabean,
"Conine, Jeff",of,40,Type A,FLA,BAL,1,"$1,700,000 ",2006,mutual,,"$1,700,000",Michael Watkins,Peter Angelos,Mike Flanagan,
"Kim, Byung-Hyun",rhp,28,,COL,COL,1,"$1,500,000 ",2006,club,,"$1,500,000",,Monfort brothers,Dan O'Dowd,
"Moehler, Brian",rhp,34,,FLA,FLA,1,"$1,500,000 ",2006,,,"$1,500,000",,Jeffrey Loria,Larry Beinfest,
"Williams, Bernie",of,37,Type B,NYA,NYA,1,"$1,500,000 ",2006,,,"$1,500,000",Boras Corp.,Geo Steinbrenner,Brian Cashman,
"Miceli, Dan",rhp,35,Type B,COL,TBA,2,"$1,500,000 ",2006-07,club,,"$750,000",,Stuart Sternberg,Andrew Friedman,
"Aurilia, Rich",2b,34,Type B,CIN,CIN,1,"$1,300,000 ",2006,mutual,,"$1,300,000",Barry Axelrod,Bob Castellini,O'Brien / Krivsky,
"Vizcaino, Jose",2b,38,,HOU,SFN,1,"$1,250,000 ",2006,,,"$1,250,000",Adam Katz,Peter Magowan,Brian Sabean,
"Estes, Shawn",lhp-s,33,Type B,ARI,SDN,1,"$1,100,000 ",2006,,,"$1,100,000",Dave Meier,John Moores,Kevin Towers,
"Eischen, Joey",rhp,36,,WAS,WAS,1,"$1,100,000 ",2006,,,"$1,100,000",,MLB,Jim Bowden,
"Mabry, John",of,35,Type C,SLN,CHN,1,"$1,075,000 ",2006,,,"$1,075,000",Dale Reichley,Tribune Co.,Jim Hendry,
"Mays, Joe",rhp-s,30,,MIN,KCA,1,"$1,000,000 ",2006,,,"$1,000,000",,David Glass,Allard Baird,
"Cairo, Miguel",2b,32,,NYN,NYA,1,"$1,000,000 ",2006,,,"$1,000,000",ACES,Geo Steinbrenner,Brian Cashman,
"Brocail, Doug",rhp,39,Type C,TEX,SDN,1,"$1,000,000 ",2006,,,"$1,000,000",,John Moores,Kevin Towers,
"Valentin, Jose",3b,36,,LAN,NYN,1,"$912,500 ",2006,,,"$912,500",,Fred Wilpon,Omar Minaya,
"Pratt, Todd",c,39,Type B,PHI,ATL,1,"$850,000 ",2006,,,"$850,000",,Time Warner,John Schuerholz,
"Helling, Rick",rhp,35,,MIL,MIL,1,"$850,000 ",2006,,,"$850,000",,Mark Attanasio,Doug Melvin,
"Cirillo, Jeff",3b,36,,MIL,MIL,1,"$850,000 ",2006,,,"$850,000",Jeff Borris,Mark Attanasio,Doug Melvin,
"Fick, Robert",c,32,,SDN,WAS,1,"$850,000 ",2006,,,"$850,000",Joe Longo,MLB,Jim Bowden,
"Grimsley, Jason",rhp,38,,BAL,ARI,1,"$825,000 ",2006,,,"$825,000",Joe Bick,Ken Kendrick,Josh Byrnes,
"Hammond, Chris",lhp,40,Type B,SDN,CIN,1,"$800,000 ",2006,mutual,,"$800,000",,Bob Castellini,O'Brien / Krivsky,
"Reese, Pokey",ss,33,,SEA,FLA,1,"$800,000 ",2006,,,"$800,000",,Jeffrey Loria,Larry Beinfest,
"Helms, Wes",3b,30,,MIL,FLA,1,"$800,000 ",2006,,,"$800,000",Career Sports,Jeffrey Loria,Larry Beinfest,
"Bennett, Gary",c,34,,WAS,SLN,1,"$800,000 ",2006,,,"$800,000",,Bill DeWitt Jr.,Walt Jocketty,
"Cruz, Deivi",2b,33,,WAS,SLN,1,"$800,000 ",2006,,,"$800,000",,Bill DeWitt Jr.,Walt Jocketty,
"Tucker, Michael",of,35,Type B,PHI,WAS,1,"$800,000 ",2006,,,"$800,000",,MLB,Jim Bowden,
"Hatteberg, Scott",1b,36,Type B,OAK,CIN,1,"$750,000 ",2006,,,"$750,000",,Bob Castellini,O'Brien / Krivsky,
"Springer, Russ",rhp,37,,HOU,HOU,1,"$750,000 ",2006,,,"$750,000",,Drayton McLane,Tim Purpura,
"Gonzalez, Alex S.",3b,33,Type B,TBA,PHI,1,"$750,000 ",2006,,,"$750,000",,Bill Giles,Pat Gillick,
"Easley, Damion",2b,36,,FLA,ARI,1,"$700,000 ",2006,,,"$700,000",,Ken Kendrick,Josh Byrnes,
"Bako, Paul",c,34,,LAN,KCA,1,"$700,000 ",2006,,,"$700,000",,David Glass,Allard Baird,
"Young, Eric",of,39,Type B,SDN,SDN,1,"$700,000 ",2006,,,"$700,000",Jim Turner,John Moores,Kevin Towers,
"Flaherty, John",c,38,,NYA,BOS,1,"$650,000 ",2006,,,"$650,000",,John Henry,Theo Epstein,
"Alomar, Sandy",c,40,,LAN,LAN,1,"$650,000 ",2006,,,"$650,000",John Boggs,Frank McCourt,Ned Colletti,
"Blum, Geoff",3b,33,,CHA,SDN,1,"$650,000 ",2006,,,"$650,000",,John Moores,Kevin Towers,
"White, Rick",rhp,37,,PIT,CIN,1,"$600,000 ",2006,,,"$600,000",,Bob Castellini,O'Brien / Krivsky,
"Wasdin, John",rhp,33,,TEX,TEX,1,"$600,000 ",2006,,,"$600,000",,Tom Hicks,Jon Daniels,
"Thomas, Frank",dh,38,Type B,CHA,OAK,1,"$500,000 ",2006,,,"$500,000",Arn Tellem,Lewis Wolff,Billy Beane,
"Adams, Terry",rhp,33,,PHI,PIT,0,$1 ,2006,,,,,Kevin McClatchy,Dave Littlefield,"$500,000 in majors"
"Alfonseca, Antonio",rhp,34,Type B,FLA,TEX,0,$1 ,2006,,,,,Tom Hicks,Jon Daniels,"$540,000 in majors"
"Anderson, Brian",lhp-s,34,,KCA,TEX,0,$1 ,2006,,,,,Tom Hicks,Jon Daniels,"$650,000 in majors"
"Baldwin, James",rhp,34,,BAL,TOR,0,$1 ,2006,,,,,Edward Rogers,J.P. Ricciardi,"$450,000 in majors"
"Casanova, Raul",c,33,,CHA,OAK,0,$1 ,2006,,,,,Lewis Wolff,Billy Beane,"$375,000 in majors"
"Castillo, Alberto",c,36,,OAK,WAS,0,$1 ,2006,,,,,MLB,Jim Bowden,"$450,000 in majors"
"Clayton, Royce",ss,36,Type A,ARI,WAS,0,$1 ,2006,,,,,MLB,Jim Bowden,$1M in majors
"Cruz, Jacob",of,33,,CIN,CIN,0,$1 ,2006,,,,,Bob Castellini,O'Brien / Krivsky,"$625,000 in majors"
"Diaz, Einar",c,33,,SLN,CLE,0,$1 ,2006,,,,,Larry Dolan,Mark Shapiro,"$625,000 in majors"
"Durazo, Erubiel",1b,32,Type A,OAK,TEX,0,$1 ,2006,,,,,Tom Hicks,Jon Daniels,"$500,000 in majors"
"Embree, Alan",lhp,36,Type C,NYA,SDN,0,$1 ,2006,,,,,John Moores,Kevin Towers,"$850,000 in majors"
"Graves, Danny",rhp,32,,NYN,CLE,0,$1 ,2006,,,,,Larry Dolan,Mark Shapiro,"$600,000 in majors"
"Greene, Todd",c,35,Type B,COL,SDN,0,$1 ,2006,,,,,John Moores,Kevin Towers,"$700,000 in majors"
"Harris, Lenny",dh,41,,FLA,FLA,0,$1 ,2006,,,,,Jeffrey Loria,Larry Beinfest,"$450,000 in majors"
"Heredia, Felix",lhp,31,,NYN,ARI,0,$1 ,2006,,,,,Ken Kendrick,Josh Byrnes,
"Hernandez, Jose",1b,36,,CLE,PIT,0,$1 ,2006,,,,,Kevin McClatchy,Dave Littlefield,"$850,000 in majors"
"Hollandsworth, Todd",of,33,Type C,ATL,CLE,0,$1 ,2006,,,,,Larry Dolan,Mark Shapiro,"$900,000 in majors"
"Jordan, Brian",of,39,,ATL,ATL,0,$1 ,2006,,,,,Time Warner,John Schuerholz,"$700,000 in majors"
"Karsay, Steve",rhp,34,,TEX,CLE,0,$1 ,2006,,,,,Larry Dolan,Mark Shapiro,"$600,000 in majors"
"Lee, Travis",1b,31,,TBA,TBA,1,$1 ,2006,,,,,Stuart Sternberg,Andrew Friedman,accepted salary arbitration
"Leiter, Al",lhp-s,40,Type B,NYA,NYA,0,$1 ,2006,,,,,Geo Steinbrenner,Brian Cashman,$1.5M in majors
"Lima, Jose",rhp,33,Type C,KCA,NYN,0,$1 ,2006,,,,,Fred Wilpon,Omar Minaya,"$600,000 in majors"
"Lopez, Luis",3b,35,,CIN,BAL,0,$1 ,2006,,,,,Peter Angelos,Mike Flanagan,
"Mantei, Matt",rhp,32,,BOS,DET,0,$1 ,2006,,,,,Mike Ilitch,Dave Dombrowski,"$575,000 in majors"
"Marrero, Eli",of,32,,BAL,COL,0,$1 ,2006,,,,,Monfort brothers,Dan O'Dowd,"$350,000 in majors"
"Martinez, Ramon E.",ss,33,,PHI,LAN,0,$1 ,2006,,,,,Frank McCourt,Ned Colletti,"$700,000 in majors"
"McEwing, Joe",3b,33,,KCA,KCA,0,$1 ,2006,,,,,David Glass,Allard Baird,"$650,000 in majors"
"Mendoza, Ramiro",rhp,34,,NYA,NYA,0,$1 ,2006,,,,,Geo Steinbrenner,Brian Cashman,"$850,000 in majors"
"Merloni, Lou",3b,35,,ANA,CLE,0,$1 ,2006,,,,,Larry Dolan,Mark Shapiro,"$500,000 in majors"
"Mulholland, Terry",lhp,43,,MIN,ARI,0,$1 ,2006,,,,,Ken Kendrick,Josh Byrnes,"$800,000 in majors"
"Nelson, Jeff",rhp,39,,SEA,SLN,0,$1 ,2006,,,,,Bill DeWitt Jr.,Walt Jocketty,"$800,000 in majors"
"Perez, Eduardo",c,36,,ATL,ATL,0,$1 ,2006,,,,,Time Warner,John Schuerholz,
"Salmon, Tim",dh,37,,ANA,ANA,0,$1 ,2006,,,,,Arturo Moreno,Bill Stoneman,"$400,000 in majors"
"Sierra, Ruben",of,40,,NYA,MIN,0,$1 ,2006,,,,,Carl Pohlad,Terry Ryan,"$400,000 in majors"
"Vina, Fernando",2b,37,,DET,SEA,0,$1 ,2006,,,,,Nintendo/America,Bill Bavasi,"$400,000 in majors"
"Ward, Daryle",1b,31,,PIT,WAS,0,$1 ,2006,,,,,MLB,Jim Bowden,"$700,000 in majors"
"Wright, Jamey",rhp,31,,COL,SFN,0,$1 ,2006,,,,,Peter Magowan,Brian Sabean,"$800,000 in majors"
,,,,,,,,,,,,,,,
REMAINING FREE AGENTS (40),,,,,,,,,,,,,,,
"Alomar, Roberto",2b,38,,TBA,dnp,,,,,,,,,,
"Astacio, Pedro",rhp,37,,SDN,dnp,,,,,,,,,,
"Baerga, Carlos",3b,37,,WAS,dnp,,,,,,,,,,
"Bautista, Danny",of,34,,TBA,dnp,,,,,,,,,,
"Brown, Kevin",rhp-s,41,,NYA,dnp,,,,,,,,,,
"Christiansen, Jason",lhp,36,,ANA,dnp,,,,,,,,,,
"Clemens, Roger",rhp-s,43,Type A,HOU,dnp,,,,,,,,,,
"Colbrunn, Greg",1b,36,,TEX,dnp,,,,,,,,,,
"DiFelice, Mike",c,37,,NYN,dnp,,,,,,,,,,
"Dreifort, Darren",rhp-s,34,,LAN,dnp,,,,,,,,,,
"Eldred, Cal",rhp,38,Type B,SLN,dnp,,,,,,,,,,
"Fox, Chad",rhp,35,,CHN,dnp,,,,,,,,,,
"Gonzalez, Juan",rf,36,,CLE,dnp,,,,,,,,,,
"Groom, Buddy",lhp,40,,ARI,dnp,,,,,,,,,,
"Hammonds, Jeffrey",of,35,,WAS,dnp,,,,,,,,,,
"Hansen, Dave",1b,37,,SEA,dnp,,,,,,,,,,
"Hasegawa, Shigetoshi",rhp,37,,SEA,dnp,,,,,,,,,,
"Higginson, Bobby",of,35,,DET,dnp,,,,,,,,,,
"Hildalgo, Richard",of,31,Type C,TEX,dnp,,,,,,,,,,
"Hocking, Denny",of,36,,KCA,dnp,,,,,,,,,,
"Martinez, Tino",1b,38,Type C,NYA,dnp,,,,,,,,,,
"Meadows, Brian",rhp,30,Type B,PIT,dnp,,,,,,,,,,
"Mecir, Jim",rhp,36,Type B,FLA,dnp,,,,,,,,,,
"Mordecai, Mike",3b,38,,FLA,dnp,,,,,,,,,,
"Offerman, Jose",1b,37,,NYN,dnp,,,,,,,,,,
"Olerud, John",1b,37,,BOS,dnp,,,,,,,,,,
"Palmeiro, Rafael",1b,41,,BAL,dnp,,,,,,,,,,
"Powell, Jay",rhp,34,,ATL,dnp,,,,,,,,,,
"Quantrill, Paul",rhp,37,,FLA,dnp,,,,,,,,,,
"Reyes, Al",rhp,36,Type A,SLN,dnp,,,,,,,,,,
"Sanchez, Rey",ss,38,,NYA,dnp,,,,,,,,,,
"Sosa, Sammy",rf,37,Type B,BAL,dnp,,,,,,,,,,
"Sullivan, Scott",rhp,35,,KCA,dnp,,,,,,,,,,
"Surhoff, B.J.",of,41,Type C,BAL,dnp,,,,,,,,,,
"Takatsu, Shingo",rhp,37,,NYN,dnp,,,,,,,,,,
"Urbina, Ugueth",rhp,32,Type A,PHI,dnp,,,,,,,,,,
"Valdez, Ismael",rhp-s,32,,FLA,dnp,,,,,,,,,,
"Walker, Larry",of,39,Type A,SLN,dnp,,,,,,,,,,
"Williams, Gerald",of,39,,NYN,dnp,,,,,,,,,,
"Wilson, Dan",c,37,Type C,SEA,dnp,,,,,,,,,,
