Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Guardado, Eddie",lhp,33,Type A,MIN,SEA,3,"$13,000,000 ",2004-06,club,,"$4,333,333",Kevin Kohler,Nintendo/America,Bill Bavasi,
"Millwood, Kevin",rhp-s,29,Type A,PHI,PHI,1,"$11,000,000 ",2004,,,"$11,000,000",Boras Corp.,Bill Giles,Ed Wade,
"Hawkins, LaTroy",rhp,31,Type A,MIN,CHN,3,"$11,000,000 ",2004,player,,"$3,666,666",Reynolds Sports,Tribune Co.,Jim Hendry,
"Rhodes, Arthur",lhp,34,Type A,SEA,OAK,3,"$9,200,000 ",2004-06,,,"$3,066,666",Dan Horwits,Schott / Hofmann,Billy Beane,
"Spiezio, Scott",1b,31,Type B,ANA,SEA,3,"$9,150,000 ",2004-06,club,,"$3,050,000",Meister Sports,Nintendo/America,Bill Bavasi,
"Everett, Carl",of,33,Type A,CHA,MON,2,"$7,500,000 ",2004-05,player,,"$3,750,000",Reynolds Sports,MLB,Omar Minaya,
"Gordon, Tom",rhp,36,Type A,CHA,NYA,2,"$7,250,000 ",2004-05,,,"$3,625,000",Beverly Hills SC,Geo Steinbrenner,Brian Cashman,
"Thomson, John",rhp,30,Type B,TEX,ATL,2,"$7,000,000 ",2004-05,club,,"$3,500,000",Chris Arnold,Time Warner,John Schuerholz,
"Anderson, Brian",lhp-s,32,Type B,KCA,KCA,2,"$6,500,000 ",2004-05,,,"$3,250,000",,David Glass,Allard Baird,
"Quantrill, Paul",rhp,35,Type A,LAN,NYA,2,"$6,400,000 ",2004-05,club,,"$3,200,000",Ron Shapiro,Geo Steinbrenner,Brian Cashman,
"Hasegawa, Shigetoshi",rhp-s,35,Type A,SEA,SEA,2,"$6,300,000 ",2004-05,club,,"$3,150,000",,Nintendo/America,Bill Bavasi,
"Lofton, Kenny",of,37,Type B,CHN,NYA,2,"$6,200,000 ",2004-05,,,"$3,100,000",Casey Close,Geo Steinbrenner,Brian Cashman,
"Cruz Jr., Jose",of,30,Type B,SFN,TBA,2,"$6,000,000 ",2004-05,,,"$3,000,000",Hendricks Sports,Vince Naimoli,Chuck LaMar,
"Guillen, Jose",of,28,Type B,OAK,ANA,2,"$6,000,000 ",2004-05,club,,"$3,000,000",Reich Katz Landis,Arturo Moreno,Bill Stoneman,
"Rogers, Kenny",lhp-s,39,Type A,MIN,TEX,2,"$6,000,000 ",2004-05,,,"$3,000,000",Boras Corp.,Tom Hicks,John Hart,
"Sanders, Reggie",of,36,Type A,PIT,SLN,2,"$6,000,000 ",2004-05,,,"$3,000,000",Eric Goldschmidt,Bill DeWitt Jr.,Walt Jocketty,
"Suppan, Jeff",rhp-s,29,Type B,BOS,SLN,2,"$6,000,000 ",2004-05,club,,"$3,000,000",ABC Mgmt,Bill DeWitt Jr.,Walt Jocketty,
"Vina, Fernando",2b,35,Type B,SLN,DET,2,"$6,000,000 ",2004-05,,,"$3,000,000",ACES,Mike Ilitch,Dave Dombrowski,
"White, Rondell",of,32,Type B,KCA,DET,2,"$6,000,000 ",2004-05,,,"$3,000,000",ACES,Mike Ilitch,Dave Dombrowski,
"Worrell, Tim",rhp,36,Type A,SFN,PHI,2,"$5,500,000 ",2004-05,,,"$2,750,000",Paul Cohen,Bill Giles,Ed Wade,
"Clemens, Roger",rhp-s,41,Type A,NYA,HOU,1,"$5,000,000 ",2004,,,"$5,000,000",Hendricks Sports,Drayton McLane,Gerry Hunsicker,
"Sullivan, Scott",rhp,33,Type B,CHA,KCA,2,"$5,000,000 ",2004-05,club,,"$2,500,000",,David Glass,Allard Baird,
"Gonzalez, Juan",of,34,Type A,TEX,KCA,1,"$4,500,000 ",2004,mutual,,"$4,500,000",Alan Nero,David Glass,Allard Baird,
"Palmeiro, Rafael",1b,39,Type A,TEX,BAL,1,"$4,500,000 ",2004,club,,"$4,500,000",Bronner/Gilhooley,Peter Angelos,Beattie/Flanagan,
"Ligtenberg, Kerry",rhp,33,Type B,BAL,TOR,2,"$4,500,000 ",2004-05,,,"$2,250,000",Lonnie Cooper,Edward Rogers,J.P. Ricciardi,
"Santiago, Benito",c,39,Type A,SFN,KCA,2,"$4,300,000 ",2004-05,,,"$2,150,000",Joe Longo,David Glass,Allard Baird,
"Tavarez, Julian",rhp,31,Type C,PIT,SLN,2,"$4,200,000 ",2004-05,,,"$2,100,000",Boras Corp.,Bill DeWitt Jr.,Walt Jocketty,
"Ausmus, Brad",c,35,Type A,HOU,HOU,2,"$4,000,000 ",2004,,,"$2,000,000",Peter Mrowka,Drayton McLane,Gerry Hunsicker,
"Heredia, Felix",lhp-s,29,Type B,NYA,NYA,2,"$3,850,000 ",2004-05,club,,"$1,925,000",Martin Arburua,Geo Steinbrenner,Brian Cashman,
"Randa, Joe",3b,34,Type A,KCA,KCA,1,"$3,750,000 ",2004,mutual,,"$3,750,000",Ron Shapiro,David Glass,Allard Baird,
"Rincon, Ricardo",lhp,34,Type B,OAK,OAK,2,"$3,650,000 ",2004,,,"$1,825,000",Dave Stewart,Schott / Hofmann,Billy Beane,
"Benitiz, Armando",rhp,31,Type A,SEA,FLA,1,"$3,500,000 ",2004,,,"$3,500,000",Mike Powers,Jeffrey Loria,Larry Beinfest,
"Urbina, Ugueth",rhp,30,Type A,FLA,DET,1,"$3,500,000 ",2004,club,,"$3,500,000",Peter Greenberg,Mike Ilitch,Dave Dombrowski,
"Tucker, Michael",of,33,Type B,KCA,SFN,2,"$3,500,000 ",2004-05,,,"$1,750,000",,Peter Magowan,Brian Sabean,
"Martin, Tom",lhp,34,Type C,LAN,LAN,2,"$3,300,000 ",2004-05,,,"$1,650,000",,Fox Ent / McCourt,Evans / DePodesta,
"Aurilia, Rich",ss,32,Type A,SFN,SEA,1,"$3,150,000 ",2004,,,"$3,150,000",Barry Axelrod,Nintendo/America,Bill Bavasi,
"Grudzielanek, Mark",2b,34,Type A,CHN,CHN,1,"$2,750,000 ",2004,club,,"$2,750,000",ACES,Tribune Co.,Jim Hendry,
"Lidle, Cory",rhp,32,Type A,TOR,CIN,1,"$2,750,000 ",2004,,,"$2,750,000",Jordan Feagan,Carl Lindner,Dan O'Brien Jr.,
"Timlin, Mike",rhp,38,Type A,BOS,BOS,1,"$2,750,000 ",2004,,,"$2,750,000",ACES,John Henry,Theo Epstein,
"Lee, Travis",1b,29,Type B,TBA,NYA,1,"$2,250,000 ",2004,club,,"$2,250,000",Jeff Moorad,Geo Steinbrenner,Brian Cashman,
"Hentgen, Pat",rhp-s,35,,BAL,TOR,1,"$2,200,000 ",2004,,,"$2,200,000",Bob LaMonte,Edward Rogers,J.P. Ricciardi,
"Graffanino, Tony",ss,32,,CHA,KCA,2,"$2,200,000 ",2004-05,,,"$1,100,000",Dan Lozano,David Glass,Allard Baird,
"White, Gabe",lhp,32,Type A,NYA,NYA,1,"$2,125,000 ",2004,club,,"$2,125,000",Bo McKinnis,Geo Steinbrenner,Brian Cashman,
"Castilla, Vinny",3b,36,Type A,ATL,COL,1,"$2,100,000 ",2004,club,,"$2,100,000",Eric Goldschmidt,Jerry McMorris,Dan O'Dowd,
"Beck, Rod",rhp,35,Type A,SDN,SDN,1,"$1,850,000 ",2004,club,,"$1,850,000",Dennis Gilbert,John Moores,Kevin Towers,
"Snow, J.T.",1b,36,Type C,SFN,SFN,1,"$1,750,000 ",2004,club,,"$1,750,000",Dan Horwits,Peter Magowan,Brian Sabean,
"Walker, Todd",2b,31,Type A,BOS,CHN,1,"$1,750,000 ",2004,,,"$1,750,000",Alan Meersand,Tribune Co.,Jim Hendry,
"Adams, Terry",rhp,31,Type B,PHI,TOR,1,"$1,700,000 ",2004,,,"$1,700,000",Hendricks Sports,Edward Rogers,J.P. Ricciardi,
"Kline, Steve",lhp,31,Type A,SLN,SLN,1,"$1,700,000 ",2004,,,"$1,700,000",,Bill DeWitt Jr.,Walt Jocketty,
"Perez, Eduardo A.",of,34,,SLN,TBA,2,"$1,700,000 ",2004-05,,,"$850,000",,Vince Naimoli,Chuck LaMar,
"Alvarez, Wilson",lhp,34,Type C,LAN,LAN,1,"$1,500,000 ",2004,,,"$1,500,000",Boras Corp.,Fox Ent / McCourt,Evans / DePodesta,
"Batista, Tony",3b,30,Type A,BAL,MON,1,"$1,500,000 ",2004,,,"$1,500,000",,MLB,Omar Minaya,
"Burnitz, Jeromy",of,35,Type B,LAN,COL,1,"$1,500,000 ",2004,mutual,,"$1,500,000",Howard Simon,Jerry McMorris,Dan O'Dowd,
"DeJean, Mike",rhp,33,Type A,SLN,BAL,1,"$1,500,000 ",2004,,,"$1,500,000",,Peter Angelos,Beattie/Flanagan,
"Nelson, Jeff",rhp,37,Type A,NYA,TEX,1,"$1,500,000 ",2004,,,"$1,500,000",Jay Franklin,Tom Hicks,John Hart,
"Tomko, Brett",rhp,31,Type B,SLN,SFN,1,"$1,500,000 ",2004,club,,"$1,500,000",Joe Longo,Peter Magowan,Brian Sabean,
"Jordan, Brian",of,37,Type A,LAN,TEX,1,"$1,375,000 ",2004,club,,"$1,375,000",,Tom Hicks,John Hart,
"Leskanic, Curtis",rhp,36,Type B,KCA,KCA,1,"$1,375,000 ",2004,club,,"$1,375,000",,David Glass,Allard Baird,
"Alfonseca, Antonio",rhp,32,Type B,CHN,ATL,1,"$1,350,000 ",2004,,,"$1,350,000",Juan Iglesias,Time Warner,John Schuerholz,
"Wells, David",lhp-s,41,Type A,NYA,SDN,1,"$1,250,000 ",2004,,,"$1,250,000",Gregg Clifton,John Moores,Kevin Towers,
"Perez, Eduardo",c,34,Type C,MIL,ATL,2,"$1,250,000 ",2004-05,,,"$625,000",,Time Warner,John Schuerholz,
"Fox, Chad",rhp,33,Type C,FLA,FLA,1,"$1,200,000 ",2004,,,"$1,200,000",Hendricks Sports,Jeffrey Loria,Larry Beinfest,
"Mercker, Kent",lhp,36,Type C,ATL,CHN,1,"$1,200,000 ",2004,,,"$1,200,000",Casey Close,Tribune Co.,Jim Hendry,
"Ventura, Robin",3b,36,Type A,LAN,LAN,1,"$1,200,000 ",2004,,,"$1,200,000",John Boggs,Fox Ent / McCourt,Evans / DePodesta,
"Vizcaino, Jose",ss,36,Type B,HOU,HOU,1,"$1,200,000 ",2004,,,"$1,200,000",Reich Katz Landis,Drayton McLane,Gerry Hunsicker,
"Mondesi, Raul",of,33,Type B,ARI,PIT,1,"$1,150,000 ",2004,club,,"$1,150,000",Jeff Moorad,,,
"Karros, Eric",1b,36,Type C,CHN,OAK,1,"$1,050,000 ",2004,club,,"$1,050,000",Jeff Moorad,Schott / Hofmann,Billy Beane,
"Alomar, Roberto",2b,36,Type A,CHA,ARI,1,"$1,000,000 ",2004,,,"$1,000,000",John Boggs,Jerry Colangelo,Joe Garagiola Jr.,
"Baerga, Carlos",1b,35,Type B,ARI,ARI,1,"$1,000,000 ",2004,,,"$1,000,000",Boras Corp.,Jerry Colangelo,Joe Garagiola Jr.,
"Franco, John",lhp,43,,NYN,NYN,1,"$1,000,000 ",2004,,,"$1,000,000",Dennis Gilbert,Fred Wilpon,Jim Duquette,
"Grimsley, Jason",rhp,36,Type B,KCA,KCA,1,"$1,000,000 ",2004,,,"$1,000,000",Joe Bick,David Glass,Allard Baird,
"Hammonds, Jeffrey",of,33,,SFN,SFN,1,"$1,000,000 ",2004,,,"$1,000,000",Boras Corp.,Peter Magowan,Brian Sabean,
"Hollandsworth, Todd",of,31,Type B,FLA,CHN,1,"$1,000,000 ",2004,,,"$1,000,000",,Tribune Co.,Jim Hendry,
"Reese, Pokey",2b,31,Type B,PIT,BOS,1,"$1,000,000 ",2004,,,"$1,000,000",,John Henry,Theo Epstein,
"Reynolds, Shane",rhp,36,,ATL,ARI,1,"$1,000,000 ",2004,,,"$1,000,000",Tommy Tanzer,Jerry Colangelo,Joe Garagiola Jr.,
"Sanchez, Rey",ss,36,Type C,SEA,TBA,1,"$1,000,000 ",2004,,,"$1,000,000",Boras Corp.,Vince Naimoli,Chuck LaMar,
"Sierra, Ruben",of,38,Type B,NYA,NYA,1,"$1,000,000 ",2004,,,"$1,000,000",Reich Katz Landis,Geo Steinbrenner,Brian Cashman,
"Stairs, Matt",of,36,Type A,PIT,KCA,1,"$1,000,000 ",2004,,,"$1,000,000",RMG Baseball,David Glass,Allard Baird,
"Villone, Ron",lhp,34,Type B,HOU,SEA,1,"$1,000,000 ",2004,,,"$1,000,000",Boras Corp.,Nintendo/America,Bill Bavasi,
"Young Sr., Eric",2b,37,Type B,SFN,TEX,1,"$1,000,000 ",2004,,,"$1,000,000",Dennis Gilbert,Tom Hicks,John Hart,
"Zeile, Todd",1b-3b,38,Type B,MON,NYN,1,"$1,000,000 ",2004,,,"$1,000,000",ACES,Fred Wilpon,Jim Duquette,
"Stynes, Chris",3b,31,Type C,COL,PIT,1,"$975,000 ",2004,club,,"$975,000",,Kevin McClatchy,Dave Littlefield,
"Levine, Alan",rhp,36,Type B,KCA,DET,1,"$925,000 ",2004,club,,"$925,000",,Mike Ilitch,Dave Dombrowski,
"Cairo, Miguel",2b,30,,SLN,NYA,1,"$900,000 ",2004,,,"$900,000",ACES,Geo Steinbrenner,Brian Cashman,
"Eldred, Cal",rhp,36,Type B,SLN,SLN,1,"$900,000 ",2004,,,"$900,000",Ron Shapiro,Bill DeWitt Jr.,Walt Jocketty,
"Pratt, Todd",c,37,Type B,PHI,PHI,1,"$875,000 ",2004,,,"$875,000",,Bill Giles,Ed Wade,
"Hermanson, Dustin",rhp,31,,SFN,SFN,1,"$800,000 ",2004,,,"$800,000",Casey Close,Peter Magowan,Brian Sabean,
"Hitchcock, Sterling",lhp,33,,SLN,SDN,1,"$800,000 ",2004,,,"$800,000",Tommy Tanzer,John Moores,Kevin Towers,
"Mayne, Brent",c,36,,KCA,ARI,1,"$800,000 ",2004,,,"$800,000",Meister Sports,Jerry Colangelo,Joe Garagiola Jr.,
"Surhoff, B.J.",dh,39,Type B,BAL,BAL,1,"$800,000 ",2004,,,"$800,000",Octagon,Peter Angelos,Beattie/Flanagan,
"Valdes, Ismael",rhp-s,30,Type B,TEX,SDN,1,"$800,000 ",2004,,,"$800,000",,John Moores,Kevin Towers,
"Flaherty, John",c,36,Type C,NYA,NYA,1,"$775,000 ",2004,,,"$775,000",,Geo Steinbrenner,Brian Cashman,
"Alomar Jr., Sandy",c,38,Type A,CHA,CHA,1,"$750,000 ",2004,club,,"$750,000",John Boggs,Jerry Reinsdorf,Ken Williams,
"Burks, Ellis",of,39,Type A,CLE,BOS,1,"$750,000 ",2004,,,"$750,000",Jim Turner,John Henry,Theo Epstein,
"Clark, Tony",1b,32,,NYN,NYA,1,"$750,000 ",2004,,,"$750,000",John Boggs,Geo Steinbrenner,Brian Cashman,
"Gomez, Chris",2b,33,,MIN,TOR,1,"$750,000 ",2004,,,"$750,000",Alan Meersand,Edward Rogers,J.P. Ricciardi,
"Hernandez, Roberto",rhp,39,Type B,ATL,PHI,1,"$750,000 ",2004,,,"$750,000",Hendricks Sports,Bill Giles,Ed Wade,
"Oliver, Darren",lhp,33,,COL,FLA,1,"$750,000 ",2004,,,"$750,000",,Jeffrey Loria,Larry Beinfest,
"Osuna, Antonio",rhp,31,Type B,NYA,SDN,1,"$750,000 ",2004,,,"$750,000",,John Moores,Kevin Towers,
"Palmeiro, Orlando",of,35,Type C,SLN,HOU,1,"$750,000 ",2004,,,"$750,000",,Drayton McLane,Gerry Hunsicker,
"Grieve, Ben",dh,28,Type B,TBA,MIL,1,"$700,000 ",2004,,,"$700,000",Hendricks Sports,Wendy Selig-Prieb,Doug Melvin,
"Vander Wal, John",of,38,Type C,MIL,CIN,1,"$700,000 ",2004,,,"$700,000",Tommy Tanzer,Carl Lindner,Dan O'Brien Jr.,
"DiFelice, Mike",c,35,Type B,KCA,DET,1,"$650,000 ",2004,,,"$650,000",,Mike Ilitch,Dave Dombrowski,
"Fordyce, Brook",c,34,Type B,BAL,TBA,1,"$650,000 ",2004,,,"$650,000",,Vince Naimoli,Chuck LaMar,
"Goodwin, Tom",of,35,,CHN,CHN,1,"$650,000 ",2004,,,"$650,000",,Tribune Co.,Jim Hendry,
"Reed, Steve",rhp,39,Type A,COL,COL,1,"$625,000 ",2004,club,,"$625,000",,Jerry McMorris,Dan O'Dowd,
"Cordero, Wil",1b,32,Type C,MON,FLA,1,"$600,000 ",2004,,,"$600,000",Jeff Moorad,Jeffrey Loria,Larry Beinfest,
"Miceli, Dan",rhp,33,Type C,HOU,HOU,1,"$600,000 ",2004,,,"$600,000",Tom O'Connell,Drayton McLane,Gerry Hunsicker,
"Mulholland, Terry",lhp,41,,CLE,SEA,1,"$600,000 ",2004,,,"$600,000",Joe Bick,Nintendo/America,Bill Bavasi,
"Norton, Greg",3b,31,,COL,DET,1,"$600,000 ",2004,,,"$600,000",,Mike Ilitch,Dave Dombrowski,
"Halter, Shane",3b,34,,DET,ANA,1,"$575,000 ",2004,,,"$575,000",,Arturo Moreno,Bill Stoneman,
"Glanville, Doug",of,33,,CHN,PHI,1,"$550,000 ",2004,,,"$550,000",Arn Tellem,Bill Giles,Ed Wade,
"Myers, Mike",lhp,35,,ARI,SEA,1,"$550,000 ",2004,,,"$550,000",ACES,Nintendo/America,Bill Bavasi,
"Borders, Pat",c,41,,SEA,SEA,1,"$500,000 ",2004,,,"$500,000",Joe Maenza,Nintendo/America,Bill Bavasi,
"Carpenter, Chris",rhp-s,29,,SLN,SLN,1,"$500,000 ",2004,club,,"$500,000",Bob LaMonte,Bill DeWitt Jr.,Walt Jocketty,
"McCarty, Dave",of,34,,BOS,BOS,1,"$500,000 ",2004,,,"$500,000",Hendricks Sports,John Henry,Theo Epstein,
"Osik, Keith",c,35,,MIL,BAL,1,"$500,000 ",2004,,,"$500,000",,Peter Angelos,Beattie/Flanagan,
"Sparks, Steve",rhp,38,,OAK,ARI,1,"$500,000 ",2004,,,"$500,000",,Jerry Colangelo,Joe Garagiola Jr.,
"Stinnett, Kelly",c,34,,PHI,KCA,1,"$500,000 ",2004,,,"$500,000",ACES,David Glass,Allard Baird,
"Widger, Chris",c,33,,SLN,SLN,1,"$500,000 ",2004,,,"$500,000",Ron Shapiro,Bill DeWitt Jr.,Walt Jocketty,
"Mordecai, Mike",3b,36,,FLA,FLA,1,"$425,000 ",2004,,,"$425,000",,Jeffrey Loria,Larry Beinfest,
"Appier, Kevin",rhp-s,36,Type B,KCA,KCA,1,"$300,000 ",2004,,,"$300,000",Dennis Gilbert,David Glass,Allard Baird,
"Van Poppel, Todd",rhp,32,,CIN,CIN,1,"$300,000 ",2004,,,"$300,000",Boras Corp.,Carl Lindner,Dan O'Brien Jr.,
"Ashby, Andy",rhp,36,,LAN,SDN,0,$1 ,2004,,,,,,,
"Astacio, Pedro",rhp,35,Type C,NYN,BOS,0,$1 ,2004,,,,Steve Schneider,John Henry,Theo Epstein,
"Bere, Jason",rhp,33,,CLE,CLE,0,$1 ,2004,,,,,Larry Dolan,Mark Shapiro,"$400,000 in majors"
"Bernard, Marvin",of,33,,SFN,CHA,0,$1 ,2004,,,,,Jerry Reinsdorf,Ken Williams,"$400,000 in majors"
"Bragg, Darren",of,34,,ATL,NYA,0,$1 ,2004,,,,,Geo Steinbrenner,Brian Cashman,"$400,000 in majors"
"Burba, Dave",rhp,37,,MIL,MIL,0,$1 ,2004,,,,Myles Shoda,Wendy Selig-Prieb,Doug Melvin,"$440,000 in majors"
"Clayton, Royce",ss,34,Type C,MIL,COL,0,$1 ,2004,,,,Gregg Clifton,Jerry McMorris,Dan O'Dowd,"$650,000 in majors"
"Cruz, Deivi",ss,31,Type B,BAL,TBA,0,$1 ,2004,,,,,Vince Naimoli,Chuck LaMar,"$700,000 in majors"
"Erickson, Scott",rhp-s,36,,BAL,NYN,0,$1 ,2004,,,,Dennis Gilbert,Fred Wilpon,Jim Duquette,"$700,000 in majors"
"Estes, Shawn",lhp,31,,CHN,COL,0,$1 ,2004,,,,Dave Meier,Jerry McMorris,Dan O'Dowd,"$600,000 in majors"
"Fassero, Jeff",lhp,41,Type C,SLN,COL,0,$1 ,2004,,,,ACES,Jerry McMorris,Dan O'Dowd,"$500,000 in majors"
"Fox, Andy",2b,33,,FLA,MON,0,$1 ,2004,,,,,MLB,Omar Minaya,"$450,000 in majors"
"Franco, Julio",1b,45,,ATL,ATL,0,$1 ,2004,,,,Int'l Baseball Csltg,Time Warner,John Schuerholz,"$750,000 in majors"
"Galarraga, Andres",1b,43,,SFN,ANA,0,$1 ,2004,,,,Bronner/Gilhooley,,,
"Girardi, Joe",c,39,,SLN,NYA,0,$1 ,2004,,,,Alan Nero,Geo Steinbrenner,Brian Cashman,"$750,000 in majors"
"Guthrie, Mark",lhp,38,Type A,CHN,PIT,0,$1 ,2004,,,,Rick Thurman,Kevin McClatchy,Dave Littlefield,"$700,000 in majors"
"Harris, Lenny",3b,39,,FLA,FLA,0,$1 ,2004,,,,Eric Goldschmidt,Jeffrey Loria,Larry Beinfest,"$400,000 in majors"
"Haselman, Bill",c,38,,BOS,BAL,0,$1 ,2004,,,,Dennis Gilbert,Peter Angelos,Beattie/Flanagan,"$500,000 in majors"
"Helling, Rick",rhp,33,Type B,FLA,MIN,0,$1 ,2004,,,,Jeff Moorad,Carl Pohlad,Terry Ryan,"$600,000 in majors"
"Hocking, Denny",2b,34,,MIN,COL,0,$1 ,2004,,,,,Jerry McMorris,Dan O'Dowd,"$650,000 in majors"
"Jones, Todd",rhp,36,,BOS,TBA,0,$1 ,2004,,,,Hendricks Sports,Vince Naimoli,Chuck LaMar,"$450,000 in majors"
"Jose, Felix",of,39,,ARI,ARI,0,$1 ,2004,,,,,Jerry Colangelo,Joe Garagiola Jr.,"$500,000 in majors"
"Lima, Jose",rhp-s,31,,KCA,HOU,0,$1 ,2004,,,,,Drayton McLane,Gerry Hunsicker,"$900,000 in majors"
"Mabry, John",of,33,,SEA,SLN,0,$1 ,2004,,,,Dale Reichley,Bill DeWitt Jr.,Walt Jocketty,"$450,000 in majors"
"McGriff, Fred",1b,40,,LAN,TBA,0,$1 ,2004,,,,Jim Krivacs,Vince Naimoli,Chuck LaMar,"$300,000 in majors"
"McLemore, Mark",ss,39,,SEA,BAL,0,$1 ,2004,,,,Tony Attanasio,Peter Angelos,Beattie/Flanagan,"$725,000 in majors"
"Merced, Orlando",of,37,,HOU,PIT,0,$1 ,2004,,,,,Kevin McClatchy,Dave Littlefield,"$400,000 in majors"
"Mesa, Jose",rhp,38,Type B,PHI,PIT,0,$1 ,2004,,,,Mitch Frankel,Kevin McClatchy,Dave Littlefield,"$800,000 in majors"
"Ordonez, Rey",ss,33,Type C,TBA,SDN,0,$1 ,2004,,,,Steve Schneider,John Moores,Kevin Towers,"$650,000 in majors"
"Orosco, Jesse",lhp,47,,MIN,ARI,0,$1 ,2004,,,,Alan Meersand,Jerry Colangelo,Joe Garagiola Jr.,"$800,000 in majors"
"Owens, Eric",of,33,,ANA,SEA,0,$1 ,2004,,,,,Nintendo/America,Bill Bavasi,"$525,000 in majors"
"Palmer, Dean",dh,35,,DET,DET,0,$1 ,2004,,,,,Mike Ilitch,Dave Dombrowski,"$300,000 in majors"
"Person, Robert",rhp,34,,BOS,CHA,0,$1 ,2004,,,,,Jerry Reinsdorf,Ken Williams,"$750,000 in majors"
"Reed, Rick",rhp,39,Type B,MIN,PIT,0,$1 ,2004,,,,Phil Tannenbaum,Kevin McClatchy,Dave Littlefield,"$675,000 in majors"
"Ritchie, Todd",rhp,32,,MIL,TBA,0,$1 ,2004,,,,,Vince Naimoli,Chuck LaMar,"$700,000 in majors"
"Rusch, Glendon",lhp,29,,MIL,TEX,0,$1 ,2004,,,,,Tom Hicks,John Hart,"$750,000 in majors"
"Shumpert, Terry",2b,37,,TBA,BOS,0,$1 ,2004,,,,,John Henry,Theo Epstein,"$500,000 in majors"
"Springer, Russ",rhp,35,,SLN,HOU,0,$1 ,2004,,,,,Drayton McLane,Gerry Hunsicker,
"Sweeney, Mark",of,34,,COL,COL,0,$1 ,2004,,,,Barry Axelrod,Jerry McMorris,Dan O'Dowd,"$400,000 in majors"
"Tatis, Fernando",3b,29,,MON,TBA,0,$1 ,2004,,,,Gary Goodman,Vince Naimoli,Chuck LaMar,"$750,000 in majors"
"Veres, Dave",rhp,37,Type A,CHN,HOU,0,$1 ,2004,,,,,Drayton McLane,Gerry Hunsicker,"$550,000 in majors"
"Wendell, Turk",rhp,37,,PHI,COL,0,$1 ,2004,,,,Gregg Clifton,Jerry McMorris,Dan O'Dowd,"$700,000 in majors"
"White, Rick",rhp,35,Type C,HOU,LAN,0,$1 ,2004,,,,Dan Horwits,Fox Ent / McCourt,Evans / DePodesta,"$700,000 in majors"
"Williams, Gerald",of,37,,FLA,FLA,0,$1 ,2004,,,,ACES,Jeffrey Loria,Larry Beinfest,"$325,000 in majors"
