Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Matheny, Mike",c,34,Type A,SLN,SFN,3,"$10,500,000 ",2005-07,club,,"$3,500,000",John Boggs,Peter Magowan,Brian Sabean,
"Dye, Jermaine",rf,31,Type C,OAK,CHA,2,"$10,150,000 ",2005-06,club,,"$5,075,000",Bobby Bry,Jerry Reinsdorf,Ken Williams,
"Miller, Damian",c,35,Type A,OAK,MIL,3,"$8,750,000 ",2005-07,player,,"$2,916,666",RMG Baseball,Mark Attanasio,Doug Melvin,
"Wilson, Paul",rhp-s,32,Type B,CIN,CIN,2,"$8,200,000 ",2005-06,club,,"$4,100,000",Hendricks Sports,Carl Lindner,Dan O'Brien Jr.,
"Garciaparra, Nomar",ss,31,Type A,CHN,CHN,1,"$8,000,000 ",2005,,,"$8,000,000",Arn Tellum,Tribune Co.,Jim Hendry,
"Leiter, Al",lhp-s,39,Type A,NYN,FLA,1,"$8,000,000 ",2005,,,"$8,000,000",Hendricks Sports,Jeffrey Loria,Larry Beinfest,
"Hernandez, Orlando",rhp-s,39,Type B,NYA,CHA,2,"$8,000,000 ",2005-06,,,"$4,000,000",Joe Cubas,Jerry Reinsdorf,Ken Williams,
"Wells, David",lhp-s,42,Type A,SDN,BOS,2,"$8,000,000 ",2005-06,,,"$4,000,000",Gregg Clifton,John Henry,Theo Epstein,
"Millwood, Kevin",rhp-s,30,Type A,PHI,CLE,1,"$7,000,000 ",2005,,,"$7,000,000",Boras Corp.,Larry Dolan,Mark Shaprio,
"Lidle, Cory",rhp,33,Type B,PHI,PHI,2,"$6,300,000 ",2005-06,,,"$3,150,000",Jordan Feagan,Bill Giles,Ed Wade,
"Castilla, Vinny",3b,37,Type A,COL,WAS,2,"$6,200,000 ",2005-06,,,"$3,100,000",Eric Goldschmidt,MLB,Jim Bowden,
"Hermanson, Dustin",rhp,32,Type A,SFN,CHA,2,"$5,500,000 ",2005-06,club,,"$2,750,000",Casey Close,Jerry Reinsdorf,Ken Williams,
"Kline, Steve",lhp,32,Type A,SLN,BAL,2,"$5,500,000 ",2005-06,,,"$2,750,000",-,Peter Angelos,Beattie/Flanagan,
"Cormier, Rheal",lhp,38,Type A,PHI,PHI,2,"$5,250,000 ",2005-06,club,,"$2,625,000",Meister Sports,Bill Giles,Ed Wade,
"Burnitz, Jeromy",of,36,Type A,COL,CHN,1,"$5,000,000 ",2005,mutual,,"$5,000,000",Howard Simon,Tribune Co.,Jim Hendry,
"Hidalgo, Richard",of,30,Type A,NYN,TEX,1,"$5,000,000 ",2005,,,"$5,000,000",Peter Greenberg,Tom Hicks,John Hart,
"Polanco, Placido",2b,29,Type A,PHI,PHI,1,"$4,600,000 ",2005,,,"$4,600,000",Reich Katz Landis,Bill Giles,Ed Wade,
"Byrd, Paul",rhp-s,34,,ATL,ANA,1,"$4,500,000 ",2005,,,"$4,500,000",Bo McKinnis,Arturo Moreno,Bill Stoneman,
"Villone, Ron",lhp,35,Type B,SEA,SEA,2,"$4,200,000 ",2005-06,,,"$2,100,000",Boras Corp.,Nintendo/America,Bill Bavasi,
"Alvarez, Wilson",lhp-s,35,Type A,LAN,LAN,2,"$4,000,000 ",2005-06,,,"$2,000,000",Boras Corp.,Frank McCourt,Paul DePodesta,
"Rusch, Glendon",lhp,30,,CHN,CHN,2,"$4,000,000 ",2005-06,player,,"$2,000,000",Tommy Tanzer,Tribune Co.,Jim Hendry,
"Womack, Tony",2b,35,Type C,SLN,NYA,2,"$4,000,000 ",2005-06,,,"$2,000,000",ACES,Geo Steinbrenner,Brian Cashman,
"Valentin, Jose",3b,35,Type B,CHA,LAN,1,"$3,500,000 ",2005,,,"$3,500,000",David Elston,Frank McCourt,Paul DePodesta,
"Williams, Woody",rhp-s,38,Type A,SLN,SDN,1,"$3,500,000 ",2005,club,,"$3,500,000",Meister Sports,John Moores,Kevin Towers,
"Counsell, Craig",ss,34,Type B,MIL,ARI,2,"$3,100,000 ",2005,,,"$1,550,000",Meister Sports,Ken Kendrick,Joe Garagiola Jr.,
"Martinez, Tino",1b,37,Type B,TBA,NYA,1,"$3,000,000 ",2005,club,,"$3,000,000",Jim Krivacs,Geo Steinbrenner,Brian Cashman,
"Mirabelli, Doug",c,34,Type B,BOS,BOS,2,"$3,000,000 ",2005-06,,,"$1,500,000",ACES,John Henry,Theo Epstein,
"Loaiza, Esteban",rhp,33,Type A,NYA,WAS,1,"$2,900,000 ",2005,mutual,,"$2,900,000",John Boggs,MLB,Jim Bowden,
"Wickman, Bob",rhp,36,Type C,CLE,CLE,1,"$2,750,000 ",2005,,,"$2,750,000",Richard Moss,Larry Dolan,Mark Shaprio,
"Blanco, Henry",c,33,Type C,MIN,CHN,2,"$2,700,000 ",2005-06,,,"$1,350,000",Steve Schneider,Tribune Co.,Jim Hendry,
"Mercker, Kent",lhp,37,Type A,CHN,CIN,2,"$2,600,000 ",2005-06,vesting,,"$1,300,000",Casey Close,Carl Lindner,Dan O'Brien Jr.,
"Estes, Shawn",lhp-s,32,Type C,COL,ARI,1,"$2,500,000 ",2005,,,"$2,500,000",Dave Meier,Ken Kendrick,Joe Garagiola Jr.,
"Lima, Jose",rhp-s,32,Type B,LAN,KCA,1,"$2,500,000 ",2005,,,"$2,500,000",Joel Klein,David Glass,Allard Baird,
"Morris, Matt",rhp-s,30,Type A,SLN,SLN,1,"$2,500,000 ",2005,,,"$2,500,000",Barry Axelrod,Bill DeWitt Jr.,Walt Jocketty,
"Walker, Todd",2b,32,Type B,CHN,CHN,1,"$2,500,000 ",2005,club,,"$2,500,000",Jeff Moorad,Tribune Co.,Jim Hendry,
"Ledee, Ricky",of,31,,SFN,LAN,2,"$2,500,000 ",2005-06,,,"$1,250,000",Greg Genske,Frank McCourt,Paul DePodesta,
"Yan, Esteban",rhp,30,Type B,DET,ANA,2,"$2,250,000 ",2005-06,,,"$1,125,000",Alan Nero,Arturo Moreno,Bill Stoneman,
"Randa, Joe",3b,35,Type A,KCA,CIN,1,"$2,150,000 ",2005,,,"$2,150,000",Ron Shapiro,Carl Lindner,Dan O'Brien Jr.,
"Castro, Juan",3b,33,,CIN,MIN,2,"$2,050,000 ",2005-06,club,,"$1,025,000",Oscar Suarez,Carl Pohlad,Terry Ryan,
"Bautista, Danny",of,33,Type B,ARI,TBA,1,"$1,900,000 ",2005,,,"$1,900,000",-,Vince Naimoli,Chuck LaMar,
"Hernandez, Jose",2b,35,Type B,LAN,CLE,1,"$1,800,000 ",2005,,,"$1,800,000",Boras Corp.,Larry Dolan,Mark Shaprio,
"Dellucci, David",of,31,,TEX,TEX,2,"$1,800,000 ",2005-06,,,"$900,000",Gregg Clifton,Tom Hicks,John Hart,
"Redmond, Mike",c,34,Type C,FLA,MIN,2,"$1,800,000 ",2005-06,,,"$900,000",Joe Urbon,Carl Pohlad,Terry Ryan,
"Gonzalez, Alex",ss,32,Type B,SDN,TBA,1,"$1,750,000 ",2005,,,"$1,750,000",Jim Bronner,Vince Naimoli,Chuck LaMar,
"Wilson, Dan",c,36,Type B,SEA,SEA,1,"$1,750,000 ",2005,,,"$1,750,000",-,Nintendo/America,Bill Bavasi,
"Dessens, Elmer",rhp,34,Type B,LAN,LAN,1,"$1,550,000 ",2005,club,,"$1,550,000",Oscar Suarez,Frank McCourt,Paul DePodesta,
"Sierra, Ruben",of,39,,NYA,NYA,1,"$1,500,000 ",2005,,,"$1,500,000",Chuck Berry,Geo Steinbrenner,Brian Cashman,
"Valdez, Ismael",rhp-s,31,Type C,FLA,FLA,1,"$1,500,000 ",2005,,,"$1,500,000",-,Jeffrey Loria,Larry Beinfest,
"Clayton, Royce",ss,35,Type A,COL,ARI,1,"$1,350,000 ",2005,,,"$1,350,000",Rick Licht,Ken Kendrick,Joe Garagiola Jr.,
"Weathers, David",rhp,35,,FLA,CIN,1,"$1,350,000 ",2005,club,,"$1,350,000",Jeff Borris,Carl Lindner,Dan O'Brien Jr.,
"Lee, Travis",1b,30,Type C,NYA,TBA,1,"$1,300,000 ",2005,,,"$1,300,000",Boras Corp.,Vince Naimoli,Chuck LaMar,
"Vizcaino, Jose",ss,37,,HOU,HOU,1,"$1,250,000 ",2005,,,"$1,250,000",Reich Katz Landis,Drayton McLane,Tim Purpura,
"Reese, Pokey",ss,32,,BOS,SEA,1,"$1,200,000 ",2005,club,,"$1,200,000",Michael Nicotera,Nintendo/America,Bill Bavasi,
"Christiansen, Jason",lhp,35,,SFN,SFN,1,"$1,150,000 ",2005,club,,"$1,150,000",,Peter Magowan,Brian Sabean,
"DeJean, Mike",rhp,34,Type B,NYN,NYN,1,"$1,150,000 ",2005,,,"$1,150,000",-,Fred Wilpon,Omar Minaya,
"Jones, Todd",rhp,37,Type B,PHI,FLA,1,"$1,100,000 ",2005,,,"$1,100,000",Hendricks Sports,Jeffrey Loria,Larry Beinfest,
"Mecir, Jim",rhp,35,Type C,OAK,FLA,1,"$1,100,000 ",2005,,,"$1,100,000",Barry Praver,Jeffrey Loria,Larry Beinfest,
"Surhoff, B.J.",of,40,Type B,BAL,BAL,1,"$1,100,000 ",2005,,,"$1,100,000",Octagon,Peter Angelos,Beattie/Flanagan,
"Reed, Steve",rhp,40,Type B,COL,BAL,1,"$1,050,000 ",2005,club,,"$1,050,000",,Peter Angelos,Beattie/Flanagan,
"Relaford, Desi",2b,31,Type C,KCA,COL,1,"$1,050,000 ",2005,club,,"$1,050,000",Dan Lozano,Jerry McMorris,Dan O'Dowd,
"Zaun, Gregg",c,34,Type B,TOR,TOR,1,"$1,050,000 ",2005,club,,"$1,050,000",-,Edward Rogers,J.P. Ricciardi,
"Martinez, Ramon",ss,32,Type C,CHN,DET,1,"$1,025,000 ",2005,,,"$1,025,000",Alan Nero,Mike Ilitch,Dave Dombrowski,
"Brocail, Doug",rhp,38,,TEX,TEX,1,"$1,000,000 ",2005,,,"$1,000,000",-,Tom Hicks,John Hart,
"Franco, Julio",1b,46,Type C,ATL,ATL,1,"$1,000,000 ",2005,,,"$1,000,000",-,Time Warner,John Schuerholz,
"Grudzielanek, Mark",2b,35,Type A,CHN,SLN,1,"$1,000,000 ",2005,,,"$1,000,000",ACES,Bill DeWitt Jr.,Walt Jocketty,
"Halama, John",lhp,33,Type C,TBA,BOS,1,"$1,000,000 ",2005,player,,"$1,000,000",-,John Henry,Theo Epstein,
"Young Sr., Eric",of,38,Type B,TEX,SDN,1,"$1,000,000 ",2005,club,,"$1,000,000",-,John Moores,Kevin Towers,
"Cairo, Miguel",2b,31,Type A,NYA,NYN,1,"$900,000 ",2005,,,"$900,000",ACES,Fred Wilpon,Omar Minaya,
"Hollandsworth, Todd",of,32,Type C,CHN,CHN,1,"$900,000 ",2005,,,"$900,000",-,Tribune Co.,Jim Hendry,
"Gomez, Chris",ss,34,,TOR,BAL,1,"$825,000 ",2005,,,"$825,000",Alan Meersand,Peter Angelos,Beattie/Flanagan,
"Astacio, Pedro",rhp,36,,BOS,TEX,1,"$800,000 ",2005,,,"$800,000",-,Tom Hicks,John Hart,
"Bottalico, Ricky",rhp,35,Type C,NYN,MIL,1,"$800,000 ",2005,,,"$800,000",Gregg Clifton,Mark Attanasio,Doug Melvin,
"Flaherty, John",c,37,,NYA,NYA,1,"$800,000 ",2005,,,"$800,000",CSMG,Geo Steinbrenner,Brian Cashman,
"Osuna, Antonio",rhp,32,Type B,SDN,WAS,1,"$800,000 ",2005,,,"$800,000",,MLB,Jim Bowden,
"Palmeiro, Orlando",of,36,,HOU,HOU,1,"$800,000 ",2005,,,,-,Drayton McLane,Tim Purpura,
"Clark, Tony",1b,33,,NYA,ARI,1,"$750,000 ",2005,,,"$750,000",John Boggs,Ken Kendrick,Joe Garagiola Jr.,
"Easley, Damion",2b,35,,FLA,FLA,1,"$750,000 ",2005,,,"$750,000",-,Jeffrey Loria,Larry Beinfest,
"Greene, Todd",c,34,Type C,COL,COL,1,"$750,000 ",2005,club,,"$750,000",-,Jerry McMorris,Dan O'Dowd,
"Hammond, Chris",lhp,39,Type A,OAK,SDN,1,"$750,000 ",2005,,,"$750,000",,John Moores,Kevin Towers,
"Mantei, Matt",rhp,31,Type A,ARI,BOS,1,"$750,000 ",2005,,,"$750,000",,John Henry,Theo Epstein,
"Pratt, Todd",c,38,Type B,PHI,PHI,1,"$750,000 ",2005,,,"$750,000",Peter Grosz,Bill Giles,Ed Wade,
"Mabry, John",of,34,Type C,SLN,SLN,1,"$725,000 ",2005,,,"$725,000",Dale Reichley,Bill DeWitt Jr.,Walt Jocketty,
"Franco, John",lhp,44,,NYN,HOU,1,"$700,000 ",2005,,,"$700,000",Dan Horwits,Drayton McLane,Tim Purpura,
"Bako, Paul",c,33,,CHN,LAN,1,"$650,000 ",2005,,,"$650,000",-,Frank McCourt,Paul DePodesta,
"Alomar, Roberto",2b,37,Type B,CHA,TBA,1,"$600,000 ",2005,,,"$600,000",John Boggs,Vince Naimoli,Chuck LaMar,
"Cordero, Wil",of,33,,FLA,WAS,1,"$600,000 ",2005,,,"$600,000",Jeff Moorad,MLB,Jim Bowden,
"Diaz, Einar",c,32,,MON,SLN,1.00,"$600,000 ",2005,,,"$600,000",Peter Greenberg,Bill DeWitt Jr.,Walt Jocketty,
"Eldred, Cal",rhp,37,Type A,SLN,SLN,1,"$600,000 ",2005,,,"$600,000",Ron Shapiro,Bill DeWitt Jr.,Walt Jocketty,
"Jordan, Brian",of,38,,TEX,ATL,1,"$600,000 ",2005,,,"$600,000",Jim Turner,Time Warner,John Schuerholz,
"Myers, Mike",lhp,36,,BOS,SLN,1,"$600,000 ",2005,,,"$600,000",ACES,Bill DeWitt Jr.,Walt Jocketty,
"Sanchez, Rey",2b,37,,TBA,NYA,1,"$600,000 ",2005,,,"$600,000",Boras Corp.,Geo Steinbrenner,Brian Cashman,
"White, Gabe",lhp,33,Type B,CIN,ATL,1,"$600,000 ",2005,,,"$600,000",-,Time Warner,John Schuerholz,
"Sweeney, Mark",of,35,,COL,SDN,1,"$575,000 ",2005,,,"$575,000",,John Moores,Kevin Towers,
"Alomar Jr., Sandy",c,39,Type C,CHA,TEX,1,"$550,000 ",2005,,,"$550,000",John Boggs,Tom Hicks,John Hart,
"Reyes, Dennys",lhp,28,,KCA,SDN,1,"$550,000 ",2005,,,"$550,000",,John Moores,Kevin Towers,
"Seanez, Rudy",rhp,36,Type C,FLA,SDN,1,"$550,000 ",2005,,,"$550,000",,John Moores,Kevin Towers,
"Wright, Jamey",rhp,30,Type A,COL,COL,1,"$550,000 ",2005,,,"$550,000",Casey Close,Jerry McMorris,Dan O'Dowd,
"Adams, Terry",rhp,32,Type B,BOS,PHI,1,"$500,000 ",2005,,,"$500,000",Hendricks Sports,Bill Giles,Ed Wade,
"Alfonseca, Antonio",rhp,33,Type B,ATL,FLA,1,"$316,000 ",2005,club,,"$316,000",Juan Iglesias,Jeffrey Loria,Larry Beinfest,
"Alexander, Manny",2b,34,,TEX,TEX,0,$1 ,2005,,,,-,Tom Hicks,John Hart,"$385,000 in majors"
"Appier, Kevin",rhp-s,37,,KCA,KCA,0,$1 ,2005,,,,Jeff Borris,David Glass,Allard Baird,
"Aurilia, Rich",ss,33,Type B,SDN,CIN,0,$1 ,2005,player,,,Barry Axelrod,Carl Lindner,Dan O'Brien Jr.,"$600,000 in majors"
"Baerga, Carlos",1b,36,Type C,ARI,WAS,0,$1 ,2005,,,,Boras Corp.,MLB,Jim Bowden,
"Berg, Dave",of,34,,TOR,BOS,0,$1 ,2005,,,,,John Henry,Theo Epstein,"$500,000 in majors"
"Burba, Dave",rhp,38,Type B,SFN,HOU,0,$1 ,2005,,,,-,Drayton McLane,Tim Purpura,"$650,000 in majors"
"Colbrunn, Greg",1b,35,,ARI,TEX,0,$1 ,2005,,,,,Tom Hicks,John Hart,"$650,000 in majors"
"Cordova, Marty",dh,35,,BAL,TBA,0,$1 ,2005,,,,-,Vince Naimoli,Chuck LaMar,"$316,000 in majors"
"De Los Santos, Valerio",lhp,32,,TOR,FLA,0,$1 ,2005,,,,,Jeffrey Loria,Larry Beinfest,
"Fassero, Jeff",lhp,42,,ARI,SFN,0,$1 ,2005,,,,,Peter Magowan,Brian Sabean,"$500,000 in majors"
"Fick, Robert",dh,31,,SDN,SDN,0,$1 ,2005,,,,Joe Longo,John Moores,Kevin Towers,
"Fox, Chad",rhp,34,,FLA,CHN,0,$1 ,2005,,,,Hendricks Sports,Tribune Co.,Jim Hendry,"$575,000 in majors"
"Galarraga, Andres",1b,44,,ANA,NYN,0,$1 ,2005,,,,Jim Bronner,Fred Wilpon,Omar Minaya,"$600,000 in majors"
"Glanville, Doug",of,34,,PHI,NYA,0,$1 ,2005,,,,Arn Tellum,Geo Steinbrenner,Brian Cashman,"$550,000 in majors"
"Gonzalez, Juan",of,35,Type B,KCA,CLE,0,$1 ,2005,,,,Alan Nero,Larry Dolan,Mark Shaprio,"$600,000 in majors"
"Goodwin, Tom",of,36,,CHN,TBA,0,$1 ,2005,,,,,Vince Naimoli,Chuck LaMar,"$550,000 in majors"
"Grieve, Ben",of,29,Type C,CHN,PIT,0,$1 ,2005,,,,Hendricks Sports,Kevin McClatchy,Dave Littlefield,"$650,000 in majors"
"Groom, Buddy",lhp,39,,BAL,NYA,0,$1 ,2005,,,,-,Geo Steinbrenner,Brian Cashman,"$850,000 in majors"
"Gutierrez, Ricky",2b,35,,BOS,SEA,0,$1 ,2005,,,,Reynolds Sports,Nintendo/America,Bill Bavasi,"$600,000 in majors"
"Halter, Shane",3b,35,,ANA,TBA,0,$1 ,2005,,,,-,Vince Naimoli,Chuck LaMar,"$550,000 in majors"
"Hansen, Dave",inf,36,,SDN,CHN,0,$1 ,2005,,,,-,Tribune Co.,Jim Hendry,"$500,000 in majors"
"Harris, Lenny",2b,40,,FLA,FLA,0,$1 ,2005,,,,-,Jeffrey Loria,Larry Beinfest,"$425,000 in majors"
"Hernandez, Robetto",rhp,40,Type C,PHI,NYN,0,$1 ,2005,,,,Hendricks Sports,Fred Wilpon,Omar Minaya,"$650,000 in majors"
"Manzanillo, Josias",rhp,37,,FLA,BOS,0,$1 ,2005,,,,,John Henry,Theo Epstein,"$350,000 in majors"
"McCarty, Dave",1b,35,,BOS,BOS,0,$1 ,2005,,,,,John Henry,Theo Epstein,"$550,000 in majors"
"McCracken, Quinton",of,34,,ARI,ARI,0,$1 ,2005,,,,-,Ken Kendrick,Joe Garagiola Jr.,"$750,000 in majors"
"Mendoza, Ramiro",rhp,33,,BOS,NYA,0,$1 ,2005,,,,Hendricks Sports,Geo Steinbrenner,Brian Cashman,
"Mordecai, Mike",3b,37,,FLA,FLA,0,$1 ,2005,,,,,Jeffrey Loria,Larry Beinfest,
"Mulholland, Terry",lhp,42,,MIN,MIN,0,$1 ,2005,,,,Joe Bick,Carl Pohlad,Terry Ryan,"$750,000 in majors"
"Myers, Greg",c,39,Type B,TOR,TOR,0,$1 ,2005,,,,-,Edward Rogers,J.P. Ricciardi,"$700,000 in majors"
"Nelson, Jeff",rhp,38,Type A,TEX,SEA,0,$1 ,2005,,,,Ron Shapiro,Nintendo/America,Bill Bavasi,
"Nitkowski, C.J.",lhp,32,,NYA,MIN,0,$1 ,2005,,,,-,Carl Pohlad,Terry Ryan,"$500,000 in majors"
"Nomo, Hideo",rhp,36,Type B,LAN,TBA,0,$1 ,2005,,,,Arn Tellum,Vince Naimoli,Chuck LaMar,"$800,000 in majors"
"Powell, Jay",rhp,33,,TEX,ATL,0,$1 ,2005,,,,Bo McKinnis,Time Warner,John Schuerholz,"$600,000 in majors"
"Ritchie, Todd",rhp,33,,TBA,PIT,0,$1 ,2005,,,,-,Kevin McClatchy,Dave Littlefield,"$350,000 in majors"
"Sele, Aaron",rhp,35,Type C,ANA,SEA,0,$1 ,2005,,,,-,Nintendo/America,Bill Bavasi,"$700,000 in majors"
"Shuey, Paul",rhp,34,Type A,LAN,CLE,0,$1 ,2005,,,,-,Larry Dolan,Mark Shaprio,"$400,000 in majors"
"Sparks, Steve",rhp,39,,ARI,SDN,0,$1 ,2005,,,,,John Moores,Kevin Towers,"$550,000 in majors"
"Springer, Russ",rhp,36,,HOU,HOU,0,$1 ,2005,,,,-,Drayton McLane,Tim Purpura,"$550,000 in majors"
"Stinnett, Kelly",c,35,,KCA,ARI,0,$1 ,2005,,,,-,Ken Kendrick,Joe Garagiola Jr.,"$525,000 in majors"
"Wasdin, John",rhp,32,,TEX,TEX,0,$1 ,2005,,,,-,Tom Hicks,John Hart,"$555,000 in majors"
"White, Rick",rhp,36,,CLE,PIT,0,$1 ,2005,,,,Dan Horwits,Kevin McClatchy,Dave Littlefield,"$475,000 in majors"
"Williamson, Scott",rhp,30,Type A,BOS,CHN,0,$1 ,2005,club,,,Jeff Moorad,Tribune Co.,Jim Hendry,"$316,000 in majors"
"Wilson, Enrique",2b,31,,NYA,BAL,0,$1 ,2005,,,,,Peter Angelos,Beattie/Flanagan,"$650,000 in majors"
,,,,,,,,,,,,,,,
"Kapler, Gabe",of,29,,BOS,NPB,1,"$2,700,000 ",2005,,,,,,,Signed by Yomiuri of Japan
"Miceli, Dan",rhp,34,Type A,HOU,NPB,1,"$2,000,000 ",2005,,,,,,,Signed by Yomiuri of Japan
"Batista, Tony",3b,31,Type A,MON,NPB,2,"$15,000,000 ",2005-06,,,,,,,Signed by Fukouka of Japan
,,,,,,,,,,,,,,,
REMAINING FREE AGENTS (31),,,,,,,,,,,,,,,
"Ashby, Andy",rhp,37,,SDN,dnp,,,,,,,,,,
"Boehringer, Brian",rhp,36,,PIT,dnp,,,,,,,,,,
"Bragg, Darren",of,35,,CIN,dnp,,,,,,,,,,
"Burks, Ellis",dh,40,,BOS,dnp,,,,,,,,,,
"Daal, Omar",lhp,33,,BAL,dnp,,,,,,,,,,
"Fetters, Mike",rhp,40,,ARI,dnp,,,,,,,,,,
"Fordyce, Brook",c,35,Type B,TBA,dnp,,,,,,,,,,
"Fox, Andy",3b,34,,TEX,dnp,,,,,,,,,,
"Fullmer, Brad",dh,30,,TEX,dnp,,,,,,,,,,
"Greer, Rusty",of,36,,TEX,dnp,,,,,,,,,,
"Hentgen, Pat",rhp,36,,TOR,dnp,,,,,,,,,,
"Hundley, Todd",c,36,,LAN,dnp,,,,,,,,,,
"Lankford, Ray",of,38,,SLN,dnp,,,,,,,,,,
"Larkin, Barry",ss,41,Type B,CIN,dnp,,,,,,,,,,
"Leskanic, Curtis",rhp,37,Type B,BOS,dnp,,,,,,,,,,
"Levine, Alan",rhp,38,Type C,DET,dnp,,,,,,,,,,
"Martinez, Edgar",dh,42,Type A,SEA,dnp,,,,,,,,,,
"Mayne, Brent",c,37,Type B,LAN,dnp,,,,,,,,,,
