Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Cox, Danny",rhp-s,36,,TOR,TOR,1,"$490,000 ",1996,,,"$490,000",Eric Goldschmidt,Interbrew SA,Gord Ash,
"Myers, Greg",c,30,Type B,CAL,MIN,1,"$475,000 ",1996,,,"$475,000",,Carl Pohlad,Terry Ryan,
"Reed, Jeff",c,33,,SFN,COL,1,"$425,000 ",1996,,,"$425,000",,Jerry McMorris,Bob Gebhard,
"Honeycutt, Rick",lhp,42,Type B,NYA,SLN,1,"$400,000 ",1996,,,"$400,000",,Anheuser-Busch,Walt Jocketty,
"Smith, Dwight",of,32,,ATL,ATL,1,"$350,000 ",1996,,,"$350,000",,Ted Turner,John Schuerholz,
"Gallego, Mike",inf,35,,OAK,SLN,1,"$300,000 ",1996,,,"$300,000",Bronner/Gilhooley,Anheuser-Busch,Walt Jocketty,
"Fernandez, Sid",lhp-s,33,Type B,PHI,PHI,1,"$250,000 ",1996,,,"$250,000",Tom Selakovich,Bill Giles,Lee Thomas,
"Ontiveros, Steve",rhp,35,Type B,OAK,CAL,1,"$225,000 ",1996,,,"$225,000",,Gene Autry,Bill Bavasi,
"Aldrete, Mike",1b,35,,CAL,CAL,0,$1 ,1996,,,,,Gene Autry,Bill Bavasi,"$200,000 in majors"
"Borders, Pat",c,33,Type C,HOU,SLN,0,$1 ,1996,,,,Joe Maenza,Anheuser-Busch,Walt Jocketty,"$350,000 in majors"
"Browne, Jerry",of,30,Type B,FLA,NYN,0,$1 ,1996,,,,,Wilpon/Doubleday,Joe McIlvaine,"$250,000 in majors"
"Browning, Tom",lhp-s,36,,KCA,KCA,0,$1 ,1996,,,,Bronner/Gilhooley,Gtr KC Foundation,Herk Robinson,"$300,000 in majors"
"Cangelosi, John",of,33,Type B,HOU,HOU,0,$1 ,1996,,,,,Drayton McLane,Gerry Hunsicker,"$280,000 in majors"
"Coleman, Vince",of,34,Type C,SEA,CIN,0,$1 ,1996,,,,Richie Bry,Marge Schott,Jim Bowden,"$500,000 in majors"
"Darwin, Danny",rhp,40,,TEX,PIT,0,$1 ,1996,,,,Hendricks Sports,Kevin McClatchy,Cam Bonifay,"$250,000 in majors"
"Dawson, Andre",of,41,Type C,FLA,FLA,0,$1 ,1996,,,,Richard Moss,Wayne Huizenga,Dave Dombrowski,"$500,000 in majors"
"Dibble, Rob",rhp,32,,MIL,CHN,0,$1 ,1996,,,,,Tribune Co.,Ed Lynch,"$250,000 in majors"
"Eichhorn, Mark",rhp,36,Type A,BAL,CAL,0,$1 ,1996,,,,,Gene Autry,Bill Bavasi,"$160,000 in majors"
"Espinoza, Alvaro",ss,34,,CLE,CLE,0,$1 ,1996,,,,,Richard Jacobs,John Hart,"$400,000 in majors"
"Farrell, John",rhp,33,,CLE,SEA,0,$1 ,1996,,,,,Nintendo/America,Woody Woodward,"$225,000 in majors"
"Gallagher, Dave",of,35,,CAL,CLE,0,$1 ,1996,,,,,Richard Jacobs,John Hart,"$250,000 in majors"
"Gonzales, Rene",3b,35,,CAL,TEX,0,$1 ,1996,,,,,TSchieffer / ERose,Doug Melvin,"$175,000 in majors"
"Guetterman, Lee",lhp,37,,SEA,SEA,0,$1 ,1996,,,,,Nintendo/America,Woody Woodward,"$275,000 in majors"
"Habyan, John",rhp,32,Type A,CAL,COL,0,$1 ,1996,,,,,Jerry McMorris,Bob Gebhard,"$300,000 in majors"
"Howe, Steve",lhp,38,Type A,NYA,NYA,0,$1 ,1996,,,,,Geo Steinbrenner,Bob Watson,"$500,000 in majors"
"James, Dion",of,33,,NYA,MON,0,$1 ,1996,,,,,Claude Brochu,Jim Beattie,
"Kelly, Roberto",of,31,Type B,LAN,MIN,0,$1 ,1996,,,,,Carl Pohlad,Terry Ryan,"$525,000 in majors"
"McGee, Willie",cf,37,Type C,BOS,SLN,0,$1 ,1996,,,,Reich Katz Landis,Anheuser-Busch,Walt Jocketty,"$500,000 in majors"
"Mulholland, Terry",lhp,33,Type C,SFN,PHI,0,$1 ,1996,,,,Joe Bick,Bill Giles,Lee Thomas,"$350,000 in majors"
"Olson, Gregg",rhp,29,,KCA,SLN,0,$1 ,1996,,,,,Anheuser-Busch,Walt Jocketty,"$600,000 in majors"
"Oquendo, Jose",2b,32,,SLN,SLN,0,$1 ,1996,,,,,Anheuser-Busch,Walt Jocketty,"$250,000 in majors"
"Owen, Spike",inf,35,Type C,CAL,TEX,0,$1 ,1996,,,,,TSchieffer / ERose,Doug Melvin,
"Pagliarulo, Mike",3b,36,,TEX,TEX,0,$1 ,1996,,,,,TSchieffer / ERose,Doug Melvin,"$250,000 in majors"
"Parrish, Lance",c,40,Type C,TOR,PIT,0,$1 ,1996,,,,Reich Katz Landis,Kevin McClatchy,Cam Bonifay,"$250,000 in majors"
"Pena, Alejandro",rhp,37,Type B,ATL,FLA,0,$1 ,1996,,,,,Wayne Huizenga,Dave Dombrowski,"$800,000 in majors"
"Polonia, Luis",of,32,,ATL,SEA,0,$1 ,1996,,,,,Nintendo/America,Woody Woodward,"$700,000 in majors"
"Ripken, Bill",2b,31,,CLE,BAL,0,$1 ,1996,,,,,Peter Angelos,Pat Gillick,"$250,000 in majors"
"Samuel, Juan",2b,35,Type B,KCA,TOR,0,$1 ,1996,,,,,Interbrew SA,Gord Ash,"$325,000 in majors"
"Sanderson, Scott",rhp-s,39,,CAL,CAL,0,$1 ,1996,,,,,Gene Autry,Bill Bavasi,"$200,000 in majors"
"Schofield, Dick",ss,33,,CAL,CAL,0,$1 ,1996,,,,,Gene Autry,Bill Bavasi,"$250,000 in majors"
"Slaught, Don",c,37,Type A,PIT,CIN,0,$1 ,1996,,,,,Marge Schott,Jim Bowden,"$250,000 in majors"
"Smith, Zane",lhp-s,35,Type B,BOS,PIT,0,$1 ,1996,,,,,Kevin McClatchy,Cam Bonifay,"$400,000 in majors"
"Spiers, Bill",2b,30,,NYN,HOU,0,$1 ,1996,,,,,Drayton McLane,Gerry Hunsicker,"$325,000 in majors"
"Thompson, Milt",of,37,,HOU,LAN,0,$1 ,1996,,,,,Peter O'Malley,Fred Claire,"$300,000 in majors"
"Viola, Frank",lhp-s,36,,CIN,TOR,0,$1 ,1996,,,,Craig Fenech,Interbrew SA,Gord Ash,"$500,000 in majors"
"Wallach, Tim",3b,38,Type A,LAN,CAL,0,$1 ,1996,,,,,Gene Autry,Bill Bavasi,"$500,000 in majors"
"Ward, Duane",rhp,32,,CHN,CHN,0,$1 ,1996,,,,,Tribune Co.,Ed Lynch,"$500,000 in majors"
"Wilson, Trevor",lhp,30,,,CIN,0,$1 ,1996,,,,,Marge Schott,Jim Bowden,"$375,000 in majors"
,,,,,,,,,,,,,,,
REMAINING FREE AGENTS (15),,,,,,,,,,,,,,,
"Bass, Kevin",of,37,Type C,BAL,dnp,,,,,,,,,,
"Bielecki, Mike",rhp,36,Type C,CAL,dnp,,,,,,,,,,
"Fletcher, Scott",2b,37,,DET,dnp,,,,,,,,,,
"Harper, Brian",inf,36,,OAK,dnp,,,,,,,,,,
"Henke, Tom",rhp,38,Type A,SLN,dnp,,,,,,,,,,
"Johnson, Howard",of,35,,CHN,dnp,,,,,,,,,,
"Maldonado, Candy",of,35,,TEX,dnp,,,,,,,,,,
"Mattingly, Don",1b,35,Type B,NYA,dnp,,,,,,,,,,
"Righetti, Dave",lhp,37,,CHA,dnp,,,,,,,,,,
"Russell, Jeff",rhp,34,Type B,TEX,dnp,,,,,,,,,,
"Stubbs, Franklin",1b,35,,DET,dnp,,,,,,,,,,
"Van Slyke, Andy",of,35,Type C,PHI,dnp,,,,,,,,,,
"Wegman, Bill",rhp,33,Type B,MIL,dnp,,,,,,,,,,
"Whitaker, Lou",2b,39,Type A,DET,dnp,,,,,,,,,,
"Winfield, Dave",of,44,,CLE,dnp,,,,,,,,,,
