Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Redman, Mark",lhp,34,,COL,COL,1,"$1,000,000 ",2008,,,"$1,000,000",Casey Close,Monfort brothers,Dan O'Dowd,
"Wright, Jamey",rhp,33,,TEX,TEX,1,"$1,000,000 ",2008,,,"$1,000,000",Casey Close,Tom Hicks,Jon Daniels,
"Easley, Damion",2b,38,,NYN,NYN,1,"$950,000 ",2008,,,"$950,000",Paul Cohen,Fred Wilpon,Omar Minaya,
"Clark, Tony",1b,36,,ARI,SDN,1,"$900,000 ",2008,,,"$900,000",John Boggs,John Moores,Kevin Towers,
"Bennett, Gary",c,36,,SLN,LAN,1,"$875,000 ",2008,club,,"$875,000",,Frank McCourt,Ned Colletti,
"Cairo, Miguel",inf,34,,SLN,SEA,1,"$850,000 ",2008,,,"$850,000",ACES,Nintendo/America,Bill Bavasi,
"Kim, Byung-Hyun",rhp,29,,FLA,PIT,1,"$850,000 ",2008,,,"$850,000",Boras Corp.,Bob Nutting,Neal Huntington,
"LaRue, Jason",c,34,,KCA,SLN,1,"$850,000 ",2008,,,"$850,000",,Bill DeWitt Jr.,John Mozeliak,
"Perez, Odalis",lhp-s,30,,KCA,WAS,1,"$850,000 ",2008,,,"$850,000",Fern Cuza,Ted Lerner,Jim Bowden,
"Casey, Sean",1b,33,Type B,DET,BOS,1,"$800,000 ",2008,,,"$800,000",Ron Shapiro,John Henry,Theo Epstein,
"Hinske, Eric",1b-of,30,,BOS,TBA,1,"$800,000 ",2008,,,"$800,000",,Stuart Sternberg,Andrew Friedman,
"Mientkiewicz, Doug",1b,34,,NYA,PIT,1,"$750,000 ",2008,,,"$750,000",,Bob Nutting,Neal Huntington,
"Bako, Paul",c,36,,BAL,CIN,1,"$700,000 ",2008,,,"$700,000",Meister Sports,Bob Castellini,Wayne Krivsky,
"Foulke, Keith",rhp,35,,CLE,OAK,1,"$700,000 ",2008,,,"$700,000",Dan Horwits,Lewis Wolff,Billy Beane,
"Sweeney, Mark",1b,38,,LAN,LAN,1,"$600,000 ",2008,,,"$600,000",Barry Axelrod,Frank McCourt,Ned Colletti,
"Villone, Ron",lhp,38,,NYA,SLN,1,"$600,000 ",2008,,,"$600,000",Boras Corp.,Bill DeWitt Jr.,John Mozeliak,
"DiFelice, Mike",c,39,,NYN,TBA,1,"$560,000 ",2008,,,"$560,000",,Stuart Sternberg,Andrew Friedman,
"Mirabelli, Doug",c,37,,BOS,BOS,1,"$550,000 ",2008,,,"$550,000",ACES,John Henry,Theo Epstein,
"Norton, Greg",inf,35,,TBA,SEA,1,"$550,000 ",2008,,,"$550,000",,Nintendo/America,Bill Bavasi,
"Seanez, Rudy",rhp,39,,LAN,LAN,1,"$550,000 ",2008,,,"$550,000",Alan Nero,Frank McCourt,Ned Colletti,
"Hairston Jr., Jerry",2b-of,32,,TEX,CIN,1,"$500,000 ",2008,,,"$500,000",Casey Close,Bob Castellini,Wayne Krivsky,
"Moehler, Brian",rhp,36,,HOU,HOU,1,"$500,000 ",2008,,,"$500,000",Career Sports,Drayton McLane,Ed Wade,
"Sweeney, Mike",dh,34,,KCA,OAK,1,"$500,000 ",2008,,,"$500,000",ACES,Lewis Wolff,Billy Beane,
"Rhodes, Arthur",lhp,38,,SEA,SEA,1,"$450,000 ",2008,,,"$450,000",Dan Horwits,Nintendo/America,Bill Bavasi,
"Armas, Tony",rhp,30,,PIT,NYN,0,$1 ,2008,,,,Diego Bentz,Fred Wilpon,Omar Minaya,$1M in majors
"Benitez, Armando",rhp,35,,FLA,TOR,0,$1 ,2008,,,,Mike Powers,Edward Rogers,J.P. Ricciardi,"$700,000 in majors"
"Benson, Kris",rhp-s,33,,BAL,PHI,0,$1 ,2008,,,,Gregg Clifton,Bill Giles,Pat Gillick,"$500,000 in majors"
"Branyan, Russell",3b,32,,SLN,MIL,0,$1 ,2008,,,,Dan Lozano,Mark Attanasio,Doug Melvin,"$850,000 in majors"
"Colon, Bartolo",rhp-s,35,,ANA,BOS,0,$1 ,2008,,,,Mitch Frankel,John Henry,Theo Epstein,$1.2M in majors
"Davanon, Jeffrey",of,34,,OAK,SDN,0,$1 ,2008,,,,Mike Nicotera,John Moores,Kevin Towers,"$750,000 in majors"
"Dessens, Elmer",rhp,37,,COL,PIT,0,$1 ,2008,,,,Oscar Suarez,Bob Nutting,Neal Huntington,"$650,000 in majors"
"Fasano, Sal",c,36,,TOR,TOR,0,$1 ,2008,,,,Meister Sports,Edward Rogers,J.P. Ricciardi,"$750,000 in majors"
"Fick, Robert",1b,34,,WAS,SDN,0,$1 ,2008,,,,Joe Longo,John Moores,Kevin Towers,"$650,000 in majors"
"Kielty, Bobby",of,31,,BOS,BOS,0,$1 ,2008,,,,,John Henry,Theo Epstein,"$800,000 in majors"
"Martinez, Ramon",2b,35,,LAN,LAN,0,$1 ,2008,,,,Alan Nero,Frank McCourt,Ned Colletti,"$700,000 in majors"
"Nixon, Trot",of,34,,CLE,ARI,0,$1 ,2008,,,,Ron Shapiro,Ken Kendrick,Josh Byrnes,"$390,000 in majors"
"Nunez, Abraham",3b,32,,PHI,MIL,0,$1 ,2008,,,,,Mark Attanasio,Doug Melvin,"$900,000 in majors"
"Paul, Josh",c,33,,TBA,TBA,0,$1 ,2008,,,,Richard Moss,Stuart Sternberg,Andrew Friedman,"$675,000 in majors"
"Reitsma, Chris",rhp,30,,SEA,SEA,0,$1 ,2008,,,,Brian Goldberg,Nintendo/America,Bill Bavasi,"$850,000 in majors"
"Valentin, Jose",2b,38,,NYN,NYN,0,$1 ,2008,,,,David Elston,Fred Wilpon,Omar Minaya,$1M in majors
"Weaver, Jeff",rhp-s,31,,SEA,MIL,0,$1 ,2008,,,,Boras Corp.,Mark Attanasio,Doug Melvin,$1.25M in majors
"Woodward, Chris",inf,32,,ATL,NYA,0,$1 ,2008,,,,,Geo Steinbrenner,Brian Cashman,
,,,,,,,,,,,,,,,
REMAINING FREE AGENTS (35),,,,,,,,,,,,,,,
"Alfonseca, Antonio",rhp,36,,PHI,dnp,,,,,,,,,,
"Alomar, Sandy",c,42,,NYN,dnp,,,,,,,,,,
"Biggio, Craig",2b,42,,HOU,dnp,,,,,,,,,,
"Bonds, Barry",lf,43,Type A,SFN,dnp,,,,,,,,,,
"Cirillo, Jeff",3b,38,,ARI,dnp,,,,,,,,,,
"Clayton, Royce",ss,38,,BOS,dnp,,,,,,,,,,
"Clemens, Roger",rhp-s,45,,NYA,dnp,,,,,,,,,,
"Conine, Jeff",1b,42,,NYN,dnp,,,,,,,,,,
"Franco, Julio",1b,49,,ATL,dnp,,,,,,,,,,
"Garcia, Freddy",rhp-s,31,Type B,PHI,dnp,,,,,,,,,,
"Graffanino, Tony",inf,36,Type B,MIL,dnp,,,,,,,,,,
"Green, Shawn",of,35,Type B,NYN,dnp,,,,,,,,,,
"Klesko, Ryan",1b,37,,SFN,dnp,,,,,,,,,,
"Koskie, Corey",3b,35,,MIL,dnp,,,,,,,,,,
"Lieberthal, Mike",c,36,,LAN,dnp,,,,,,,,,,
"Lofton, Kenny",of,41,Type B,CLE,dnp,,,,,,,,,,
"Lopez, Rodrigo",rhp,32,,COL,dnp,,,,,,,,,,
"Matheny, Mike",c,37,,SFN,dnp,,,,,,,,,,
"Mesa, Jose",rhp,42,,PHI,dnp,,,,,,,,,,
"Miller, Damian",c,38,,MIL,dnp,,,,,,,,,,
"Milton, Eric",lhp,32,,CIN,dnp,,,,,,,,,,
"Myers, Mike",lhp,39,,CHA,dnp,,,,,,,,,,
"Ortiz, Russ",rhp-s,34,,SFN,dnp,,,,,,,,,,
"Palmeiro, Orlando",of,39,,HOU,dnp,,,,,,,,,,
"Perez, Neifi",ss,35,,DET,dnp,,,,,,,,,,
"Piazza, Mike",c,39,Type B,OAK,dnp,,,,,,,,,,
"Sanders, Reggie",of,40,,KCA,dnp,,,,,,,,,,
"Sele, Aaron",rhp,38,,NYN,dnp,,,,,,,,,,
"Sosa, Sammy",of,39,,TEX,dnp,,,,,,,,,,
"Stinnett, Kelly",c,38,,SLN,dnp,,,,,,,,,,
"Thonmson, John",rhp,34,,KCA,dnp,,,,,,,,,,
"Wells, David",lhp-s,45,,LAN,dnp,,,,,,,,,,
"White, Rondell",of,36,,MIN,dnp,,,,,,,,,,
"Wickman, Bob",rhp,39,,ARI,dnp,,,,,,,,,,
"Wilson, Preston",of,33,,SLN,dnp,,,,,,,,,,
