Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"DeRosa, Mark",inf-of,35,Type B,SLN,SFN,2,"$12,000,000 ",2010-11,,,"$6,000,000",Career Sports,Bill Neukom,Brian Sabean,
"Gonzalez, Mike",lhp,32,Type A,ATL,BAL,2,"$12,000,000 ",2010-11,,,"$6,000,000",Boras Corp.,Peter Angelos,Andy MacPhail,
"Pettitte, Andy",lhp,38,Type B,NYA,NYA,1,"$11,750,000 ",2010,,,"$11,750,000",Hendricks Sports,Hal Steinbrenner,Brian Cashman,
"Rodney, Fernando",rhp,33,Type B,DET,ANA,2,"$11,000,000 ",2010-11,,,"$5,500,000",Bill Rego,Arturo Moreno,Tony Reagins,
"Beltre, Adrian",3b,31,Type B,SEA,BOS,1,"$10,000,000 ",2010,player,,"$10,000,000",Boras Corp.,John Henry,Theo Epstein,
"Damon, Johnny",of,36,Type A,NYA,DET,1,"$8,000,000 ",2010,,,"$8,000,000",Boras Corp.,Mike Ilitch,Dave Dombrowski,
"Betancourt, Rafael",rhp,35,Type A,COL,COL,2,"$7,550,000 ",2010-11,,,"$3,775,000",Octagon,Monfort brothers,Dan O'Dowd,
"Grabow, John",lhp,31,Type A,CHN,CHN,1,"$7,500,000 ",2010,,,"$7,500,000",Paul Kinzer,Tom Ricketts,Jim Hendry,
"Penny, Brad",rhp,32,,SFN,SLN,1,"$7,500,000 ",2010,,,"$7,500,000",Brian Peters,Bill DeWitt Jr.,John Mozeliak,
"Hawkins, LaTroy",rhp,37,Type A,HOU,MIL,2,"$7,500,000 ",2010-11,,,"$3,750,000",Reynolds Sports,Mark Attanasio,Doug Melvin,
"Harden, Rich",rhp,28,Type B,CHN,TEX,1,"$7,250,000 ",2010,mutual,,"$7,250,000",Wasserman,Tom Hicks,Jon Daniels,
"Soriano, Rafael",rhp,30,Type A,ATL,TBA,1,"$7,250,000 ",2010,,,"$7,250,000",Boras Corp.,Stuart Sternberg,Andrew Friedman,Signed after being acquired in trade from Atlanta
"Pavano, Carl",rhp,34,Type B,MIN,MIN,1,"$7,000,000 ",2010,,,"$7,000,000",Tom O'Connell,Jim Pohlad,Bill Smith,
"Wagner, Billy",lhp,38,Type A,BOS,ATL,1,"$7,000,000 ",2010,club,,"$7,000,000",Bean Stringfellow,Liberty Media,Frank Wren,
"Guerrero, Vladimir",dh,35,Type B,ANA,TEX,1,"$6,500,000 ",2010,mutual,,"$6,500,000",SFX,Tom Hicks,Jon Daniels,
"LaRoche, Adam",1b,30,Type B,ATL,ARI,1,"$6,000,000 ",2010,mutual,,"$6,000,000",SFX,Ken Kendrick,Josh Byrnes,
"Matsui, Hideki",of,36,,NYA,ANA,1,"$6,000,000 ",2010,,,"$6,000,000",SFX,Arturo Moreno,Tony Reagins,
"Tejada, Miguel",ss,36,Type A,HOU,BAL,1,"$6,000,000 ",2010,,,"$6,000,000",SFX,Peter Angelos,Andy MacPhail,
"Kendall, Jason",c,36,Type B,MIL,KCA,2,"$6,000,000 ",2010,,,"$3,000,000",SFX,David Glass,Dayton Moore,
"Rodriguez, Ivan",c,38,Type B,TEX,WAS,2,"$6,000,000 ",2010-11,,,"$3,000,000",Boras Corp.,Ted Lerner,Mike Rizzo,
"Johnson, Nick",1b,31,Type B,FLA,NYA,1,"$5,750,000 ",2010,mutual,,"$5,750,000",Rex Gary,Hal Steinbrenner,Brian Cashman,
"Crisp, Coco",of,30,,KCA,OAK,1,"$5,500,000 ",2010,club,,"$5,500,000",Steve Comte,Lewis Wolff,Billy Beane,
"Garland, Jon",rhp,30,Type B,LAN,SDN,1,"$5,300,000 ",2010,mutual,,"$5,300,000",Craig Landis,John Moores,Jed Hoyer,
"Davis, Doug",lhp,34,Type B,ARI,MIL,1,"$5,250,000 ",2010,mutual,,"$5,250,000",Steve Canter,Mark Attanasio,Doug Melvin,
"Baez, Danys",rhp,32,,BAL,PHI,2,"$5,250,000 ",2010-11,,,"$2,625,000",Greg Genske,Bill Giles,Ruben Amaro Jr.,
"Myers, Brett",rhp,29,,PHI,HOU,1,"$5,100,000 ",2010,mutual,,"$5,100,000",Craig Landis,Drayton McLane,Ed Wade,
"Padilla, Vicente",rhp,32,Type B,LAN,LAN,1,"$5,025,000 ",2010,,,"$5,025,000",Wasserman,Frank McCourt,Ned Colletti,
"Hudson, Orlando",2b,32,Type A,LAN,MIN,1,"$5,000,000 ",2010,,,"$5,000,000",Greg Genske,Jim Pohlad,Bill Smith,
"Feliz, Pedro",3b,35,,HOU,HOU,1,"$4,500,000 ",2010,,,"$4,500,000",ACES,Drayton McLane,Ed Wade,
"Molina, Bengie",c,35,Type A,SFN,SFN,1,"$4,500,000 ",2010,,,"$4,500,000",Alan Nero,Bill Neukom,Brian Sabean,
"Carroll, Jamey",2b,36,,CLE,LAN,2,"$3,850,000 ",2010-11,,,"$1,925,000",Jonathan Maurer,Frank McCourt,Ned Colletti,
"Dotel, Octavio",rhp,36,Type A,CHA,PIT,1,"$3,500,000 ",2010,club,,"$3,500,000",Dan Horwits,Bob Nutting,Neal Huntington,
"Nady, Xavier",of,31,Type B,NYA,CHN,1,"$3,300,000 ",2010,,,"$3,300,000",Boras Corp.,Tom Ricketts,Jim Hendry,
"Ankiel, Rick",of,30,,SLN,KCA,1,"$3,250,000 ",2010,,,"$3,250,000",,David Glass,Dayton Moore,
"Oliver, Darren",lhp,39,Type A,ANA,TEX,1,"$3,250,000 ",2010,,,"$3,250,000",Jay Franklin,Tom Hicks,Jon Daniels,
"Uribe, Juan",2b,31,,SFN,SFN,1,"$3,250,000 ",2010,,,"$3,250,000",Martin Arburua,Bill Neukom,Brian Sabean,
"Cabrera, Orlando",ss,35,Type A,MIN,CIN,1,"$3,020,000 ",2010,mutual,,"$3,020,000",Dan Lozano,Bob Castellini,Walt Jocketty,
"Huff, Aubrey",of,33,,DET,SFN,1,"$3,000,000 ",2010,,,"$3,000,000",SFX,Bill Neukom,Brian Sabean,
"Putz, J.J.",rhp,33,,NYN,CHA,1,"$3,000,000 ",2010,,,"$3,000,000",Craig Landis,Jerry Reinsdorf,Ken Williams,
"McDonald, John",ss,35,,TOR,TOR,2,"$3,000,000 ",2010-11,,,"$1,500,000",SFX,Edward Rogers,Alex Anthopoulos,
"Gonzalez, Alex",ss,33,,BOS,TOR,1,"$2,750,000 ",2010,club,,"$2,750,000",Eric Goldschmidt,Edward Rogers,Alex Anthopoulos,
"Gregg, Kevin",rhp,32,Type A,CHN,TOR,1,"$2,750,000 ",2010,club,,"$2,750,000",Dan Horwits,Edward Rogers,Alex Anthopoulos,
"Schneider, Brian",c,33,,NYN,PHI,2,"$2,750,000 ",2010,,,"$1,375,000",Ron Shapiro,Bill Giles,Ruben Amaro Jr.,
"Gload, Ross",1b-of,34,,FLA,PHI,2,"$2,600,000 ",2010-11,,,"$1,300,000",,Bill Giles,Ruben Amaro Jr.,
"Olivo, Miguel",c,31,Type B,KCA,COL,1,"$2,500,000 ",2010,club,,"$2,500,000",Dan Horwits,Monfort brothers,Dan O'Dowd,
"Howry, Bob",rhp,36,Type B,SFN,ARI,1,"$2,250,000 ",2010,,,"$2,250,000",,Ken Kendrick,Josh Byrnes,
"Zaun, Gregg",c,39,Type B,TBA,MIL,1,"$2,150,000 ",2010,club,,"$2,150,000",West Coast Sports,Mark Attanasio,Doug Melvin,
"Hairston, Jerry",inf-of,34,,NYA,SDN,1,"$2,125,000 ",2010,,,"$2,125,000",,John Moores,Jed Hoyer,
"Counsell, Craig",inf,39,,MIL,MIL,1,"$2,100,000 ",2010,,,"$2,100,000",Meister Sports,Mark Attanasio,Doug Melvin,
"Branyan, Russell",1b,34,,SEA,CLE,1,"$2,000,000 ",2010,mutual,,"$2,000,000",Dan Lozano,Larry Dolan,Mark Shapiro,
"Cora, Alex",ss,34,,NYN,NYN,1,"$2,000,000 ",2010,,,"$2,000,000",,Fred Wilpon,Omar Minaya,
"Bedard, Erik",lhp,31,Type B,SEA,SEA,1,"$1,750,000 ",2010,mutual,,"$1,750,000",SFX,Nintendo/America,Jack Zduriencik,
"Duchscherer, Justin",rhp,32,Type B,OAK,OAK,1,"$1,750,000 ",2010,,,"$1,750,000",Damon Lapa,Lewis Wolff,Billy Beane,
"Giambi, Jason",1b,39,,COL,COL,1,"$1,750,000 ",2010,,,"$1,750,000",SFX,Monfort brothers,Dan O'Dowd,
"Glaus, Troy",3b-1b,33,Type B,SLN,ATL,1,"$1,750,000 ",2010,,,"$1,750,000",Mike Nicotera,Liberty Media,Frank Wren,
"Podsednik, Scott",of,34,,CHA,KCA,1,"$1,750,000 ",2010,,,"$1,750,000",Ryan Gleichowski,David Glass,Dayton Moore,
"Everett, Adam",ss,33,,DET,DET,1,"$1,550,000 ",2010,,,"$1,550,000",Lonnie Cooper,Mike Ilitch,Dave Dombrowski,
"Contreras, Jose",rhp,38,,COL,PHI,1,"$1,500,000 ",2010,,,"$1,500,000",Jaime Torres,Bill Giles,Ruben Amaro Jr.,
"Kennedy, Adam",3b,34,,OAK,WAS,1,"$1,500,000 ",2010,club,,"$1,500,000",Paul Cohen,Ted Lerner,Mike Rizzo,
"Thome, Jim",dh-1b,39,,LAN,MIN,1,"$1,500,000 ",2010,,,"$1,500,000",SFX,Jim Pohlad,Bill Smith,
"Hendrickson, Mark",lhp,36,,BAL,BAL,1,"$1,400,000 ",2010,club,,"$1,400,000",CAA - Joe Urbon,Peter Angelos,Andy MacPhail,
"Vizquel, Omar",ss,43,,TEX,CHA,1,"$1,375,000 ",2010,,,"$1,375,000",Adam Katz,Jerry Reinsdorf,Ken Williams,
"Donnelly, Brendan",rhp,38,,FLA,PIT,1,"$1,350,000 ",2010,,,"$1,350,000",Dominic Torres,Bob Nutting,Neal Huntington,
"Ohman, Will",lhp,32,Type B,LAN,BAL,1,"$1,350,000 ",2010,,,"$1,350,000",,Peter Angelos,Andy MacPhail,
"Mora, Melvin",3b,38,Type B,BAL,COL,1,"$1,300,000 ",2010,,,"$1,300,000",Lon Babby,Monfort brothers,Dan O'Dowd,
"Escobar, Kelvim",rhp,34,,LAN,NYN,1,"$1,250,000 ",2010,,,"$1,250,000",Peter Greenberg,Fred Wilpon,Omar Minaya,
"Torrealba, Yorvit",c,31,Type B,COL,SDN,1,"$1,250,000 ",2010,mutual,,"$1,250,000",MDR Sports,John Moores,Jed Hoyer,
"Park, Chan Ho",rhp,37,Type B,PHI,NYA,1,"$1,200,000 ",2010,,,"$1,200,000",Jeff Borris,Hal Steinbrenner,Brian Cashman,
"Winn, Randy",of,36,Type B,SFN,NYA,1,"$1,100,000 ",2010,,,"$1,100,000",Craig Landis,Hal Steinbrenner,Brian Cashman,
"Ausmus, Brad",c,41,,LAN,LAN,1,"$1,000,000 ",2010,club,,"$1,000,000",Peter Mrowka,Frank McCourt,Ned Colletti,
"Batista, Miguel",rhp,39,,SEA,WAS,1,"$1,000,000 ",2010,,,"$1,000,000",Martin Arburua,Ted Lerner,Mike Rizzo,
"Castro, Ramon",c,34,,CHA,CHA,1,"$1,000,000 ",2010,,,"$1,000,000",Jaime Torres,Jerry Reinsdorf,Ken Williams,
"Crosby, Bobby",inf,30,,OAK,PIT,1,"$1,000,000 ",2010,,,"$1,000,000",Paul Cohen,Bob Nutting,Neal Huntington,
"Hinske, Eric",of,32,,NYA,ATL,1,"$1,000,000 ",2010,,,"$1,000,000",,Liberty Media,Frank Wren,
"Lopez, Felipe",2b,30,Type B,MIL,SLN,1,"$1,000,000 ",2010,,,"$1,000,000",Beverly Hills SC,Bill DeWitt Jr.,John Mozeliak,
"Wellemeyer, Todd",rhp-s,31,,SLN,SFN,1,"$1,000,000 ",2010,,,"$1,000,000",,Bill Neukom,Brian Sabean,
"LaRue, Jason",c,36,,SLN,SLN,1,"$950,000 ",2010,,,"$950,000",,Bill DeWitt Jr.,John Mozeliak,
"Barajas, Rod",c,34,Type B,TOR,NYN,1,"$900,000 ",2010,,,"$900,000",,Fred Wilpon,Omar Minaya,
"Hernandez, Livan",rhp,35,,WAS,WAS,1,"$900,000 ",2010,,,"$900,000",Greg Genske,Ted Lerner,Mike Rizzo,
"Tracy, Chad",1b,30,,ARI,CHN,1,"$900,000 ",2010,,,"$900,000",Alan Nero,Tom Ricketts,Jim Hendry,
"Vargas, Claudio",rhp,32,,MIL,MIL,1,"$900,000 ",2010,,,"$900,000",,Mark Attanasio,Doug Melvin,
"Wright, Jamey",rhp,35,,KCA,CLE,1,"$900,000 ",2010,,,"$900,000",CAA - C Close,Larry Dolan,Mark Shapiro,
"Beimel, Joe",lhp,33,Type B,COL,COL,1,"$850,000 ",2010,,,"$850,000",Joe Sroba,Monfort brothers,Dan O'Dowd,
"Redmond, Mike",c,39,,MIN,CLE,1,"$850,000 ",2010,,,"$850,000",,Larry Dolan,Mark Shapiro,
"Springer, Russ",rhp,41,Type B,TBA,CIN,1,"$850,000 ",2010,,,"$850,000",Hendricks Sports,Bob Castellini,Walt Jocketty,
"Tatis, Fernando",inf-of,35,Type B,NYN,NYN,1,"$850,000 ",2010,,,"$850,000",Gary Goodman,Fred Wilpon,Omar Minaya,
"Belliard, Ronnie",2b,35,Type B,LAN,LAN,1,"$825,000 ",2010,,,"$825,000",Dominic Torres,Frank McCourt,Ned Colletti,
"Johnson, Reed",of,33,,CHN,LAN,1,"$800,000 ",2010,,,"$800,000",,Frank McCourt,Ned Colletti,
"Michaels, Jason",of,34,,HOU,HOU,1,"$800,000 ",2010,,,"$800,000",,Drayton McLane,Ed Wade,
"Molina, Jose",c,35,,NYA,TOR,1,"$800,000 ",2010,club,,"$800,000",Alan Nero,Edward Rogers,Alex Anthopoulos,
"Weaver, Jeff",rhp-s,33,,LAN,LAN,1,"$800,000 ",2010,,,"$800,000",Boras Corp.,Frank McCourt,Ned Colletti,
"Blanco, Henry",c,38,,SDN,NYN,1,"$750,000 ",2010,,,"$750,000",Steve Schneider,Fred Wilpon,Omar Minaya,
"Castro, Juan",ss,38,,LAN,PHI,1,"$750,000 ",2010,,,"$750,000",,Bill Giles,Ruben Amaro Jr.,
"Greene, Khalil",ss,30,,SLN,TEX,1,"$750,000 ",2010,,,"$750,000",Mike Milchin,Tom Hicks,Jon Daniels,subsequently voided
"Kearns, Austin",of,30,,WAS,CLE,1,"$750,000 ",2010,,,"$750,000",Hendricks Sports,Larry Dolan,Mark Shapiro,
"Mota, Guillermo",rhp,36,Type B,LAN,SFN,1,"$750,000 ",2010,,,"$750,000",Adam Katz,Bill Neukom,Brian Sabean,
"Stairs, Matt",of,42,,PHI,SDN,1,"$700,000 ",2010,,,"$700,000",RMG Baseball,John Moores,Jed Hoyer,
"Catalanotto, Frank",of,36,,MIL,NYN,1,"$650,000 ",2010,,,"$650,000",Octagon,Fred Wilpon,Omar Minaya,
"Chen, Bruce",lhp,33,,KCA,KCA,1,"$650,000 ",2010,,,"$650,000",Boras Corp.,David Glass,Dayton Moore,
"Sweeney, Mike",dh-1b,36,,SEA,SEA,1,"$650,000 ",2010,,,"$650,000",ACES,Nintendo/America,Jack Zduriencik,
"Anderson, Garret",of,38,Type B,ATL,LAN,1,"$550,000 ",2010,,,"$550,000",Chris Arnold,Frank McCourt,Ned Colletti,
"Cairo, Miguel",2b,36,,PHI,CIN,1,"$500,000 ",2010,,,"$500,000",ACES,Bob Castellini,Walt Jocketty,
"Jones, Andruw",of,33,,TEX,CHA,1,"$500,000 ",2010,,,"$500,000",Boras Corp.,Jerry Reinsdorf,Ken Williams,
"Quinlan, Robb",inf,33,,ANA,ANA,1,"$500,000 ",2010,,,"$500,000",Joe Speed,Arturo Moreno,Tony Reagins,
"Baldelli, Rocco",of,28,,BOS,TBA,0,$1 ,2010,,,,self-represented,Stuart Sternberg,Andrew Friedman,
"Bard, Josh",c,32,,WAS,SEA,0,$1 ,2010,,,,Octagon,Nintendo/America,Jack Zduriencik,"$650,000 in majors"
"Benoit, Joaquin",rhp,32,,TEX,TBA,0,$1 ,2010,,,,Octagon,Stuart Sternberg,Andrew Friedman,"$750,000 in majors"
"Blalock, Hank",1b,29,,TEX,TBA,0,$1 ,2010,,,,Boras Corp.,Stuart Sternberg,Andrew Friedman,"$925,000 in majors"
"Chavez, Endy",of,32,,SEA,TEX,0,$1 ,2010,club,,,Peter Greenberg,Tom Hicks,Jon Daniels,$1.05M in majors
"Dessens, Elmer",rhp,39,,NYN,NYN,0,$1 ,2010,,,,Oscar Suarez,Fred Wilpon,Omar Minaya,"$700,000 in majors"
"Embree, Alan",lhp,40,,COL,BOS,0,$1 ,2010,,,,,John Henry,Theo Epstein,"$500,000 in majors"
"Fogg, Josh",rhp,33,,COL,NYN,0,$1 ,2010,,,,Dan Horwits,Fred Wilpon,Omar Minaya,"$600,000 in majors (subsequently released)"
"Garciaparra, Nomar",ss,36,,OAK,BOS,0,$1 ,2010,,,,SFX,John Henry,Theo Epstein,retired after signing
"Giles, Brian",of,39,Type B,SDN,LAN,0,$1 ,2010,,,,Joe Bick,Frank McCourt,Ned Colletti,"$550,000 in majors (subsequently retired)"
"Guardado, Eddie",lhp,39,,TEX,WAS,0,$1 ,2010,,,,Kevin Kohler,Ted Lerner,Mike Rizzo,"$850,000 in majors (subsequently released)"
"Hampton, Mike",lhp,37,,HOU,ARI,0,$1 ,2010,,,,Mark Rodgers,Ken Kendrick,Josh Byrnes,
"Mahay, Ron",lhp,39,,MIN,MIN,0,$1 ,2010,,,,Career Sports,Jim Pohlad,Bill Smith,
"Mientkiewicz, Doug",1b,36,,LAN,LAN,0,$1 ,2010,,,,Hendricks Sports,Frank McCourt,Ned Colletti,"$550,000 in majors (subsequently released)"
"Millar, Kevin",1b,38,,TOR,CHN,0,$1 ,2010,,,,ACES,Tom Ricketts,Jim Hendry,"$750,000 in majors (subsequently released)"
"Moeller, Chad",c,35,,BAL,BAL,0,$1 ,2010,,,,Alan Meersand,Peter Angelos,Andy MacPhail,"$850,000 in majors"
"Patterson, Corey",of,30,,MIL,SEA,0,$1 ,2010,,,,,Nintendo/America,Jack Zduriencik,"$650,000 in majors"
"Rincon, Juan",rhp,31,,COL,COL,0,$1 ,2010,,,,,Monfort brothers,Dan O'Dowd,"$800,000 in majors"
"Schoeneweis, Scott",lhp,36,,ARI,MIL,0,$1 ,2010,,,,Boras Corp.,Mark Attanasio,Doug Melvin,"$800,000 in majors (subsequently released)"
"Tomko, Brett",rhp,37,,OAK,OAK,0,$1 ,2010,,,,,Lewis Wolff,Billy Beane,"$750,000 in majors"
"Villone, Ron",lhp,40,,WAS,WAS,0,$1 ,2010,,,,,Ted Lerner,Mike Rizzo,"$900,000 in majors (subsequently released)"
"Wells, Kip",rhp,33,,CIN,CIN,0,$1 ,2010,,,,Hendricks Sports,Bob Castellini,Walt Jocketty,"$500,000 in majors (subsequently released)"
"Woodward, Chris",inf,34,,BOS,SEA,0,$1 ,2010,,,,,Nintendo/America,Jack Zduriencik,"$600,000 in majors"
,,,,,,,,,,,,,,,
REMAINING FREE AGENTS,,,,,,,,,,,,,,,
"Aurilia, Rich",1b,38,,SFN,dnp,,,,,,,,,,
"Bako, Paul",c,38,,PHI,dnp,,,,,,,,,,
"Boone, Aaron",1b,37,,HOU,dnp,,,,,,,,,,
"Bradford, Chad",rhp,35,,TBA,dnp,,,,,,,,,,
"Brocail, Doug",rhp,43,Type B,HOU,dnp,,,,,,,,,,
"Byrd, Paul",rhp,39,,BOS,dnp,,,,,,,,,,
"Calero, Kiko",rhp,35,Type B,FLA,dnp,,,,,,,,,,
"Crede, Joe",3b,32,,MIN,dnp,,,,,,,,,,
"Delgado, Carlos",1b,38,Type B,NYN,dnp,,,,,,,,,,
"Dye, Jermaine",rf,36,Type A,CHA,dnp,,,,,,,,,,
"Erstad, Darin",of,36,,HOU,dnp,,,,,,,,,,
"Eyre, Scott",lhp,38,Type B,PHI,dnp,,,,,,,,,,
"Fox, Chad",rhp,39,,CHN,dnp,,,,,,,,,,
"Herges, Matt",rhp,40,,COL,dnp,,,,,,,,,,
"Isringhausen, Jason",rhp,37,,TBA,dnp,,,,,,,,,,
"Johnson, Randy",lhp,46,Type B,SFN,dnp,,,,,,,,,,
"Looper, Braden",rhp,35,Type B,MIL,dnp,,,,,,,,,,
"Loretta, Mark",3b,38,,LAN,dnp,,,,,,,,,,
"Martinez, Pedro",rhp,38,,PHI,dnp,,,,,,,,,,
"Martinez, Ramon",ss,37,,NYN,dnp,,,,,,,,,,
"Milton, Eric",lhp,34,,LAN,dnp,,,,,,,,,,
"Norton, Greg",1b,37,,ATL,dnp,,,,,,,,,,
"Ohka, Tomo",rhp,34,,CLE,dnp,,,,,,,,,,
"Percival, Troy",rhp,40,,TBA,dnp,,,,,,,,,,
"Schmidt, Jason",rhp,37,,LAN,dnp,,,,,,,,,,
"Sheffield, Gary",of,41,,NYN,dnp,,,,,,,,,,
"Shouse, Brian",lhp,41,Type B,TBA,dnp,,,,,,,,,,
"Smoltz, John",rhp,43,,SLN,dnp,,,,,,,,,,
"Washburn, Jarrod",lhp,35,,DET,dnp,,,,,,,,,,
"Weathers, David",rhp,40,Type B,MIL,dnp,,,,,,,,,,
"Young, Dmitri",1b,36,,WAS,dnp,,,,,,,,,,
