Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Vander Wal, John",of,33,,SDN,SDN,2,"$1,750,000 ",1999-2000,,,"$875,000",Tommy Tanzer,John Moores,Kevin Towers,
"Lampkin, Tom",c,35,Type C,SLN,SEA,2,"$1,550,000 ",1999-2000,,,"$775,000",,Nintendo/America,Woody Woodward,
"Avery, Steve",lhp-s,29,Type C,BOS,CIN,1,"$1,500,000 ",1999,,,"$1,500,000",Boras Corp.,Marge Schott,Jim Bowden,
"Nixon, Otis",of,40,Type C,MIN,ATL,1,"$1,500,000 ",1999,,,"$1,500,000",Joe Sroba,Time Warner,John Schuerholz,
"Benjamin, Mike",2b,33,Type C,BOS,PIT,2,"$1,400,000 ",1999-2000,,,"$700,000",,Kevin McClatchy,Cam Bonifay,
"Baerga, Carlos",2b,30,Type B,NYN,SLN,1,"$1,250,000 ",1999,,,"$1,250,000",Boras Corp.,Bill DeWitt Jr.,Walt Jocketty,
"Hill, Glenallen",of,34,Type B,CHN,CHN,1,"$1,150,000 ",1999,,,"$1,150,000",Reich Katz Landis,Tribune Co.,Ed Lynch,
"Sanchez, Rey",ss,31,Type B,SFN,KCA,1,"$1,100,000 ",1999,,,"$1,100,000",Boras Corp.,Gtr KC Foundation,Herk Robinson,
"Slocumb, Heathcliff",rhp,33,Type C,SEA,BAL,1,"$1,100,000 ",1999,,,"$1,100,000",,Peter Angelos,Frank Wren,
"Boger, Tim",ss,32,,HOU,HOU,2,"$1,100,000 ",1999-2000,,,"$550,000",,Drayton McLane,Gerry Hunsicker,
"McGee, Willie",of,40,Type C,SLN,SLN,1,"$1,000,000 ",1999,,,"$10,000,000",Reich Katz Landis,Bill DeWitt Jr.,Walt Jocketty,
"Sprague, Ed",3b,31,Type B,OAK,PIT,1,"$1,000,000 ",1999,,,"$1,000,000",,Kevin McClatchy,Cam Bonifay,
"Amaral, Rich",of,37,,SEA,BAL,2,"$1,000,000 ",1999-2000,,,"$500,000",Dennis Gilbert,Peter Angelos,Frank Wren,
"Guillen, Ozzie",ss,35,Type B,ATL,ATL,2,"$1,000,000 ",1999-2000,,,"$500,000",,Time Warner,John Schuerholz,
"Manwaring, Kirt",c,33,Type C,COL,COL,1,"$950,000 ",1999,,,"$950,000",,Jerry McMorris,Bob Gebhard,
"Bones, Ricky",rhp,30,,KCA,BAL,1,"$800,000 ",1999,,,"$800,000",,Peter Angelos,Frank Wren,
"Steinbach, Terry",c,37,Type A,MIN,MIN,1,"$800,000 ",1999,,,"$800,000",Charlie Sutton,Carl Pohlad,Terry Ryan,
"Velarde, Randy",2b,36,Type C,ANA,ANA,1,"$800,000 ",1999,,,"$800,000",Reich Katz Landis,Jackie Autry,Bill Bavasi,
"Henry, Butch",lhp,27,Type B,BOS,SEA,1,"$750,000 ",1999,,,"$750,000",,Nintendo/America,Woody Woodward,
"Kreuter, Chad",c,34,Type B,ANA,KCA,1,"$725,000 ",1999,,,"$725,000",Boras Corp.,Gtr KC Foundation,Herk Robinson,
"Phillips, Tony",of,40,Type B,NYN,OAK,1,"$700,000 ",1999,,,"$700,000",Tony Attanasio,Schott / Hofmann,Billy Beane,
"Magadan, Dave",3b,36,Type B,OAK,SDN,1,"$675,000 ",1999,,,"$675,000",,John Moores,Kevin Towers,
"Abbott, Jim",lhp-s,31,,CHA,MIL,1,"$600,000 ",1999,,,"$600,000",Boras Corp.,Wendy Selig-Prieb,Sal Bando,
"Macfarlane, Mike",c,35,Type B,OAK,OAK,1,"$600,000 ",1999,,,"$600,000",Jeff Moorad,Schott / Hofmann,Billy Beane,
"Magnante, Mike",lhp,34,Type B,HOU,ANA,1,"$600,000 ",1999,,,"$600,000",,Jackie Autry,Bill Bavasi,
"Morgan, Mike",rhp,39,Type C,CHN,TEX,1,"$600,000 ",1999,,,"$600,000",,Tom Hicks,Doug Melvin,
"Raines, Tim",of,39,Type B,NYA,OAK,1,"$600,000 ",1999,,,"$600,000",Reich Katz Landis,Schott / Hofmann,Billy Beane,
"Prince, Tom",c,34,,LAN,PHI,2,"$600,000 ",1999-2000,,,"$300,000",,Bill Giles,Ed Wade,
"Berroa, Geronimo",of,34,,DET,TOR,1,"$500,000 ",1999,,,"$500,000",Reich Katz Landis,Interbrew SA,Gord Ash,
"Cora, Joey",2b,34,Type A,CLE,TOR,1,"$500,000 ",1999,,,"$500,000",,Interbrew SA,Gord Ash,
"Cordero, Wilfredo",of,27,Type B,CHA,CLE,1,"$500,000 ",1999,,,"$500,000",Jeff Moorad,Richard Jacobs,John Hart,
"Dunston, Shawon",ss,36,Type B,SFN,SLN,1,"$500,000 ",1999,,,"$500,000",Eric Goldschmidt,Bill DeWitt Jr.,Walt Jocketty,
"Lewis, Mark",3b,29,Type B,PHI,CIN,1,"$500,000 ",1999,,,"$500,000",Boras Corp.,Marge Schott,Jim Bowden,
"McDowell, Jack",rhp-s,33,,ANA,ANA,1,"$500,000 ",1999,,,"$500,000",Boras Corp.,Jackie Autry,Bill Bavasi,
"Poole, Jim",lhp,33,,CLE,PHI,1,"$500,000 ",1999,,,"$500,000",,Bill Giles,Ed Wade,
"Munoz, Mike",lhp,33,,COL,TEX,1,"$450,000 ",1999,,,"$450,000",Dennis Gilbert,Tom Hicks,Doug Melvin,
"Whiten, Mark",of,32,,CLE,CLE,1,"$450,000 ",1999,,,"$450,000",Ed Keating,Richard Jacobs,John Hart,
"Jones, Doug",rhp,42,Type A,CLE,OAK,1,"$400,000 ",1999,,,"$400,000",,Schott / Hofmann,Billy Beane,
"Morris, Hal",1b,34,,KCA,CIN,1,"$400,000 ",1999,,,"$400,000",,Marge Schott,Jim Bowden,
"Cadaret, Greg",lhp,37,,TEX,LAN,1,"$375,000 ",1999,,,"$375,000",,Fox Ent Group,Kevin Malone,
"Wilson, Trevor",lhp,33,,ANA,SFN,1,"$350,000 ",1999,,,"$350,000",,Peter Magowan,Brian Sabean,
"Hernandez, Xavier",rhp,33,Type B,TEX,HOU,1,"$250,000 ",1999,,,"$250,000",,Drayton McLane,Gerry Hunsicker,
"Blowers, Mike",3b,34,,OAK,SEA,0,$1 ,1999,,,,Larry O'Brien,Nintendo/America,Woody Woodward,
"Branson, Jeff",3b,32,,CLE,CIN,0,$1 ,1999,,,,,Marge Schott,Jim Bowden,"$325,000 in majors"
"Castillo, Frank",rhp,30,,DET,ARI,0,$1 ,1999,,,,,Jerry Colangelo,Joe Garagiola Jr.,"$500,000 in majors"
"Charlton, Norm",lhp,36,,ATL,TBA,0,$1 ,1999,,,,Hendricks Sports,Vince Naimoli,Chuck LaMar,"$300,000 in majors"
"Fetters, Mike",rhp,34,Type A,ANA,BAL,0,$1 ,1999,,,,Dennis Gilbert,Peter Angelos,Frank Wren,"$750,000 in majors"
"Haney, Chris",lhp,30,,CHN,LAN,0,$1 ,1999,,,,,Fox Ent Group,Kevin Malone,"$775,000 in majors"
"Jackson, Darrin",of,35,,MIL,CHA,0,$1 ,1999,,,,Alan Meersand,Jerry Reinsdorf,Ron Schueler,"$400,000 in majors"
"Jaha, John",1b,33,,MIL,OAK,0,$1 ,1999,,,,,Schott / Hofmann,Billy Beane,
"Kelly, Pat",2b,31,,SLN,SLN,0,$1 ,1999,,,,,Bill DeWitt Jr.,Walt Jocketty,"$550,000 in majors"
"Langston, Mark",lhp-s,38,,SDN,SDN,0,$1 ,1999,,,,Arn Tellem,John Moores,Kevin Towers,"$750,000 in majors"
"Leius, Scott",3b,33,,KCA,KCA,0,$1 ,1999,,,,,Gtr KC Foundation,Herk Robinson,"$250,000 in majors"
"Mack, Shane",of,35,Type C,KCA,SDN,0,$1 ,1999,,,,Eric Goldschmidt,John Moores,Kevin Towers,"$500,000 in majors"
"Marzano, John",c,36,,SEA,TEX,0,$1 ,1999,,,,,Tom Hicks,Doug Melvin,"$400,000 in majors"
"Merced, Orlando",of,32,,CHN,MON,0,$1 ,1999,,,,,Claude Brochu,Jim Beattle,
"Naehring, Tim",3b,32,Type B,BOS,CIN,0,$1 ,1999,,,,Gregg Clifton,Marge Schott,Jim Bowden,
"Oliver, Joe",c,33,Type B,SEA,TBA,0,$1 ,1999,,,,,Vince Naimoli,Chuck LaMar,"$350,000 in majors"
"Servais, Scott",c,32,Type B,CHN,SFN,0,$1 ,1999,,,,,Peter Magowan,Brian Sabean,"$500,000 in majors"
"Shipley, Craig",ss,36,,ANA,ANA,0,$1 ,1999,,,,Boras Corp.,Jackie Autry,Bill Bavasi,"$400,000 in majors"
"Smith, Pete",rhp,33,,BAL,KCA,0,$1 ,1999,,,,,Gtr KC Foundation,Herk Robinson,
"Stankiewicz, Andy",ss,34,,ARI,ANA,0,$1 ,1999,,,,,Jackie Autry,Bill Bavasi,"$280,000 in majors"
"Steib, Dave",rhp-s,41,,TOR,TOR,0,$1 ,1999,,,,Bob LaMonte,,,"$400,000 in majors"
"Swift, Bill",rhp,37,,SEA,SEA,0,$1 ,1999,,,,Craig French,Nintendo/America,Woody Woodward,"$850,000 in majors"
"Witt, Bobby",rhp,35,Type C,SLN,TBA,0,$1 ,1999,,,,Alan Nero,Vince Naimoli,Chuck LaMar,"$350,000 in majors"
,,,,,,,,,,,,,,,
Remaining Free Agents (18),,,,,,,,,,,,,,,
"Bailes, Scott",lhp,37,,TEX,dnp,,,,,,,,,,
"Belliard, Rafael",ss,37,,ATL,dnp,,,,,,,,,,
"Borders, Pat",c,37,,CLE,dnp,,,,,,,Joe Maenza,,,
"Carter, Joe",of,39,,SFN,dnp,,,,,,,,,,
"Darwin, Danny",rhp,43,,SFN,dnp,,,,,,,,,,
"Drabek, Doug",rhp-s,36,,BAL,dnp,,,,,,,Hendricks Sports,,,
"Eckersley, Dennis",rhp,44,Type A,BOS,dnp,,,,,,,Ed Keating,,,
"Eisenreich, Jim",of,40,,LAN,dnp,,,,,,,,,,
"Key, Jimmy",lhp-s,38,Type A,BAL,dnp,,,,,,,Hendricks Sports,,,
"Martinez, Dennis",rhp-s,45,,ATL,dnp,,,,,,,Ron Shapiro,,,
"Molitor, Paul",1b,42,,MIN,dnp,,,,,,,Ron Simon,,,
"Parent, Mark",c,37,,PHI,dnp,,,,,,,,,,
"Pavlik, Roger",rhp,31,,TEX,dnp,,,,,,,,,,
"Pendleton, Terry",3b,38,,KCA,dnp,,,,,,,Bronner/Gilhooley,,,
"Roberts, Bip",of,35,Type C,OAK,dnp,,,,,,,Boras Corp.,,,
"Samuel, Juan",2b,38,,TOR,dnp,,,,,,,,,,
"Tewksbury, Bob",rhp,38,Type B,MIN,dnp,,,,,,,Joe Bick,,,
"Tomko, Mark",of,,,BOS,dnp,,,,,,,,,,
