Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Beimel, Joe",lhp,32,Type B,LAN,WAS,1,"$2,000,000 ",2009,,,"$2,000,000",Joe Sroba,Ted Lerner,JBowden/MRizzo,
"Cora, Alex",2b,33,,BOS,NYN,1,"$2,000,000 ",2009,,,"$2,000,000",,Fred Wilpon,Omar Minaya,
"Griffey Jr., Ken",of,39,Type B,CHA,SEA,1,"$2,000,000 ",2009,,,"$2,000,000",Brian Goldberg,Nintendo/America,Jack Zduriencik,
"Hairston Jr., Jerry",of,33,,CIN,CIN,1,"$2,000,000 ",2009,,,"$2,000,000",,Bob Castellini,Walt Jocketty,
"Hampton, Mike",lhp-s,36,,ATL,HOU,1,"$2,000,000 ",2009,,,"$2,000,000",Mark Rodgers,Drayton McLane,Ed Wade,
"Zaun, Gregg",c,38,Type B,TOR,BAL,1,"$2,000,000 ",2009,club,,"$2,000,000",,Peter Angelos,Andy MacPhail,
"Ramirez, Horacio",lhp,29,,CHA,KCA,1,"$1,800,000 ",2009,,,"$1,800,000",,David Glass,Dayton Moore,
"Ohman, Will",lhp,31,,ATL,LAN,1,"$1,550,000 ",2009,,,"$1,550,000",,Frank McCourt,Ned Colletti,
"Shouse, Brian",lhp,40,Type B,MIL,TBA,1,"$1,550,000 ",2009,club,,"$1,550,000",,Stuart Sternberg,Andrew Friedman,
"Hendrickson, Mark",lhp,35,,FLA,BAL,1,"$1,500,000 ",2009,,,"$1,500,000",,Peter Angelos,Andy MacPhail,
"Hinske, Eric",of,31,,TBA,PIT,1,"$1,500,000 ",2009,,,"$1,500,000",,Bob Nutting,Neal Huntington,
"Kotsay, Mark",of,33,,BOS,BOS,1,"$1,500,000 ",2009,,,"$1,500,000",Greg Genske,John Henry,Theo Epstein,
"Pavano, Carl",rhp-s,33,,NYA,CLE,1,"$1,500,000 ",2009,,,"$1,500,000",Tom O'Connell,Larry Dolan,Mark Shapiro,
"Rodriguez, Ivan",c,37,Type B,NYA,HOU,1,"$1,500,000 ",2009,,,"$1,500,000",Boras Corp.,Drayton McLane,Ed Wade,
"Branyan, Russell",3b,33,,MIL,SEA,1,"$1,400,000 ",2009,,,"$1,400,000",Dan Lozano,Nintendo/America,Jack Zduriencik,
"Loretta, Mark",2b,37,Type B,HOU,LAN,1,"$1,250,000 ",2009,,,"$1,250,000",RMG Baseball,Frank McCourt,Ned Colletti,
"Aurilia, Rich",1b,37,,SFN,SFN,1,"$1,000,000 ",2009,,,"$1,000,000",Barry Axelrod,Bill Neukom,Brian Sabean,
"Ausmus, Brad",c,40,,HOU,LAN,1,"$1,000,000 ",2009,,,"$1,000,000",Peter Mrowka,Frank McCourt,Ned Colletti,
"Colon, Bartolo",rhp-s,36,,BOS,CHA,1,"$1,000,000 ",2009,,,"$1,000,000",Mitch Frankel,Jerry Reinsdorf,Ken Williams,
"Counsell, Craig",3b,38,,MIL,MIL,1,"$1,000,000 ",2009,,,"$1,000,000",Meister Sports,Mark Attanasio,Doug Melvin,
"Everett, Adam",ss,32,,MIN,DET,1,"$1,000,000 ",2009,,,"$1,000,000",Career Sports,Mike Ilitch,Dave Dombrowski,
"Garciaparra, Nomar",ss,35,,LAN,OAK,1,"$1,000,000 ",2009,,,"$1,000,000",Arn Tellem,Lewis Wolff,Billy Beane,
"Glavine, Tom",lhp-s,43,,ATL,ATL,1,"$1,000,000 ",2009,,,"$1,000,000",Gregg Clifton,Liberty Media,Frank Wren,
"Guardado, Eddie",lhp,38,,MIN,TEX,1,"$1,000,000 ",2009,,,"$1,000,000",Kevin Kohler,Tom Hicks,Jon Daniels,
"Kapler, Gabe",of,33,,MIL,TBA,1,"$1,000,000 ",2009,,,"$1,000,000",Paul Cohen,Stuart Sternberg,Andrew Friedman,
"Martinez, Pedro",rhp,37,,NYN,PHI,1,"$1,000,000 ",2009,,,"$1,000,000",Fern Cuza,Bill Giles,Ruben Amaro Jr.,
"Uribe, Juan",3b,30,Type B,CHA,SFN,1,"$1,000,000 ",2009,,,"$1,000,000",Martin Arburua,Bill Neukom,Brian Sabean,
"Vizquel, Omar",ss,42,,SFN,TEX,1,"$1,000,000 ",2009,,,"$1,000,000",Adam Katz,Tom Hicks,Jon Daniels,
"Julio, Jorge",rhp,30,,ATL,MIL,1,"$950,000 ",2009,,,"$950,000",,Mark Attanasio,Doug Melvin,
"Eckstein, David",ss,34,,ARI,SDN,1,"$850,000 ",2009,,,"$850,000",Ryan Gleichowski,John Moores,Kevin Towers,
"Millar, Kevin",1b,37,,BAL,TOR,1,"$850,000 ",2009,,,"$850,000",ACES,Edward Rogers,J.P. Ricciardi,
"Clark, Tony",1b,37,,ARI,ARI,1,"$800,000 ",2009,,,"$800,000",John Boggs,Ken Kendrick,Josh Byrnes,
"Jennings, Jason",rhp,30,,TEX,TEX,1,"$800,000 ",2009,,,"$800,000",Casey Close,Tom Hicks,Jon Daniels,
"Moeller, Chad",c,34,,NYA,BAL,1,"$800,000 ",2009,,,"$800,000",Alan Meersand,Peter Angelos,Andy MacPhail,
"Norton, Greg",of,36,,ATL,ATL,1,"$800,000 ",2009,,,"$800,000",,Liberty Media,Frank Wren,
"Wright, Jamey",rhp,34,,TEX,KCA,1,"$800,000 ",2009,,,"$800,000",Casey Close,David Glass,Dayton Moore,
"Blanco, Henry",c,37,,CHN,SDN,1,"$750,000 ",2009,,,"$750,000",Steve Schneider,John Moores,Kevin Towers,
"Boone, Aaron",3b,36,,WAS,HOU,1,"$750,000 ",2009,,,"$750,000",Adam Katz,Drayton McLane,Ed Wade,
"Floyd, Cliff",of,36,,TBA,SDN,1,"$750,000 ",2009,,,"$750,000",ACES,John Moores,Kevin Towers,
"Isringhausen, Jason",rhp,36,Type B,SLN,TBA,1,"$750,000 ",2009,,,"$750,000",Dan Horwits,Stuart Sternberg,Andrew Friedman,
"Michaels, Jason",of,33,,PIT,HOU,1,"$750,000 ",2009,,,"$750,000",,Drayton McLane,Ed Wade,
"Rincon, Juan",rhp,30,,CLE,DET,1,"$750,000 ",2009,,,"$750,000",,Mike Ilitch,Dave Dombrowski,
"Rusch, Glendon",lhp,34,,COL,COL,1,"$750,000 ",2009,,,"$750,000",Tommy Tanzer,Monfort brothers,Dan O'Dowd,
"Bako, Paul",c,37,,CIN,CHN,1,"$725,000 ",2009,,,"$725,000",,Tribune Co.,Jim Hendry,
"Mientkiewicz, Doug",1b,35,,PIT,LAN,1,"$550,000 ",2009,,,"$550,000",Hendricks Sports,Frank McCourt,Ned Colletti,
"Baldelli, Rocco",of,27,,TBA,BOS,1,"$500,000 ",2009,,,"$500,000",Rocco Baldelli,John Henry,Theo Epstein,
"Gordon, Tom",rhp,41,,PHI,ARI,1,"$500,000 ",2009,,,"$500,000",Beverly Hills SC,Ken Kendrick,Josh Byrnes,
"Miller, Trever",lhp,36,,TBA,SLN,1,"$500,000 ",2009,,,"$500,000",,Bill DeWitt Jr.,John Mozeliak,
"Tavarez, Julian",rhp,36,,ATL,WAS,1,"$500,000 ",2009,,,"$500,000",Boras Corp.,Ted Lerner,JBowden/MRizzo,
"Lamb, Mike",3b,33,,MIL,MIL,1,"$400,000 ",2009,,,"$400,000",,Mark Attanasio,Doug Melvin,
"Armas, Tony Jr.",rhp,31,,NYN,NYN,0,$1 ,2009,,,,Diego Bentz,Fred Wilpon,Omar Minaya,"$800,000 in majors"
"Ayala, Luis",rhp,31,Type B,NYN,FLA,0,$1 ,2009,,,,Joe Longo,Jeffrey Loria,Michael Hill,
"Brown, Emil",of,34,,OAK,SDN,0,$1 ,2009,,,,Bronner/Gilhooley,John Moores,Kevin Towers,"$650,000 in majors"
"Byrd, Paul",rhp,38,Type B,BOS,BOS,0,$1 ,2009,,,,Bo McKinnis,John Henry,Theo Epstein,
"Cairo, Miguel",inf,35,,SEA,PHI,0,$1 ,2009,,,,ACES,Bill Giles,Ruben Amaro Jr.,"$500,000 in majors"
"Castro, Juan",ss,37,,BAL,LAN,0,$1 ,2009,,,,Oscar Suarez,Frank McCourt,Ned Colletti,"$700,000 in majors"
"Cintron, Alex",ss,30,,BAL,WAS,0,$1 ,2009,,,,Burton Rocks,Ted Lerner,JBowden/MRizzo,"$650,000 in majors"
"Dessens, Elmer",rhp,38,,ATL,NYN,0,$1 ,2009,,,,Oscar Suarez,Fred Wilpon,Omar Minaya,"$600,000 in majors"
"Donnelly, Brendan",rhp,37,,CLE,TEX,0,$1 ,2009,,,,Beverly Hills SC,Tom Hicks,Jon Daniels,"$950,000 in majors"
"Fasano, Sal",c,37,,CLE,COL,0,$1 ,2009,,,,Meister Sports,Monfort brothers,Dan O'Dowd,"$600,000 in majors"
"Fogg, Josh",rhp,32,,CIN,COL,0,$1 ,2009,,,,Dan Horwits,Monfort brothers,Dan O'Dowd,"$750,000 in majors"
"Fossum, Casey",lhp,31,,DET,NYN,0,$1 ,2009,,,,Bo McKinnis,Fred Wilpon,Omar Minaya,"$600,000 in majors"
"Fox, Chad",rhp,38,,CHN,CHN,0,$1 ,2009,,,,Hendricks Sports,Tribune Co.,Jim Hendry,"$575,000 in majors"
"Gagne, Eric",rhp,33,Type B,MIL,MIL,0,$1 ,2009,,,,Boras Corp.,Mark Attanasio,Doug Melvin,$1.5M in majors
"Garcia, Freddy",rhp-s,32,,DET,NYN,0,$1 ,2009,,,,Peter Greenberg,Fred Wilpon,Omar Minaya,$1.5M in majors
"Gomez, Chris",3b,38,,PIT,BAL,0,$1 ,2009,,,,Alan Meersand,Peter Angelos,Andy MacPhail,"$900,000 in majors"
"Hall, Toby",c,33,,CHA,HOU,0,$1 ,2009,,,,ACES,Drayton McLane,Ed Wade,"$650,000 in majors"
"Herges, Matt",rhp,39,,COL,CLE,0,$1 ,2009,,,,Dan Horwits,Larry Dolan,Mark Shapiro,"$800,000 in majors"
"Hernandez, Livan",rhp,34,,COL,NYN,0,$1 ,2009,,,,Greg Genske,Fred Wilpon,Omar Minaya,$1M in majors
"Johnson, Jason",rhp-s,35,,LAN,NYA,0,$1 ,2009,,,,,Hal Steinbrenner,Brian Cashman,"$850,000 in majors"
"Martinez, Ramon",2b,37,,NYN,NYN,0,$1 ,2009,,,,Alan Nero,Fred Wilpon,Omar Minaya,"$750,000 in majors"
"Melhuse, Adam",c,37,,COL,TEX,0,$1 ,2009,,,,,Tom Hicks,Jon Daniels,"$700,000 in majors"
"Nixon, Trot",of,35,,NYN,MIL,0,$1 ,2009,,,,Ron Shapiro,Mark Attanasio,Doug Melvin,"$800,000 in majors"
"Parrish, John",lhp,31,,TOR,BAL,0,$1 ,2009,,,,,Peter Angelos,Andy MacPhail,"$850,000 in majors"
"Patterson, Corey",of,29,,CIN,WAS,0,$1 ,2009,,,,Boras Corp.,Ted Lerner,JBowden/MRizzo,"$800,000 in majors"
"Perez, Odalis",lhp,31,,WAS,WAS,0,$1 ,2009,,,,Fern Cuza,Ted Lerner,JBowden/MRizzo,"$850,000 in majors"
"Podsednik, Scott",of,33,,COL,COL,0,$1 ,2009,,,,Ryan Gleichowski,Monfort brothers,Dan O'Dowd,"$800,000 in majors"
"Ponson, Sidney",rhp-s,32,,NYA,KCA,0,$1 ,2009,,,,Barry Praver,David Glass,Dayton Moore,
"Prior, Mark",rhp-s,28,,SDN,SDN,0,$1 ,2009,,,,John Boggs,John Moores,Kevin Towers,$1M in majors
"Valentin, Javier",c,33,,CIN,WAS,0,$1 ,2009,,,,Diego Bentz,Ted Lerner,JBowden/MRizzo,"$850,000 in majors"
"Villone, Ron",lhp,39,,SLN,NYN,0,$1 ,2009,,,,Boras Corp.,Fred Wilpon,Omar Minaya,"$600,000 in majors"
"Ward, Daryle",1b,34,,CHN,CIN,0,$1 ,2009,,,,,Bob Castellini,Walt Jocketty,"$600,000 in majors"
"Wilkerson, Brad",of,32,,TOR,BOS,0,$1 ,2009,,,,Boras Corp.,John Henry,Theo Epstein,"$400,000 in majors"
"Wilson, Vance",c,36,,DET,KCA,0,$1 ,2009,,,,,David Glass,Dayton Moore,"$600,000 in majors"
,,,,,,,,,,,,,,,
REMAINING FREE AGENTS,,,,,,,,,,,,,,,
"Alou, Moises",of,42,Type B,NYN,dnp,,,,,,,,,,
"Bennett, Gary",cf,37,,LAN,dnp,,,,,,,,,,
"Casey, Sean",1b,34,,BOS,dnp,,,,,,,,,,
"Durham, Ray",2b,37,,MIL,dnp,,,,,,,,,,
"Easley, Damion",2b,39,,NYN,dnp,,,,,,,,,,
"Edmonds, Jim",cf,39,,CHN,dnp,,,,,,,,,,
"Elarton, Scott",rhp,33,,CLE,dnp,,,,,,,,,,
"Encarnacion, Juan",of,33,,SLN,dnp,,,,,,,,,,
"Foulke, Keith",rhp,36,,OAK,dnp,,,,,,,,,,
"Gonzalez, Luis",of,41,Type B,FLA,dnp,,,,,,,,,,
"Grudzielanek, Mark",2b,39,Type B,KCA,dnp,,,,,,,,,,
"Hernandez, Orlando",rhp,43,,NYN,dnp,,,,,,,,,,
"Jones, Todd",rhp,41,,DET,dnp,,,,,,,,,,
"Kent, Jeff",2b,41,Type B,LAN,dnp,,,,,,,,,,
"Lieber, Jon",rhp,39,,CHN,dnp,,,,,,,,,,
"Lo Duca, Paul",cf,37,Type B,FLA,dnp,,,,,,,,,,
"Maddux, Greg",rhp-s,43,Type B,LAN,dnp,,,,,,,,,,
"Mercker, Kent",lhp,41,,CIN,dnp,,,,,,,,,,
"Mulder, Mark",lhp,31,,SLN,dnp,,,,,,,,,,
"Mussina, Mike",rhp-s,40,Type A,NYA,dnp,,,,,,,,,,
"Ozuna, Pablo",inf,34,,LAN,dnp,,,,,,,,,,
"Payton, Jay",of,36,,BAL,dnp,,,,,,,,,,
"Rincon, Ricardo",lhp,39,,NYN,dnp,,,,,,,,,,
"Rivas, Luis",ss,29,,PIT,dnp,,,,,,,,,,
"Rogers, Kenny",lhp-s,44,,DET,dnp,,,,,,,,,,
"Schilling, Curt",rhp-s,42,,BOS,dnp,,,,,,,,,,
"Seanez, Rudy",rhp,40,Type B,PHI,dnp,,,,,,,,,,
"Sheets, Ben",rhp-s,30,Type A,MIL,dnp,,,,,,,,,,
"Sweeney, Mark",1b,39,,LAN,dnp,,,,,,,,,,
"Thomas, Frank",dh,41,Type B,OAK,dnp,,,,,,,,,,
"Timlin, Mike",rhp,43,,BOS,dnp,,,,,,,,,,
"Wise, Matt",rhp,33,,NYN,dnp,,,,,,,,,,
